"RetailStoreId","LastProcessedDate","Product_Name","ProductId","RetailStore_Location_Address_State","EndDate","Name","StartDate","RetailStore_RetailStoreGroup_Name","PromotionProduct_PromotionId","RetailStore_Name","ProductCategory_ProductCategory_Name","RetailStore_Location_Address_City","Id","RetailStore_Account_Name","RetailStore_Location_Name"
"0YQB0000000L0C9OAK","2021-01-29","Alpine Cooler","01tB0000000UI8VIAW","CA","2021-09-04","00000010","2018-04-02","South","0c8B0000000L084IAC","Alpine Nutrition Outlet (Hayward)","Cooler Displays","San Jose","0bUB0000000L8IfMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","YetiBar Mint Chocolate Chip","01tB0000000UI8hIAG","CA","2021-09-04","00000011","2018-04-05","South","0c8B0000000L083IAC","Alpine Nutrition Outlet (Hayward)","Energy Bars","San Jose","0bUB0000000L8IgMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","Alpine Energy Premium Smart Dispenser","01tB0000000UI8UIAW","CA","2021-08-31","00000012","2018-04-02","South","0c8B0000000CdTGIA0","Alpine Nutrition Outlet (Hayward)","Smart Dispensers","San Jose","0bUB0000000L8IhMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","GoBrew CoolBar","01tB0000000UI8nIAG","CA","2021-09-02","00000013","2018-04-06","South","0c8B0000000L084IAC","Alpine Nutrition Outlet (Hayward)","Accessories or Lip Balm","San Jose","0bUB0000000L8IiMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","Alpine Promotional Product - Patio Set","01tB0000000UI8mIAG","CA","2021-09-01","00000014","2018-04-02","South","0c8B0000000L083IAC","Alpine Nutrition Outlet (Hayward)","Displays & Vending","San Jose","0bUB0000000L8IjMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","GoBalm Lip Balm - Green Tea scent","01tB0000000UI8dIAG","CA","2021-09-03","00000015","2018-04-02","South","0c8B0000000L084IAC","Alpine Nutrition Outlet (Hayward)","Accessories or Lip Balm","San Jose","0bUB0000000L8IkMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","GoBrew Caffeinator","01tB0000000UI8jIAG","CA","2021-09-03","00000016","2018-04-03","South","0c8B0000000L085IAC","Alpine Nutrition Outlet (Hayward)","Coffee Machines","San Jose","0bUB0000000L8IlMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","During - 0.5L PET - Chai","01tB0000000UI8cIAG","CA","2021-09-01","00000017","2018-04-02","South","0c8B0000000L084IAC","Alpine Nutrition Outlet (Hayward)","Cereal","San Jose","0bUB0000000L8ImMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","Alpine Energy Drink - Green Tea","01tB0000000UI8gIAG","CA","2021-08-31","00000018","2018-04-05","South","0c8B0000000L083IAC","Alpine Nutrition Outlet (Hayward)","Energy Bars","San Jose","0bUB0000000L8InMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","Alpine Energy Post Powder - Tart Cherry","01tB0000000UI8fIAG","CA","2021-09-04","00000019","2018-04-06","South","0c8B0000000L084IAC","Alpine Nutrition Outlet (Hayward)","Energy Drink Powder","San Jose","0bUB0000000L8IoMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C9OAK","2021-01-29","Post - .5L PET - Tart Cherry","01tB0000000UI8ZIAW","CA","2021-09-04","00000020","2018-04-05","South","0c8B0000000L083IAC","Alpine Nutrition Outlet (Hayward)","Post Workout Energy","San Jose","0bUB0000000L8IpMAK","Nutrition Stop","Dmart Location 15"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Energy Drink - Tart Cherry","01tB0000000UI8XIAW",,"2021-09-01","00000021","2018-04-05","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Energy Drinks",,"0bUB0000000L8IqMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Promotional Product - Umbrella","01tB0000000UI8kIAG",,"2021-09-03","00000022","2018-04-06","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","End Cap Displays",,"0bUB0000000L8IrMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Vending Machine","01tB0000000UI8aIAG",,"2021-08-31","00000023","2018-04-05","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Displays & Vending",,"0bUB0000000L8IsMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","IoT Monitoring 1 year Service","01tB0000000UI8eIAG",,"2021-09-04","00000024","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Cooler Displays",,"0bUB0000000L8ItMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Pre - 0.5L PET - Tart Cherry","01tB0000000UI8WIAW",,"2021-09-03","00000025","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Pre Workout Energy",,"0bUB0000000L8IuMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","GoBrew Magic Mixer","01tB0000000UI8iIAG",,"2021-09-04","00000026","2018-04-04","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Coffee Machines",,"0bUB0000000L8IvMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","YetiBar Blueberry/Bison - Paleo","01tB0000000UI8YIAW",,"2021-09-04","00000027","2018-04-02","Bay Area","0c8B0000000L085IAC","NTO Store - Noe Valley","Energy Drinks",,"0bUB0000000L8IwMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Nutrition - Cereal Display","01tB0000000UI8lIAG",,"2021-09-02","00000028","2018-04-04","Bay Area","0c8B0000000L084IAC","NTO Store - Noe Valley","Cereal",,"0bUB0000000L8IxMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Basic Warranty & Maintenance","01tB0000000UI8bIAG",,"2021-09-01","00000029","2018-04-05","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Post Workout Energy",,"0bUB0000000L8IyMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Cooler","01tB0000000UI8VIAW",,"2021-09-03","00000030","2018-04-02","Bay Area","0c8B0000000L084IAC","NTO Store - Noe Valley","Cooler Displays",,"0bUB0000000L8IzMAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","YetiBar Mint Chocolate Chip","01tB0000000UI8hIAG",,"2021-09-04","00000031","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Energy Bars",,"0bUB0000000L8J0MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Energy Premium Smart Dispenser","01tB0000000UI8UIAW",,"2021-09-01","00000032","2018-04-05","Bay Area","0c8B0000000CdTGIA0","NTO Store - Noe Valley","Smart Dispensers",,"0bUB0000000L8J1MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","GoBrew CoolBar","01tB0000000UI8nIAG",,"2021-09-04","00000033","2018-04-05","Bay Area","0c8B0000000L084IAC","NTO Store - Noe Valley","Accessories or Lip Balm",,"0bUB0000000L8J2MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Promotional Product - Patio Set","01tB0000000UI8mIAG",,"2021-09-04","00000034","2018-04-05","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Displays & Vending",,"0bUB0000000L8J3MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","GoBalm Lip Balm - Green Tea scent","01tB0000000UI8dIAG",,"2021-08-31","00000035","2018-04-04","Bay Area","0c8B0000000L084IAC","NTO Store - Noe Valley","Accessories or Lip Balm",,"0bUB0000000L8J4MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","GoBrew Caffeinator","01tB0000000UI8jIAG",,"2021-09-02","00000036","2018-04-03","Bay Area","0c8B0000000L085IAC","NTO Store - Noe Valley","Coffee Machines",,"0bUB0000000L8J5MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","During - 0.5L PET - Chai","01tB0000000UI8cIAG",,"2021-09-02","00000037","2018-04-05","Bay Area","0c8B0000000L084IAC","NTO Store - Noe Valley","Cereal",,"0bUB0000000L8J6MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Energy Drink - Green Tea","01tB0000000UI8gIAG",,"2021-09-01","00000038","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Energy Bars",,"0bUB0000000L8J7MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Alpine Energy Post Powder - Tart Cherry","01tB0000000UI8fIAG",,"2021-09-03","00000039","2018-04-06","Bay Area","0c8B0000000L084IAC","NTO Store - Noe Valley","Energy Drink Powder",,"0bUB0000000L8J8MAK","Alpine Nutrition","Location"
"0YQB0000000L0C8OAK","2021-01-29","Post - .5L PET - Tart Cherry","01tB0000000UI8ZIAW",,"2021-09-04","00000040","2018-04-06","Bay Area","0c8B0000000L083IAC","NTO Store - Noe Valley","Post Workout Energy",,"0bUB0000000L8J9MAK","Alpine Nutrition","Location"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Energy Drink - Tart Cherry","01tB0000000UI8XIAW","CA","2021-09-02","00000041","2018-04-06","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Energy Drinks","San Jose","0bUB0000000L8JAMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Promotional Product - Umbrella","01tB0000000UI8kIAG","CA","2021-09-02","00000042","2018-04-02","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","End Cap Displays","San Jose","0bUB0000000L8JBMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Vending Machine","01tB0000000UI8aIAG","CA","2021-09-01","00000043","2018-04-05","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Displays & Vending","San Jose","0bUB0000000L8JCMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","IoT Monitoring 1 year Service","01tB0000000UI8eIAG","CA","2021-09-03","00000044","2018-04-03","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Cooler Displays","San Jose","0bUB0000000L8JDMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Pre - 0.5L PET - Tart Cherry","01tB0000000UI8WIAW","CA","2021-09-03","00000045","2018-04-02","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Pre Workout Energy","San Jose","0bUB0000000L8JEMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","GoBrew Magic Mixer","01tB0000000UI8iIAG","CA","2021-09-01","00000046","2018-04-03","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Coffee Machines","San Jose","0bUB0000000L8JFMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","YetiBar Blueberry/Bison - Paleo","01tB0000000UI8YIAW","CA","2021-09-03","00000047","2018-04-05","West","0c8B0000000L085IAC","Nutrition Stop - Kennesaw","Energy Drinks","San Jose","0bUB0000000L8JGMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Nutrition - Cereal Display","01tB0000000UI8lIAG","CA","2021-09-04","00000048","2018-04-05","West","0c8B0000000L084IAC","Nutrition Stop - Kennesaw","Cereal","San Jose","0bUB0000000L8JHMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Basic Warranty & Maintenance","01tB0000000UI8bIAG","CA","2021-09-02","00000049","2018-04-05","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Post Workout Energy","San Jose","0bUB0000000L8JIMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Cooler","01tB0000000UI8VIAW","CA","2021-09-02","00000050","2018-04-02","West","0c8B0000000L084IAC","Nutrition Stop - Kennesaw","Cooler Displays","San Jose","0bUB0000000L8JJMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","YetiBar Mint Chocolate Chip","01tB0000000UI8hIAG","CA","2021-09-02","00000051","2018-04-05","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Energy Bars","San Jose","0bUB0000000L8JKMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Energy Premium Smart Dispenser","01tB0000000UI8UIAW","CA","2021-09-02","00000052","2018-04-02","West","0c8B0000000CdTGIA0","Nutrition Stop - Kennesaw","Smart Dispensers","San Jose","0bUB0000000L8JLMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","GoBrew CoolBar","01tB0000000UI8nIAG","CA","2021-09-02","00000053","2018-04-06","West","0c8B0000000L084IAC","Nutrition Stop - Kennesaw","Accessories or Lip Balm","San Jose","0bUB0000000L8JMMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Promotional Product - Patio Set","01tB0000000UI8mIAG","CA","2021-09-03","00000054","2018-04-05","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Displays & Vending","San Jose","0bUB0000000L8JNMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","GoBalm Lip Balm - Green Tea scent","01tB0000000UI8dIAG","CA","2021-09-01","00000055","2018-04-06","West","0c8B0000000L084IAC","Nutrition Stop - Kennesaw","Accessories or Lip Balm","San Jose","0bUB0000000L8JOMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","GoBrew Caffeinator","01tB0000000UI8jIAG","CA","2021-09-02","00000056","2018-04-06","West","0c8B0000000L085IAC","Nutrition Stop - Kennesaw","Coffee Machines","San Jose","0bUB0000000L8JPMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","During - 0.5L PET - Chai","01tB0000000UI8cIAG","CA","2021-08-31","00000057","2018-04-04","West","0c8B0000000L084IAC","Nutrition Stop - Kennesaw","Cereal","San Jose","0bUB0000000L8JQMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Energy Drink - Green Tea","01tB0000000UI8gIAG","CA","2021-09-03","00000058","2018-04-05","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Energy Bars","San Jose","0bUB0000000L8JRMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Alpine Energy Post Powder - Tart Cherry","01tB0000000UI8fIAG","CA","2021-09-04","00000059","2018-04-02","West","0c8B0000000L084IAC","Nutrition Stop - Kennesaw","Energy Drink Powder","San Jose","0bUB0000000L8JSMA0","Rondel","Dmart Location 17"
"0YQB0000000L0CCOA0","2021-01-29","Post - .5L PET - Tart Cherry","01tB0000000UI8ZIAW","CA","2021-08-31","00000060","2018-04-04","West","0c8B0000000L083IAC","Nutrition Stop - Kennesaw","Post Workout Energy","San Jose","0bUB0000000L8JTMA0","Rondel","Dmart Location 17"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Energy Drink - Tart Cherry","01tB0000000UI8XIAW","PA","2021-09-01","00000061","2018-04-03","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Energy Drinks","Kulpsville","0bUB0000000L8JUMA0","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Promotional Product - Umbrella","01tB0000000UI8kIAG","PA","2021-09-03","00000062","2018-04-06","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","End Cap Displays","Kulpsville","0bUB0000000L8JVMA0","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Vending Machine","01tB0000000UI8aIAG","PA","2021-09-01","00000063","2018-04-05","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Displays & Vending","Kulpsville","0bUB0000000L8JWMA0","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","IoT Monitoring 1 year Service","01tB0000000UI8eIAG","PA","2021-09-01","00000064","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Cooler Displays","Kulpsville","0bUB0000000L8JXMA0","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Pre - 0.5L PET - Tart Cherry","01tB0000000UI8WIAW","PA","2021-09-03","00000065","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Pre Workout Energy","Kulpsville","0bUB0000000L8JYMA0","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","GoBrew Magic Mixer","01tB0000000UI8iIAG","PA","2021-08-31","00000066","2018-04-04","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Coffee Machines","Kulpsville","0bUB0000000L8JZMA0","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","YetiBar Blueberry/Bison - Paleo","01tB0000000UI8YIAW","PA","2021-09-04","00000067","2018-04-02","Bay Area","0c8B0000000L085IAC","NTO Store - Presidio","Energy Drinks","Kulpsville","0bUB0000000L8JaMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Nutrition - Cereal Display","01tB0000000UI8lIAG","PA","2021-08-31","00000068","2018-04-03","Bay Area","0c8B0000000L084IAC","NTO Store - Presidio","Cereal","Kulpsville","0bUB0000000L8JbMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Basic Warranty & Maintenance","01tB0000000UI8bIAG","PA","2021-09-03","00000069","2018-04-04","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Post Workout Energy","Kulpsville","0bUB0000000L8JcMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Cooler","01tB0000000UI8VIAW","PA","2021-08-31","00000070","2018-04-04","Bay Area","0c8B0000000L084IAC","NTO Store - Presidio","Cooler Displays","Kulpsville","0bUB0000000L8JdMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","YetiBar Mint Chocolate Chip","01tB0000000UI8hIAG","PA","2021-09-02","00000071","2018-04-03","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Energy Bars","Kulpsville","0bUB0000000L8JeMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Energy Premium Smart Dispenser","01tB0000000UI8UIAW","PA","2021-09-04","00000072","2018-04-03","Bay Area","0c8B0000000CdTGIA0","NTO Store - Presidio","Smart Dispensers","Kulpsville","0bUB0000000L8JfMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","GoBrew CoolBar","01tB0000000UI8nIAG","PA","2021-09-01","00000073","2018-04-04","Bay Area","0c8B0000000L084IAC","NTO Store - Presidio","Accessories or Lip Balm","Kulpsville","0bUB0000000L8JgMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Promotional Product - Patio Set","01tB0000000UI8mIAG","PA","2021-09-02","00000074","2018-04-05","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Displays & Vending","Kulpsville","0bUB0000000L8JhMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","GoBalm Lip Balm - Green Tea scent","01tB0000000UI8dIAG","PA","2021-09-04","00000075","2018-04-02","Bay Area","0c8B0000000L084IAC","NTO Store - Presidio","Accessories or Lip Balm","Kulpsville","0bUB0000000L8JiMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","GoBrew Caffeinator","01tB0000000UI8jIAG","PA","2021-09-03","00000076","2018-04-02","Bay Area","0c8B0000000L085IAC","NTO Store - Presidio","Coffee Machines","Kulpsville","0bUB0000000L8JjMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","During - 0.5L PET - Chai","01tB0000000UI8cIAG","PA","2021-09-03","00000077","2018-04-05","Bay Area","0c8B0000000L084IAC","NTO Store - Presidio","Cereal","Kulpsville","0bUB0000000L8JkMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Energy Drink - Green Tea","01tB0000000UI8gIAG","PA","2021-09-03","00000078","2018-04-04","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Energy Bars","Kulpsville","0bUB0000000L8JlMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Alpine Energy Post Powder - Tart Cherry","01tB0000000UI8fIAG","PA","2021-09-03","00000079","2018-04-03","Bay Area","0c8B0000000L084IAC","NTO Store - Presidio","Energy Drink Powder","Kulpsville","0bUB0000000L8JmMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0ByOAK","2021-01-29","Post - .5L PET - Tart Cherry","01tB0000000UI8ZIAW","PA","2021-08-31","00000080","2018-04-02","Bay Area","0c8B0000000L083IAC","NTO Store - Presidio","Post Workout Energy","Kulpsville","0bUB0000000L8JnMAK","Gabe Hoskins","Dmart Location 4"
"0YQB0000000L0CGOA0","2021-01-29","Alpine Energy Drink - Tart Cherry","01tB0000000UI8XIAW","AK","2021-09-02","00000081","2018-04-04","Midwest","0c8B0000000L083IAC","NTO Store - Ferry Plaza Market","Energy Drinks","Anchorage","0bUB0000000L8JoMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","Alpine Promotional Product - Umbrella","01tB0000000UI8kIAG","AK","2021-09-02","00000082","2018-04-06","Midwest","0c8B0000000L083IAC","NTO Store - Ferry Plaza Market","End Cap Displays","Anchorage","0bUB0000000L8JpMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","Alpine Vending Machine","01tB0000000UI8aIAG","AK","2021-09-04","00000083","2018-04-02","Midwest","0c8B0000000L083IAC","NTO Store - Ferry Plaza Market","Displays & Vending","Anchorage","0bUB0000000L8JqMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","IoT Monitoring 1 year Service","01tB0000000UI8eIAG","AK","2021-09-01","00000084","2018-04-06","Midwest","0c8B0000000L083IAC","NTO Store - Ferry Plaza Market","Cooler Displays","Anchorage","0bUB0000000L8JrMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","Pre - 0.5L PET - Tart Cherry","01tB0000000UI8WIAW","AK","2021-09-03","00000085","2018-04-02","Midwest","0c8B0000000L083IAC","NTO Store - Ferry Plaza Market","Pre Workout Energy","Anchorage","0bUB0000000L8JsMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","GoBrew Magic Mixer","01tB0000000UI8iIAG","AK","2021-08-31","00000086","2018-04-05","Midwest","0c8B0000000L083IAC","NTO Store - Ferry Plaza Market","Coffee Machines","Anchorage","0bUB0000000L8JtMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","YetiBar Blueberry/Bison - Paleo","01tB0000000UI8YIAW","AK","2021-09-02","00000087","2018-04-06","Midwest","0c8B0000000L085IAC","NTO Store - Ferry Plaza Market","Energy Drinks","Anchorage","0bUB0000000L8JuMAK","Fare Merchants","Dmart Location 21"
"0YQB0000000L0CGOA0","2021-01-29","Alpine Nutrition - Cereal Display","01tB0000000UI8lIAG","AK","2021-09-04","00000088","2018-04-02","Midwest","0c8B0000000L084IAC","NTO Store - Ferry Plaza Market","Cereal","Anchorage","0bUB0000000L8JvMAK","Fare Merchants","Dmart Location 21"
