"AccountId","Measures","Scope","LastProcessedDate","AccountExternalId","Date","AccountName","Scope_Emissions"
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2024-07-31","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-09-08","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-06-14","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-03-19","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-12-31","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2037-07-09","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-05-28","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-10-22","Yubo LATAM",100000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2024-05-15","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-02-26","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2032-01-29","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2035-04-30","Yubo LATAM",200000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-05-29","Yubo LATAM",200000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-12-23","Yubo LATAM",100000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2034-05-05","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2031-03-05","Yubo LATAM",100000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-06-05","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2023-09-04","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2029-10-02","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-09-28","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2025-11-02","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2029-03-28","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2037-10-24","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-06-14","Yubo LATAM",250000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-12-19","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2022-07-09","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2036-06-16","Yubo LATAM",200000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2040-11-29","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2028-06-24","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-01-29","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-06-12","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2036-03-05","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2022-04-30","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2040-02-24","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2041-04-03","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2024-02-29","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2031-04-26","Yubo LATAM",250000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2028-01-21","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2034-07-29","Yubo LATAM",100000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2037-04-13","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-10-22","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2037-09-04","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2039-02-04","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2023-03-10","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2031-11-27","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-10-17","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-06-16","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-06-04","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2024-07-22","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-01-21","Yubo LATAM",200000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2021-03-25","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2033-02-23","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-05-28","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2036-06-25","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2038-09-30","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2037-06-05","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-05-10","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2024-03-11","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2026-02-15","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-06-05","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2029-06-29","Yubo LATAM",250000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2031-06-14","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-02-12","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-07-01","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-06-18","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2023-12-02","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2037-04-26","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-07-12","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-01-30","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2029-06-26","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-03-12","Yubo LATAM",50000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2041-05-29","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-04-07","Yubo LATAM",20000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2033-07-17","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2023-12-07","Yubo LATAM",150000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2036-05-15","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2034-09-16","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-04-14","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2027-07-06","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-10-11","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-06-30","Yubo LATAM",100000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2033-02-13","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-02-19","Yubo LATAM",100000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2028-09-21","Yubo LATAM",100000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2040-04-30","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-12-28","Yubo LATAM",150000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-11-08","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-07-25","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-01-29","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-07-27","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2024-07-31","Yubo LATAM",50000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-04-06","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2040-05-17","Yubo LATAM",100000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-07-26","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-11-07","Yubo LATAM",100000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-01-07","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2022-12-03","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-06-02","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-09-10","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-10-31","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2024-05-15","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-10-19","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2027-04-02","Yubo LATAM",100000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-06-04","Yubo LATAM",150000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2034-03-14","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-01-19","Yubo LATAM",200000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2035-01-02","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-10-05","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2020-11-07","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-11-03","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2036-08-25","Yubo LATAM",200000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-04-14","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2032-09-07","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-04-12","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-07-28","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2021-07-26","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2040-10-31","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2033-10-29","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2036-12-27","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2028-10-23","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-10-18","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-02-09","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2035-12-22","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-01-19","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-02-07","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2023-01-29","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2038-09-08","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2032-02-03","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-03-24","Yubo LATAM",200000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-05-28","Yubo LATAM",100000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-02-11","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-04-06","Yubo LATAM",150000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-08-29","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-12-07","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-03-10","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-09-14","Yubo LATAM",250000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-04-17","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2030-07-29","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2036-05-31","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-06-08","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-04-07","Yubo LATAM",150000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-10-24","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-03-29","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2033-06-26","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2027-05-17","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2021-08-24","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2024-12-03","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2035-08-30","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2040-07-11","Yubo LATAM",50000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2034-01-03","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2023-03-10","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-08-02","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-12-11","Yubo LATAM",20000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-01-25","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-11-26","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-03-06","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2038-09-24","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2020-10-31","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2036-04-09","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-01-05","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2040-04-29","Yubo LATAM",100000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2029-07-19","Yubo LATAM",250000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-09-17","Yubo LATAM",50000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-12-16","Yubo LATAM",150000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2039-09-11","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2028-09-30","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-05-18","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2041-01-14","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-01-10","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-06-15","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2036-03-06","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2023-09-03","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2037-02-15","Yubo LATAM",150000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2034-05-11","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2036-06-10","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2040-02-21","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2023-07-03","Yubo LATAM",50000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-10-13","Yubo LATAM",150000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-11-05","Yubo LATAM",250000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2021-02-26","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-05-18","Yubo LATAM",150000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-04-19","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-06-20","Yubo LATAM",
