Visitor.Name,VisitorId,AccountId,Name,Address.State,Planned_Visit_Start_Time_Formatted,Status,Actual_Visit_End_Time_Formatted,Address.CitywithState,Address.City,IsVisitComplete,RegulatoryAuthorizationType,Actual_Visit_Start_Time_Formatted,PlannedVisitStartTime,Planned_Visit_End_Time_Formatted,Id
visitor last name,0053c00000BWFhHAAX,0013c00001qBqVMAA0,857,GA,2020-04-02 00:00:00,Planned,,"Albany , GA",Albany,False,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBIoCAO
visitor last name,0053c00000BWFhGAAX,0013c00001qBqUdAAK,878,WY,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Rock Springs , WY",Rock Springs,True,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBJ9CAO
visitor last name,0053c00000BWFhDAAX,0013c00001qBqWHAA0,881,CA,2020-04-02 00:00:00,Planned,,"San Jose , CA",San Jose,False,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBJCCA4
visitor last name,0053c00000BWFi5AAH,0013c00001qBqWMAA0,886,PA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Philadelphia , PA",Philadelphia,True,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBJHCA4
visitor last name,0053c00000BWFiBAAX,0013c00001qBqWmAAK,912,CO,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Littleton , CO",Littleton,True,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBJhCAO
visitor last name,0053c00000BWFi3AAH,0013c00001qBqWyAAK,924,TN,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Tullahoma , TN",Tullahoma,True,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBJtCAO
visitor last name,0053c00000BWFi6AAH,0013c00001qBqX1AAK,927,WI,2020-04-02 00:00:00,Planned,,"Madison , WI",Madison,False,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBJwCAO
visitor last name,0053c00000BWFi8AAH,0013c00001qBqXNAA0,949,KS,2020-04-02 00:00:00,Planned,,"Shawnee , KS",Shawnee,False,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBKICA4
visitor last name,0053c00000BWFhFAAX,0013c00001qBqXXAA0,959,TN,2020-04-02 00:00:00,Planned,,"Mc Minnville , TN",Mc Minnville,False,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBKSCA4
visitor last name,0053c00000BWFi6AAH,0013c00001qBqXfAAK,967,SD,2020-04-02 00:00:00,Planned,,"Sioux Falls , SD",Sioux Falls,False,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBKaCAO
visitor last name,0053c00000BWFhCAAX,0013c00001qBqbwAAC,982,CT,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Wallingford , CT",Wallingford,True,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBKpCAO
visitor last name,0053c00000BWFi7AAH,0013c00001qBqZNAA0,988,WY,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Riverton , WY",Riverton,True,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBKvCAO
visitor last name,0053c00000BWFhDAAX,0013c00001qBqZaAAK,1001,MS,2020-04-02 00:00:00,Planned,,"Biloxi , MS",Biloxi,False,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBL8CAO
visitor last name,0053c00000BWFhDAAX,0013c00001qBqc8AAC,1021,NJ,2020-04-02 00:00:00,Planned,,"Caldwell , NJ",Caldwell,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBLSCA4
visitor last name,0053c00000BWFiDAAX,0013c00001qBqcLAAS,1034,CT,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Cheshire , CT",Cheshire,True,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBLfCAO
visitor last name,0053c00000BWFi9AAH,0013c00001qBqZwAAK,1050,CA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"San Francisco , CA",San Francisco,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBLvCAO
visitor last name,0053c00000BWFhFAAX,0013c00001qBqcQAAS,1059,IA,2020-04-02 00:00:00,Planned,,"Des Moines , IA",Des Moines,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBM4CAO
visitor last name,0053c00000BWFhDAAX,0013c00001qBqcSAAS,1061,PA,2020-04-02 00:00:00,Planned,,"Doylestown , PA",Doylestown,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBM6CAO
visitor last name,0053c00000BWFhHAAX,0013c00001qBqciAAC,1077,CA,2020-04-02 00:00:00,Planned,,"Newport Beach , CA",Newport Beach,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBMMCA4
visitor last name,0053c00000BWFi6AAH,0013c00001qBqcsAAC,1087,NJ,2020-04-02 00:00:00,Planned,,"Riverton , NJ",Riverton,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBMWCA4
visitor last name,0053c00000BWFhJAAX,0013c00001qBqdSAAS,1123,FL,2020-04-02 00:00:00,Planned,,"Orlando , FL",Orlando,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBN6CAO
visitor last name,0053c00000BWFiBAAX,0013c00001qBqdbAAC,1132,KS,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Abilene , KS",Abilene,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBNFCA4
visitor last name,0053c00000BWFhIAAX,0013c00001qBqdeAAC,1136,CA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Thousand Palms , CA",Thousand Palms,True,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBNJCA4
visitor last name,0053c00000BWFi6AAH,0013c00001qBqdqAAC,1147,MS,2020-04-02 00:00:00,Planned,,"Jackson , MS",Jackson,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBNUCA4
visitor last name,0053c00000BWFhBAAX,0013c00001qBqdyAAC,1155,NE,2020-04-02 00:00:00,Planned,,"Omaha , NE",Omaha,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBNcCAO
visitor last name,0053c00000BWFhHAAX,0013c00001qBqe0AAC,1157,IL,2020-04-02 00:00:00,Planned,,"Elk Grove Village , IL",Elk Grove Village,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBNeCAO
visitor last name,0053c00000BWFiAAAX,0013c00001qBqeEAAS,1171,NC,2020-04-02 00:00:00,Planned,,"Fayetteville , NC",Fayetteville,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBNsCAO
visitor last name,0053c00000BWFhCAAX,0013c00001qBqbBAAS,1182,TX,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Conroe , TX",Conroe,True,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBO3CAO
visitor last name,0053c00000BWFi3AAH,0013c00001qBqbDAAS,1184,KY,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Burlington , KY",Burlington,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBO5CAO
visitor last name,0053c00000BWFiAAAX,0013c00001qBqbeAAC,1211,TN,2020-04-02 00:00:00,Planned,,"Memphis , TN",Memphis,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBOWCA4
visitor last name,0053c00000BWFi7AAH,0013c00001qBqajAAC,1268,CA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Beverly Hills , CA",Beverly Hills,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBPRCA4
visitor last name,0053c00000BWFhGAAX,0013c00001qBqatAAC,1278,MD,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Hanover , MD",Hanover,True,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBPbCAO
visitor last name,0053c00000BWFi5AAH,0013c00001qBqYAAA0,1306,NY,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Brooklyn , NY",Brooklyn,True,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBQ3CAO
visitor last name,0053c00000BWFiCAAX,0013c00001qBqYHAA0,1313,TX,2020-04-02 00:00:00,Planned,,"Mesquite , TX",Mesquite,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBQACA4
visitor last name,0053c00000BWFhIAAX,0013c00001qBqYxAAK,1356,OH,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Strongsville , OH",Strongsville,True,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBQrCAO
visitor last name,0053c00000BWFhJAAX,0013c00001qBqeqAAC,1383,NY,2020-04-02 00:00:00,Planned,,"Staten Island , NY",Staten Island,False,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBRICA4
visitor last name,0053c00000BWFiDAAX,0013c00001qBqfcAAC,1434,MD,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Aberdeen , MD",Aberdeen,True,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBS7CAO
visitor last name,0053c00000BWFi7AAH,0013c00001qBqfqAAC,1448,CA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"San Anselmo , CA",San Anselmo,True,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBSLCA4
visitor last name,0053c00000BWFi8AAH,0013c00001qBqfrAAC,1449,NY,2020-04-02 00:00:00,Planned,,"Syracuse , NY",Syracuse,False,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBSMCA4
visitor last name,0053c00000BWFi3AAH,0013c00001qBqg6AAC,1464,CT,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Danbury , CT",Danbury,True,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBSbCAO
visitor last name,0053c00000BWFhJAAX,0013c00001qBqgPAAS,1483,WV,2020-04-02 00:00:00,Planned,,"Clarksburg , WV",Clarksburg,False,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBSuCAO
visitor last name,0053c00000BWFiDAAX,0013c00001qBqehAAC,1574,NY,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"New York , NY",New York,True,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBUNCA4
visitor last name,0053c00000BWFhGAAX,0013c00001qBqj7AAC,1578,LA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Larose , LA",Larose,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBURCA4
visitor last name,0053c00000BWFi9AAH,0013c00001qBqjxAAC,1630,HI,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Honolulu , HI",Honolulu,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBVHCA4
visitor last name,0053c00000BWFhJAAX,0013c00001qBqkAAAS,1643,FL,2020-04-02 00:00:00,Planned,,"Orange City , FL",Orange City,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBVUCA4
visitor last name,0053c00000BWFhDAAX,0013c00001qBqkSAAS,1661,NC,2020-04-02 00:00:00,Planned,,"High Point , NC",High Point,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBVmCAO
visitor last name,0053c00000BWFhCAAX,0013c00001qBqkTAAS,1662,GA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Atlanta , GA",Atlanta,True,Temporary Housing,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBVnCAO
visitor last name,0053c00000BWFi8AAH,0013c00001qBqhgAAC,1689,CA,2020-04-02 00:00:00,Planned,,"Glendale , CA",Glendale,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBWECA4
visitor last name,0053c00000BWFiBAAX,0013c00001qBqhjAAC,1692,CA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Santa Barbara , CA",Santa Barbara,True,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBWHCA4
visitor last name,0053c00000BWFhFAAX,0013c00001qBqiAAAS,1719,NJ,2020-04-02 00:00:00,Planned,,"Riverton , NJ",Riverton,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBWiCAO
visitor last name,0053c00000BWFi8AAH,0013c00001qBqiKAAS,1729,MI,2020-04-02 00:00:00,Planned,,"Brighton , MI",Brighton,False,Well-Being Check,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBWsCAO
visitor last name,0053c00000BWFi7AAH,0013c00001qBqidAAC,1748,IA,2020-04-02 00:00:00,Completed,2020-04-02 12:00:00,"Clive , IA",Clive,True,Food Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBXBCA4
visitor last name,0053c00000BWFhBAAX,0013c00001qBqikAAC,1755,AZ,2020-04-02 00:00:00,Planned,,"Phoenix , AZ",Phoenix,False,Medicine / Medical Supplies Delivery,2020-04-02 00:00:00,2020-04-02T00:00:00.000Z,,0Z53c000000PBXICA4
