Id,Contact.Id,CreatedDate_Custom,IsPersonAccount_Computed,CreatedDate,CitywithState,ContactsTraced,Household_Members
0013c00001qCdIYAA0,0033c00002VC91RAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Brooklyn , NY",,
0013c00001qCdIfAAK,0033c00002VC91YAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Franklin , MI",,
0013c00001qCdJtAAK,0033c00002VC92mAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Morgan City , LA",,
0013c00001qCdKJAA0,0033c00002VC93CAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Beckley , WV",,
0013c00001qCdKbAAK,0033c00002VC93UAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Ambler , PA",,
0013c00001qCdKhAAK,0033c00002VC93aAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Providence , RI",,
0013c00001qCdKsAAK,0033c00002VC93lAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Visalia , CA",,
0013c00001qCdLoAAK,0033c00002VC94hAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Worcester , MA",,
0013c00001qCdMkAAK,0033c00002VC95dAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Denver , CO",,
0013c00001qCdN2AAK,0033c00002VC95vAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Staten Island , NY",,
0013c00001qCdNBAA0,0033c00002VC964AAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Old Hickory , TN",,
0013c00001qCdNPAA0,0033c00002VC96IAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Decatur , GA",,
0013c00001qCdNQAA0,0033c00002VC96JAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Dallas , TX",,
0013c00001qCdNSAA0,0033c00002VC96LAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Wilkes Barre , PA",,
0013c00001qCdNZAA0,0033c00002VC96SAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Flushing , NY",,
0013c00001qCdNqAAK,0033c00002VC96jAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Harrison , NY",,
0013c00001qCdOSAA0,0033c00002VC97LAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Fairfield , NJ",,
0013c00001qCdOmAAK,0033c00002VC97fAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"New Hyde Park , NY",,
0013c00001qCdPDAA0,0033c00002VC986AAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Milwaukee , WI",,
0013c00001qCdPRAA0,0033c00002VC98KAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Red Bank , NJ",,
0013c00001qCdPTAA0,0033c00002VC98MAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Pittsburgh , PA",,
0013c00001qCdPgAAK,0033c00002VC98ZAAT,2020-04-30,True,2020-04-30T00:00:00.000Z,"Fort Worth , TX",,
0013c00001qCdPyAAK,0033c00002VC98rAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Hackensack , NJ",,
0013c00001qCdQ5AAK,0033c00002VC98yAAD,2020-04-30,True,2020-04-30T00:00:00.000Z,"Somerville , NJ",,
0013c00001qCdQRAA0,0033c00002VC99LAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Jacksonville , FL",1.0,3.0
0013c00001qCdQyAAK,0033c00002VC99sAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Round Rock , TX",1.0,3.0
0013c00001qCdSuAAK,0033c00002VC9BoAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Hopkins , MN",1.0,3.0
0013c00001qCdT3AAK,0033c00002VC9BxAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"New York , NY",1.0,3.0
0013c00001qCdT9AAK,0033c00002VC9C3AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Columbus , OH",1.0,3.0
0013c00001qCdTiAAK,0033c00002VC9CcAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Rolling Meadows , IL",1.0,3.0
0013c00001qCdTwAAK,0033c00002VC9CqAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Escondido , CA",1.0,3.0
0013c00001qCdU9AAK,0033c00002VC9D3AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Toms River , NJ",1.0,3.0
0013c00001qCdURAA0,0033c00002VC9DLAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Bowling Green , OH",1.0,3.0
0013c00001qCdUWAA0,0033c00002VC9DQAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Hicksville , NY",1.0,3.0
0013c00001qCdUdAAK,0033c00002VC9DXAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Gardena , CA",1.0,3.0
0013c00001qCdUoAAK,0033c00002VC9DiAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"New York , NY",1.0,3.0
0013c00001qCdVAAA0,0033c00002VC9E4AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"El Cajon , CA",1.0,3.0
0013c00001qCdVNAA0,0033c00002VC9EHAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Mc Lean , VA",1.0,3.0
0013c00001qCdVRAA0,0033c00002VC9ELAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Colorado Springs , CO",1.0,3.0
0013c00001qCdVdAAK,0033c00002VC9EXAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Richmond , VA",1.0,3.0
0013c00001qCdVgAAK,0033c00002VC9EaAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Pomona , CA",1.0,3.0
0013c00001qCdVtAAK,0033c00002VC9EnAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Cleveland , OH",1.0,3.0
0013c00001qCdWDAA0,0033c00002VC9F7AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Los Angeles , CA",1.0,3.0
0013c00001qCdWeAAK,0033c00002VC9FYAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"New Haven , CT",1.0,3.0
0013c00001qCdX0AAK,0033c00002VC9FuAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Warren , ME",1.0,3.0
0013c00001qCdX2AAK,0033c00002VC9FwAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Roseville , CA",1.0,3.0
0013c00001qCdXyAAK,0033c00002VC9GsAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Washington , DC",1.0,3.0
0013c00001qCdY2AAK,0033c00002VC9GwAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Long Island City , NY",1.0,3.0
0013c00001qCdYDAA0,0033c00002VC9H7AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Culver City , CA",1.0,3.0
0013c00001qCdYSAA0,0033c00002VC9HMAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Wheeling , WV",1.0,3.0
0013c00001qCdYqAAK,0033c00002VC9HkAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Derby , KS",1.0,3.0
0013c00001qCdZ2AAK,0033c00002VC9HwAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Satellite Beach , FL",1.0,3.0
0013c00001qCdZPAA0,0033c00002VC9IJAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Washington , DC",1.0,3.0
0013c00001qCdZgAAK,0033c00002VC9IaAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Abilene , TX",1.0,3.0
0013c00001qCdZrAAK,0033c00002VC9IlAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Worcester , MA",1.0,3.0
0013c00001qCdaDAAS,0033c00002VC9J7AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Middletown , OH",1.0,3.0
0013c00001qCdaIAAS,0033c00002VC9JCAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Hopewell , VA",1.0,3.0
0013c00001qCdaJAAS,0033c00002VC9JDAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Utica , NY",1.0,3.0
0013c00001qCdaKAAS,0033c00002VC9JEAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Las Vegas , NV",1.0,3.0
0013c00001qCdaLAAS,0033c00002VC9JFAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Northridge , CA",1.0,3.0
0013c00001qCdahAAC,0033c00002VC9JbAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"South San Francisco , CA",1.0,3.0
0013c00001qCdasAAC,0033c00002VC9JmAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Grand Rapids , MI",1.0,3.0
0013c00001qCdavAAC,0033c00002VC9JpAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Middlesex , NJ",1.0,3.0
0013c00001qCdbFAAS,0033c00002VC9K9AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Phoenix , AZ",1.0,3.0
0013c00001qCdbNAAS,0033c00002VC9KHAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Oroville , CA",1.0,3.0
0013c00001qCdcVAAS,0033c00002VC9LPAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Great Neck , NY",1.0,3.0
0013c00001qCdd0AAC,0033c00002VC9LuAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Riverton , NJ",1.0,3.0
0013c00001qCddyAAC,0033c00002VC9MsAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Lake Oswego , OR",1.0,3.0
0013c00001qCdeEAAS,0033c00002VC9N8AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Chico , CA",1.0,3.0
0013c00001qCdeSAAS,0033c00002VC9NMAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Vestal , NY",1.0,3.0
0013c00001qCdeqAAC,0033c00002VC9NkAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Pottstown , PA",1.0,3.0
0013c00001qCdf0AAC,0033c00002VC9NuAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Manhattan Beach , CA",1.0,3.0
0013c00001qCdfKAAS,0033c00002VC9OEAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"New York , NY",1.0,3.0
0013c00001qCdfRAAS,0033c00002VC9OLAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Long Beach , CA",1.0,3.0
0013c00001qCdfYAAS,0033c00002VC9OSAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Monrovia , CA",1.0,3.0
0013c00001qCdfmAAC,0033c00002VC9OgAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Huntington Park , CA",1.0,3.0
0013c00001qCdfnAAC,0033c00002VC9OhAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Santa Fe Springs , CA",1.0,3.0
0013c00001qCdfoAAC,0033c00002VC9OiAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Baltimore , MD",1.0,3.0
0013c00001qCdg9AAC,0033c00002VC9P3AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Honolulu , HI",1.0,3.0
0013c00001qCdgEAAS,0033c00002VC9P8AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Glendale , CA",1.0,3.0
0013c00001qCdgIAAS,0033c00002VC9PCAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Austin , TX",1.0,3.0
0013c00001qCdgzAAC,0033c00002VC9PtAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"San Carlos , CA",1.0,3.0
0013c00001qCdh9AAC,0033c00002VC9Q3AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Bangor , ME",1.0,3.0
0013c00001qCdhBAAS,0033c00002VC9Q5AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Miami , FL",1.0,3.0
0013c00001qCdhCAAS,0033c00002VC9Q6AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Boise , ID",1.0,3.0
0013c00001qCdhQAAS,0033c00002VC9QKAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Denver , CO",1.0,3.0
0013c00001qCdi9AAC,0033c00002VC9R3AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Metairie , LA",1.0,3.0
0013c00001qCdiXAAS,0033c00002VC9RRAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Campbell , CA",1.0,3.0
0013c00001qCdirAAC,0033c00002VC9RlAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Woburn , MA",1.0,3.0
0013c00001qCdj4AAC,0033c00002VC9RyAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Goshen , NY",1.0,3.0
0013c00001qCdjSAAS,0033c00002VC9SMAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"San Diego , CA",1.0,3.0
0013c00001qCdk1AAC,0033c00002VC9SvAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"King of Prussia , PA",1.0,3.0
0013c00001qCdk6AAC,0033c00002VC9T0AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Anderson , IN",1.0,3.0
0013c00001qCdkLAAS,0033c00002VC9TFAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Chicago , IL",1.0,3.0
0013c00001qCdlCAAS,0033c00002VC9U6AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Washington , DC",1.0,3.0
0013c00001qCdlIAAS,0033c00002VC9UCAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Hyannis , MA",1.0,3.0
0013c00001qCdmBAAS,0033c00002VC9V5AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Modesto , CA",1.0,3.0
0013c00001qCdmIAAS,0033c00002VC9VCAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Brooklyn , NY",1.0,3.0
0013c00001qCdmfAAC,0033c00002VC9VZAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"San Francisco , CA",1.0,3.0
0013c00001qCdn8AAC,0033c00002VC9W2AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Wayne , PA",1.0,3.0
0013c00001qCdnCAAS,0033c00002VC9W6AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Saint Paul , MN",1.0,3.0
0013c00001qCdnXAAS,0033c00002VC9WRAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Miami , FL",1.0,3.0
0013c00001qCdnjAAC,0033c00002VC9WdAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Dallas , TX",1.0,3.0
0013c00001qCdnuAAC,0033c00002VC9WoAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Denver , CO",1.0,3.0
0013c00001qCdoSAAS,0033c00002VC9XMAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Kingston , PA",1.0,3.0
0013c00001qCdogAAC,0033c00002VC9XaAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Abilene , TX",1.0,3.0
0013c00001qCdpDAAS,0033c00002VC9Y7AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Highland , MI",1.0,3.0
0013c00001qCdpIAAS,0033c00002VC9YCAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Northridge , CA",1.0,3.0
0013c00001qCdpMAAS,0033c00002VC9YGAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Pennsauken , NJ",1.0,3.0
0013c00001qCdpcAAC,0033c00002VC9YWAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Guerneville , CA",1.0,3.0
0013c00001qCdpfAAC,0033c00002VC9YZAA1,2020-05-01,True,2020-05-01T00:00:00.000Z,"Newbury Park , CA",1.0,3.0
0013c00001qCdpvAAC,0033c00002VC9YpAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Toledo , OH",1.0,3.0
0013c00001qCdq5AAC,0033c00002VC9YzAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Twisp , WA",1.0,3.0
0013c00001qCdq6AAC,0033c00002VC9Z0AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Woodbridge , NJ",1.0,3.0
0013c00001qCdqFAAS,0033c00002VC9Z9AAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Portland , OR",1.0,3.0
0013c00001qCdqhAAC,0033c00002VC9ZbAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Golden , CO",1.0,3.0
0013c00001qCdqlAAC,0033c00002VC9ZfAAL,2020-05-01,True,2020-05-01T00:00:00.000Z,"Anaheim , CA",1.0,3.0
0013c00001qCdrIAAS,0033c00002VC9aCAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Ann Arbor , MI",1.0,3.0
0013c00001qCdreAAC,0033c00002VC9aYAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Santa Ana , CA",1.0,3.0
0013c00001qCdrjAAC,0033c00002VC9adAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Sedalia , MO",1.0,3.0
0013c00001qCdrqAAC,0033c00002VC9akAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Augusta , GA",1.0,3.0
0013c00001qCdrtAAC,0033c00002VC9anAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"San Clemente , CA",1.0,3.0
0013c00001qCdryAAC,0033c00002VC9asAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"New York , NY",1.0,3.0
0013c00001qCdsTAAS,0033c00002VC9bNAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"New Haven , CT",1.0,3.0
0013c00001qCdsUAAS,0033c00002VC9bOAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"New York , NY",1.0,3.0
0013c00001qCdsYAAS,0033c00002VC9bSAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Winter Park , FL",1.0,3.0
0013c00001qCdssAAC,0033c00002VC9bmAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Anchorage , AK",1.0,3.0
0013c00001qCdszAAC,0033c00002VC9btAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Aberdeen , ID",1.0,3.0
0013c00001qCdt3AAC,0033c00002VC9bxAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Waipahu , HI",1.0,3.0
0013c00001qCdt6AAC,0033c00002VC9c0AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Pennsauken , NJ",1.0,3.0
0013c00001qCdtbAAC,0033c00002VC9cVAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Fairfield , NJ",1.0,3.0
0013c00001qCdu6AAC,0033c00002VC9d0AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"New York , NY",1.0,3.0
0013c00001qCduZAAS,0033c00002VC9dTAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Reno , NV",1.0,3.0
0013c00001qCdusAAC,0033c00002VC9dmAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Panama City , FL",1.0,3.0
0013c00001qCduyAAC,0033c00002VC9dsAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Sparks , NV",1.0,3.0
0013c00001qCduzAAC,0033c00002VC9dtAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Beaverton , OR",1.0,3.0
0013c00001qCdvYAAS,0033c00002VC9eSAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Rochester , NY",1.0,3.0
0013c00001qCdwGAAS,0033c00002VC9fAAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Cincinnati , OH",1.0,3.0
0013c00001qCdwLAAS,0033c00002VC9fFAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Wilkes Barre , PA",1.0,3.0
0013c00001qCdwjAAC,0033c00002VC9fdAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Miami , FL",1.0,3.0
0013c00001qCdwkAAC,0033c00002VC9feAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Earth City , MO",1.0,3.0
0013c00001qCdwvAAC,0033c00002VC9fpAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Lemoyne , PA",1.0,3.0
0013c00001qCdx6AAC,0033c00002VC9g0AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Brooklyn , NY",1.0,3.0
0013c00001qCdxCAAS,0033c00002VC9g6AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Lancaster , PA",1.0,3.0
0013c00001qCdxPAAS,0033c00002VC9gJAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Stoneham , MA",1.0,3.0
0013c00001qCdxbAAC,0033c00002VC9gVAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Toms River , NJ",1.0,3.0
0013c00001qCdxyAAC,0033c00002VC9gsAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Missoula , MT",1.0,3.0
0013c00001qCdzNAAS,0033c00002VC9iHAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Bridgewater , NJ",1.0,3.0
0013c00001qCe05AAC,0033c00002VC9izAAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"San Antonio , TX",1.0,3.0
0013c00001qCe06AAC,0033c00002VC9j0AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Santa Rosa , CA",1.0,3.0
0013c00001qCe08AAC,0033c00002VC9j2AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Dallas , TX",1.0,3.0
0013c00001qCe0CAAS,0033c00002VC9j6AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Des Moines , IA",1.0,3.0
0013c00001qCe0HAAS,0033c00002VC9jBAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Allentown , PA",1.0,3.0
0013c00001qCe0ZAAS,0033c00002VC9jTAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Easton , PA",1.0,3.0
0013c00001qCe17AAC,0033c00002VC9k1AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Brooklyn , NY",1.0,3.0
0013c00001qCe1DAAS,0033c00002VC9k7AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Las Cruces , NM",1.0,3.0
0013c00001qCe1EAAS,0033c00002VC9k8AAD,2020-05-01,True,2020-05-01T00:00:00.000Z,"Bakersfield , CA",1.0,3.0
0013c00001qCe1cAAC,0033c00002VC9kWAAT,2020-05-01,True,2020-05-01T00:00:00.000Z,"Glendale , CA",1.0,3.0
