CaseNumber,AppliedDate_Custom,IA_BLA.Name,AppliedDate,Address.State,Status,Address.City,Address.CitywithState,AccountId,Id
101880,2020-05-06,IA-0000100855,2020-05-06T00:00:00.000Z,NY,Approved,Brooklyn,"Brooklyn , NY",0013c00001qCjoNAAS,a1A3c00000C6CFBEA3
101886,2020-05-06,IA-0000100861,2020-05-06T00:00:00.000Z,RI,Submitted,Johnston,"Johnston , RI",0013c00001qCjoHAAS,a1A3c00000C6CFHEA3
101896,2020-05-06,IA-0000100871,2020-05-06T00:00:00.000Z,TX,Submitted,Mesquite,"Mesquite , TX",0013c00001qCjo7AAC,a1A3c00000C6CFREA3
101898,2020-05-06,IA-0000100873,2020-05-06T00:00:00.000Z,MD,In Review,Clinton,"Clinton , MD",0013c00001qCjo5AAC,a1A3c00000C6CFTEA3
101900,2020-05-06,IA-0000100875,2020-05-06T00:00:00.000Z,AZ,Approved,Phoenix,"Phoenix , AZ",0013c00001qCjo3AAC,a1A3c00000C6CFVEA3
101902,2020-05-06,IA-0000100877,2020-05-06T00:00:00.000Z,FL,Submitted,Tampa,"Tampa , FL",0013c00001qCjo1AAC,a1A3c00000C6CFXEA3
101908,2020-05-06,IA-0000100883,2020-05-06T00:00:00.000Z,MI,In Review,Niles,"Niles , MI",0013c00001qCjnvAAC,a1A3c00000C6CFdEAN
101916,2020-05-06,IA-0000100891,2020-05-06T00:00:00.000Z,MD,Submitted,Salisbury,"Salisbury , MD",0013c00001qCjqWAAS,a1A3c00000C6CFlEAN
101942,2020-05-06,IA-0000100917,2020-05-06T00:00:00.000Z,CA,Submitted,Santa Rosa,"Santa Rosa , CA",0013c00001qCjuEAAS,a1A3c00000C6CGBEA3
101946,2020-05-06,IA-0000100921,2020-05-06T00:00:00.000Z,KS,Submitted,Hays,"Hays , KS",0013c00001qCjuAAAS,a1A3c00000C6CGFEA3
101966,2020-05-06,IA-0000100941,2020-05-06T00:00:00.000Z,MA,Submitted,Wilmington,"Wilmington , MA",0013c00001qCjtqAAC,a1A3c00000C6CGZEA3
101967,2020-05-06,IA-0000100942,2020-05-06T00:00:00.000Z,VA,Submitted,Fairfax,"Fairfax , VA",0013c00001qCjtpAAC,a1A3c00000C6CGaEAN
102009,2020-05-06,IA-0000100984,2020-05-06T00:00:00.000Z,CA,Submitted,South Pasadena,"South Pasadena , CA",0013c00001qCjtYAAS,a1A3c00000C6CHGEA3
102012,2020-05-06,IA-0000100987,2020-05-06T00:00:00.000Z,GA,Submitted,Smyrna,"Smyrna , GA",0013c00001qCjtVAAS,a1A3c00000C6CHJEA3
102015,2020-05-06,IA-0000100990,2020-05-06T00:00:00.000Z,NJ,Approved,Medford,"Medford , NJ",0013c00001qCjtSAAS,a1A3c00000C6CHMEA3
102064,2020-05-06,IA-0000101039,2020-05-06T00:00:00.000Z,RI,Submitted,Providence,"Providence , RI",0013c00001qCjrrAAC,a1A3c00000C6CI9EAN
102132,2020-05-06,IA-0000101107,2020-05-06T00:00:00.000Z,NY,Submitted,Syosset,"Syosset , NY",0013c00001qCjrAAAS,a1A3c00000C6CJFEA3
102142,2020-05-06,IA-0000101117,2020-05-06T00:00:00.000Z,CA,Submitted,Canoga Park,"Canoga Park , CA",0013c00001qCjwxAAC,a1A3c00000C6CJPEA3
102179,2020-05-06,IA-0000101154,2020-05-06T00:00:00.000Z,IL,Submitted,Chicago,"Chicago , IL",0013c00001qCjwMAAS,a1A3c00000C6CK0EAN
102193,2020-05-06,IA-0000101168,2020-05-06T00:00:00.000Z,WA,In Review,Twisp,"Twisp , WA",0013c00001qCjvjAAC,a1A3c00000C6CKEEA3
102234,2020-05-06,IA-0000101209,2020-05-06T00:00:00.000Z,NY,Submitted,Syosset,"Syosset , NY",0013c00001qCjvsAAC,a1A3c00000C6CKtEAN
102245,2020-05-06,IA-0000101220,2020-05-06T00:00:00.000Z,CO,Approved,Colorado Springs,"Colorado Springs , CO",0013c00001qCjvIAAS,a1A3c00000C6CL4EAN
102268,2020-05-06,IA-0000101243,2020-05-06T00:00:00.000Z,NE,In Review,Omaha,"Omaha , NE",0013c00001qCjuWAAS,a1A3c00000C6CLREA3
102283,2020-05-06,IA-0000101258,2020-05-06T00:00:00.000Z,OH,In Review,Canton,"Canton , OH",0013c00001qCjuzAAC,a1A3c00000C6CLgEAN
102290,2020-05-06,IA-0000101265,2020-05-06T00:00:00.000Z,NY,Approved,Yonkers,"Yonkers , NY",0013c00001qCjusAAC,a1A3c00000C6CLnEAN
102303,2020-05-06,IA-0000101278,2020-05-06T00:00:00.000Z,GA,In Review,Acworth,"Acworth , GA",0013c00001qCjufAAC,a1A3c00000C6CM0EAN
102322,2020-05-06,IA-0000101297,2020-05-06T00:00:00.000Z,SC,Submitted,Greenville,"Greenville , SC",0013c00001qCjxEAAS,a1A3c00000C6CMJEA3
102328,2020-05-06,IA-0000101303,2020-05-06T00:00:00.000Z,CT,In Review,Danbury,"Danbury , CT",0013c00001qCjxKAAS,a1A3c00000C6CMPEA3
102341,2020-05-06,IA-0000101316,2020-05-06T00:00:00.000Z,LA,Submitted,Larose,"Larose , LA",0013c00001qCjyBAAS,a1A3c00000C6CMcEAN
102343,2020-05-06,IA-0000101318,2020-05-06T00:00:00.000Z,TX,In Review,McAllen,"McAllen , TX",0013c00001qCjy9AAC,a1A3c00000C6CMeEAN
102350,2020-05-06,IA-0000101325,2020-05-06T00:00:00.000Z,MO,Approved,Centralia,"Centralia , MO",0013c00001qCjy2AAC,a1A3c00000C6CMlEAN
102360,2020-05-06,IA-0000101335,2020-05-06T00:00:00.000Z,HI,Approved,Hilo,"Hilo , HI",0013c00001qCjxsAAC,a1A3c00000C6CMvEAN
102369,2020-05-06,IA-0000101344,2020-05-06T00:00:00.000Z,FL,Submitted,Hialeah,"Hialeah , FL",0013c00001qCk0YAAS,a1A3c00000C6CN4EAN
102394,2020-05-06,IA-0000101369,2020-05-06T00:00:00.000Z,NY,Submitted,New York,"New York , NY",0013c00001qCk0FAAS,a1A3c00000C6CNTEA3
102424,2020-05-06,IA-0000101399,2020-05-06T00:00:00.000Z,MD,Submitted,Bethesda,"Bethesda , MD",0013c00001qCjzMAAS,a1A3c00000C6CNxEAN
102436,2020-05-06,IA-0000101411,2020-05-06T00:00:00.000Z,PA,Submitted,Wilkes Barre,"Wilkes Barre , PA",0013c00001qCjzAAAS,a1A3c00000C6CO9EAN
102448,2020-05-06,IA-0000101423,2020-05-06T00:00:00.000Z,DC,In Review,Washington,"Washington , DC",0013c00001qCjyMAAS,a1A3c00000C6COLEA3
102451,2020-05-06,IA-0000101426,2020-05-06T00:00:00.000Z,TX,Submitted,Corpus Christi,"Corpus Christi , TX",0013c00001qCjyPAAS,a1A3c00000C6COOEA3
102485,2020-05-06,IA-0000101460,2020-05-06T00:00:00.000Z,CA,Approved,South San Francisco,"South San Francisco , CA",0013c00001qCjzlAAC,a1A3c00000C6COwEAN
102526,2020-05-06,IA-0000101501,2020-05-06T00:00:00.000Z,CA,Submitted,South San Francisco,"South San Francisco , CA",0013c00001qCjyuAAC,a1A3c00000C6CPbEAN
102540,2020-05-06,IA-0000101515,2020-05-06T00:00:00.000Z,NY,Approved,Freeport,"Freeport , NY",0013c00001qCk3wAAC,a1A3c00000C6CPpEAN
102546,2020-05-06,IA-0000101521,2020-05-06T00:00:00.000Z,PA,Submitted,Carnegie,"Carnegie , PA",0013c00001qCk3qAAC,a1A3c00000C6CPvEAN
102584,2020-05-06,IA-0000101559,2020-05-06T00:00:00.000Z,IN,Submitted,Fortville,"Fortville , IN",0013c00001qCk3EAAS,a1A3c00000C6CQXEA3
102622,2020-05-06,IA-0000101597,2020-05-06T00:00:00.000Z,FL,Submitted,Orlando,"Orlando , FL",0013c00001qCk2DAAS,a1A3c00000C6CR9EAN
102627,2020-05-06,IA-0000101602,2020-05-06T00:00:00.000Z,FL,Submitted,Tampa,"Tampa , FL",0013c00001qCk28AAC,a1A3c00000C6CREEA3
102639,2020-05-06,IA-0000101614,2020-05-06T00:00:00.000Z,PA,Submitted,Philadelphia,"Philadelphia , PA",0013c00001qCk1wAAC,a1A3c00000C6CRQEA3
102644,2020-05-06,IA-0000101619,2020-05-06T00:00:00.000Z,TX,Submitted,Katy,"Katy , TX",0013c00001qCk2fAAC,a1A3c00000C6CRVEA3
102646,2020-05-06,IA-0000101621,2020-05-06T00:00:00.000Z,GA,Submitted,La Fayette,"La Fayette , GA",0013c00001qCk2dAAC,a1A3c00000C6CRXEA3
102670,2020-05-06,IA-0000101645,2020-05-06T00:00:00.000Z,CA,Approved,Santa Maria,"Santa Maria , CA",0013c00001qCk1qAAC,a1A3c00000C6CRvEAN
102684,2020-05-06,IA-0000101659,2020-05-06T00:00:00.000Z,OH,Submitted,Cleveland,"Cleveland , OH",0013c00001qCk1cAAC,a1A3c00000C6CS9EAN
102690,2020-05-06,IA-0000101665,2020-05-06T00:00:00.000Z,NJ,Approved,Newark,"Newark , NJ",0013c00001qCk1WAAS,a1A3c00000C6CSFEA3
102691,2020-05-06,IA-0000101666,2020-05-06T00:00:00.000Z,LA,Submitted,Sulphur,"Sulphur , LA",0013c00001qCk1VAAS,a1A3c00000C6CSGEA3
102695,2020-05-06,IA-0000101670,2020-05-06T00:00:00.000Z,NY,Approved,Brooklyn,"Brooklyn , NY",0013c00001qCk1RAAS,a1A3c00000C6CSKEA3
102697,2020-05-06,IA-0000101672,2020-05-06T00:00:00.000Z,PA,Submitted,Abington,"Abington , PA",0013c00001qCk1PAAS,a1A3c00000C6CSMEA3
102739,2020-05-06,IA-0000101714,2020-05-06T00:00:00.000Z,AZ,Submitted,Phoenix,"Phoenix , AZ",0013c00001qCk7BAAS,a1A3c00000C6CT2EAN
102749,2020-05-06,IA-0000101724,2020-05-06T00:00:00.000Z,PA,Submitted,Chester,"Chester , PA",0013c00001qCk71AAC,a1A3c00000C6CTCEA3
102762,2020-05-06,IA-0000101737,2020-05-06T00:00:00.000Z,CA,Submitted,Modesto,"Modesto , CA",0013c00001qCk6oAAC,a1A3c00000C6CTPEA3
102782,2020-05-06,IA-0000101757,2020-05-06T00:00:00.000Z,ME,Submitted,Auburn,"Auburn , ME",0013c00001qCk6UAAS,a1A3c00000C6CTjEAN
102790,2020-05-06,IA-0000101765,2020-05-06T00:00:00.000Z,MD,Approved,Waldorf,"Waldorf , MD",0013c00001qCk6MAAS,a1A3c00000C6CTrEAN
102829,2020-05-06,IA-0000101804,2020-05-06T00:00:00.000Z,MD,Submitted,Lutherville Timonium,"Lutherville Timonium , MD",0013c00001qCk4uAAC,a1A3c00000C6CUUEA3
102861,2020-05-06,IA-0000101836,2020-05-06T00:00:00.000Z,OH,Submitted,Toledo,"Toledo , OH",0013c00001qCk5QAAS,a1A3c00000C6CV0EAN
102875,2020-05-06,IA-0000101850,2020-05-06T00:00:00.000Z,AK,Approved,Juneau,"Juneau , AK",0013c00001qCk5eAAC,a1A3c00000C6CVEEA3
102893,2020-05-06,IA-0000101868,2020-05-06T00:00:00.000Z,IL,In Review,Schaumburg,"Schaumburg , IL",0013c00001qCk41AAC,a1A3c00000C6CVWEA3
102963,2020-05-06,IA-0000101938,2020-05-06T00:00:00.000Z,NJ,In Review,Chatham,"Chatham , NJ",0013c00001qCkA1AAK,a1A3c00000C6CWeEAN
102991,2020-05-06,IA-0000101966,2020-05-06T00:00:00.000Z,IL,Submitted,Cobden,"Cobden , IL",0013c00001qCk9ZAAS,a1A3c00000C6CX6EAN
103031,2020-05-06,IA-0000102006,2020-05-06T00:00:00.000Z,TX,Submitted,Dallas,"Dallas , TX",0013c00001qCk8vAAC,a1A3c00000C6CXkEAN
103040,2020-05-06,IA-0000102015,2020-05-06T00:00:00.000Z,NJ,Approved,Plainfield,"Plainfield , NJ",0013c00001qCk8mAAC,a1A3c00000C6CXtEAN
103052,2020-05-06,IA-0000102027,2020-05-06T00:00:00.000Z,MD,Submitted,Mechanicsville,"Mechanicsville , MD",0013c00001qCk8aAAC,a1A3c00000C6CY5EAN
103057,2020-05-06,IA-0000102032,2020-05-06T00:00:00.000Z,TX,Submitted,Abilene,"Abilene , TX",0013c00001qCk8VAAS,a1A3c00000C6CYAEA3
103074,2020-05-06,IA-0000102049,2020-05-06T00:00:00.000Z,MD,Submitted,Silver Spring,"Silver Spring , MD",0013c00001qCk8EAAS,a1A3c00000C6CYREA3
103080,2020-05-06,IA-0000102055,2020-05-06T00:00:00.000Z,NY,Approved,Whitestone,"Whitestone , NY",0013c00001qCk88AAC,a1A3c00000C6CYXEA3
103082,2020-05-06,IA-0000102057,2020-05-06T00:00:00.000Z,OH,Submitted,Cleveland,"Cleveland , OH",0013c00001qCk86AAC,a1A3c00000C6CYZEA3
103105,2020-05-06,IA-0000102080,2020-05-06T00:00:00.000Z,IL,Approved,Naperville,"Naperville , IL",0013c00001qCk7jAAC,a1A3c00000C6CYwEAN
103109,2020-05-06,IA-0000102084,2020-05-06T00:00:00.000Z,ID,Submitted,Pocatello,"Pocatello , ID",0013c00001qCk7fAAC,a1A3c00000C6CZ0EAN
103112,2020-05-06,IA-0000102087,2020-05-06T00:00:00.000Z,NJ,Submitted,Pennsauken,"Pennsauken , NJ",0013c00001qCk7cAAC,a1A3c00000C6CZ3EAN
103116,2020-05-06,IA-0000102091,2020-05-06T00:00:00.000Z,PA,Submitted,Phoenixville,"Phoenixville , PA",0013c00001qCk7YAAS,a1A3c00000C6CZ7EAN
103125,2020-05-06,IA-0000102100,2020-05-06T00:00:00.000Z,CO,Approved,Denver,"Denver , CO",0013c00001qCk7PAAS,a1A3c00000C6CZGEA3
103127,2020-05-06,IA-0000102102,2020-05-06T00:00:00.000Z,RI,Submitted,Warwick,"Warwick , RI",0013c00001qCk7NAAS,a1A3c00000C6CZIEA3
103128,2020-05-06,IA-0000102103,2020-05-06T00:00:00.000Z,MI,In Review,Grand Rapids,"Grand Rapids , MI",0013c00001qCk7MAAS,a1A3c00000C6CZJEA3
103153,2020-05-06,IA-0000102128,2020-05-06T00:00:00.000Z,MN,In Review,Shakopee,"Shakopee , MN",0013c00001qCkBhAAK,a1A3c00000C6CZiEAN
103194,2020-05-06,IA-0000102169,2020-05-06T00:00:00.000Z,PA,Submitted,Marshalls Creek,"Marshalls Creek , PA",0013c00001qCkB2AAK,a1A3c00000C6CaNEAV
103197,2020-05-06,IA-0000102172,2020-05-06T00:00:00.000Z,IL,Submitted,Chicago,"Chicago , IL",0013c00001qCkAzAAK,a1A3c00000C6CaQEAV
103226,2020-05-06,IA-0000102201,2020-05-06T00:00:00.000Z,MI,Submitted,Grand Rapids,"Grand Rapids , MI",0013c00001qCkAWAA0,a1A3c00000C6CatEAF
103239,2020-05-06,IA-0000102214,2020-05-06T00:00:00.000Z,MI,Submitted,Wayland,"Wayland , MI",0013c00001qCkDXAA0,a1A3c00000C6Cb6EAF
103240,2020-05-06,IA-0000102215,2020-05-06T00:00:00.000Z,OH,Approved,Dayton,"Dayton , OH",0013c00001qCkDWAA0,a1A3c00000C6Cb7EAF
103265,2020-05-06,IA-0000102240,2020-05-06T00:00:00.000Z,MT,Approved,Billings,"Billings , MT",0013c00001qCkD7AAK,a1A3c00000C6CbWEAV
103267,2020-05-06,IA-0000102242,2020-05-06T00:00:00.000Z,MA,Submitted,Hyannis,"Hyannis , MA",0013c00001qCkD5AAK,a1A3c00000C6CbYEAV
103277,2020-05-06,IA-0000102252,2020-05-06T00:00:00.000Z,HI,Submitted,Waipahu,"Waipahu , HI",0013c00001qCkCvAAK,a1A3c00000C6CbiEAF
103303,2020-05-06,IA-0000102278,2020-05-06T00:00:00.000Z,MD,In Review,Rockville,"Rockville , MD",0013c00001qCkCVAA0,a1A3c00000C6Cc8EAF
103352,2020-05-06,IA-0000102327,2020-05-06T00:00:00.000Z,OR,Submitted,Portland,"Portland , OR",0013c00001qCkGeAAK,a1A3c00000C6CcvEAF
103380,2020-05-06,IA-0000102355,2020-05-06T00:00:00.000Z,CA,Approved,Oakland,"Oakland , CA",0013c00001qCkGCAA0,a1A3c00000C6CdNEAV
103434,2020-05-06,IA-0000102409,2020-05-06T00:00:00.000Z,NJ,Submitted,Perth Amboy,"Perth Amboy , NJ",0013c00001qCkFKAA0,a1A3c00000C6CeFEAV
103437,2020-05-06,IA-0000102412,2020-05-06T00:00:00.000Z,CA,Submitted,San Diego,"San Diego , CA",0013c00001qCkFHAA0,a1A3c00000C6CeIEAV
103438,2020-05-06,IA-0000102413,2020-05-06T00:00:00.000Z,CA,In Review,San Jose,"San Jose , CA",0013c00001qCkFGAA0,a1A3c00000C6CeJEAV
103458,2020-05-06,IA-0000102433,2020-05-06T00:00:00.000Z,AK,In Review,Anchorage,"Anchorage , AK",0013c00001qCkEwAAK,a1A3c00000C6CedEAF
103465,2020-05-06,IA-0000102440,2020-05-06T00:00:00.000Z,CA,Approved,Burlingame,"Burlingame , CA",0013c00001qCkEpAAK,a1A3c00000C6CekEAF
103473,2020-05-06,IA-0000102448,2020-05-06T00:00:00.000Z,CA,In Review,Torrance,"Torrance , CA",0013c00001qCkEhAAK,a1A3c00000C6CesEAF
103483,2020-05-06,IA-0000102458,2020-05-06T00:00:00.000Z,NY,In Review,Rochester,"Rochester , NY",0013c00001qCkEXAA0,a1A3c00000C6Cf2EAF
103500,2020-05-06,IA-0000102475,2020-05-06T00:00:00.000Z,CO,Approved,Denver,"Denver , CO",0013c00001qCkEGAA0,a1A3c00000C6CfJEAV
103529,2020-05-06,IA-0000102504,2020-05-06T00:00:00.000Z,NJ,Submitted,Plainfield,"Plainfield , NJ",0013c00001qCkDnAAK,a1A3c00000C6CfmEAF
103558,2020-05-06,IA-0000102533,2020-05-06T00:00:00.000Z,NY,In Review,Brooklyn,"Brooklyn , NY",0013c00001qCkI4AAK,a1A3c00000C6CgFEAV
103568,2020-05-06,IA-0000102543,2020-05-06T00:00:00.000Z,PA,In Review,Lemoyne,"Lemoyne , PA",0013c00001qCkHuAAK,a1A3c00000C6CgPEAV
103636,2020-05-06,IA-0000102611,2020-05-06T00:00:00.000Z,WA,Submitted,Bellevue,"Bellevue , WA",0013c00001qCkK2AAK,a1A3c00000C6ChVEAV
103690,2020-05-06,IA-0000102665,2020-05-06T00:00:00.000Z,NY,Approved,New York,"New York , NY",0013c00001qCkJAAA0,a1A3c00000C6CiNEAV
103696,2020-05-06,IA-0000102671,2020-05-06T00:00:00.000Z,MO,Submitted,Eldon,"Eldon , MO",0013c00001qCkJ4AAK,a1A3c00000C6CiTEAV
103736,2020-05-06,IA-0000102711,2020-05-06T00:00:00.000Z,VA,Submitted,Annandale,"Annandale , VA",0013c00001qCkK8AAK,a1A3c00000C6Cj7EAF
103756,2020-05-06,IA-0000102731,2020-05-06T00:00:00.000Z,MI,Submitted,Ypsilanti,"Ypsilanti , MI",0013c00001qCkN2AAK,a1A3c00000C6CjREAV
103770,2020-05-06,IA-0000102745,2020-05-06T00:00:00.000Z,NC,Approved,Charlotte,"Charlotte , NC",0013c00001qCkMoAAK,a1A3c00000C6CjfEAF
103780,2020-05-06,IA-0000102755,2020-05-06T00:00:00.000Z,NY,Approved,New York,"New York , NY",0013c00001qCkMeAAK,a1A3c00000C6CjpEAF
103784,2020-05-06,IA-0000102759,2020-05-06T00:00:00.000Z,NY,Submitted,New York,"New York , NY",0013c00001qCkMaAAK,a1A3c00000C6CjtEAF
103836,2020-05-06,IA-0000102811,2020-05-06T00:00:00.000Z,NJ,Submitted,Newark,"Newark , NJ",0013c00001qCkLkAAK,a1A3c00000C6CkjEAF
103858,2020-05-06,IA-0000102833,2020-05-06T00:00:00.000Z,OH,In Review,Canton,"Canton , OH",0013c00001qCkLOAA0,a1A3c00000C6Cl5EAF
103875,2020-05-06,IA-0000102850,2020-05-06T00:00:00.000Z,CA,Approved,Los Angeles,"Los Angeles , CA",0013c00001qCkL7AAK,a1A3c00000C6ClMEAV
103898,2020-05-06,IA-0000102873,2020-05-06T00:00:00.000Z,MI,In Review,Sterling Heights,"Sterling Heights , MI",0013c00001qCkKkAAK,a1A3c00000C6CljEAF
103910,2020-05-06,IA-0000102885,2020-05-06T00:00:00.000Z,MN,Approved,Minneapolis,"Minneapolis , MN",0013c00001qCkKYAA0,a1A3c00000C6ClvEAF
103913,2020-05-06,IA-0000102888,2020-05-06T00:00:00.000Z,CA,In Review,Los Angeles,"Los Angeles , CA",0013c00001qCkKVAA0,a1A3c00000C6ClyEAF
103916,2020-05-06,IA-0000102891,2020-05-06T00:00:00.000Z,WI,Submitted,Milwaukee,"Milwaukee , WI",0013c00001qCkKSAA0,a1A3c00000C6Cm1EAF
