"Quote","Order_Status","Account_ID","Order_Number","Order_Product_ID","Quote_Name"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9evAAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9ewAAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9exAAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9eyAAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9ezAAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9f0AAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9f1AAC","RR + 12 Mobile subscribers"
"0Q04x0000009eULCAY","Activated","0014x00000Kn3DPAAZ","00000395","8024x000000E9f2AAC","RR + 12 Mobile subscribers"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8KAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8LAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8MAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8NAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8OAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8PAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8QAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8RAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8SAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8TAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8UAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8VAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8WAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8XAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8YAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8ZAAW","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8aAAG","Ara Internet with VPN"
"0Q04x0000009bURCAY","Ready To Submit","0014x00000KqV7mAAF","00000400","8024x000000EJ8bAAG","Ara Internet with VPN"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOeAAN","00000413","8024x000000EJwsAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOeAAN","00000413","8024x000000EJwtAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOeAAN","00000413","8024x000000EJwuAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOeAAN","00000413","8024x000000EJwvAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOeAAN","00000413","8024x000000EJwwAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOeAAN","00000413","8024x000000EJwxAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOXAA3","00000426","8024x000000EJy8AAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOXAA3","00000426","8024x000000EJy9AAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOXAA3","00000426","8024x000000EJyAAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOXAA3","00000426","8024x000000EJyBAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOXAA3","00000426","8024x000000EJyCAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOXAA3","00000426","8024x000000EJyDAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOoAAN","00000439","8024x000000EJzOAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOoAAN","00000439","8024x000000EJzPAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOoAAN","00000439","8024x000000EJzQAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOoAAN","00000439","8024x000000EJzRAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOoAAN","00000439","8024x000000EJzSAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOoAAN","00000439","8024x000000EJzTAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Activated","0014x00000KqYOcAAN","00000411","8024x000000EJwgAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Activated","0014x00000KqYOcAAN","00000411","8024x000000EJwhAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Activated","0014x00000KqYOcAAN","00000411","8024x000000EJwiAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Activated","0014x00000KqYOcAAN","00000411","8024x000000EJwjAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Activated","0014x00000KqYOcAAN","00000411","8024x000000EJwkAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Activated","0014x00000KqYOcAAN","00000411","8024x000000EJwlAAG","AE 25 Broadband Services"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJOAA3","00000298","8024x000000E37FAAS","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJOAA3","00000298","8024x000000E37GAAS","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJOAA3","00000298","8024x000000E37HAAS","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJOAA3","00000298","8024x000000E37IAAS","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJOAA3","00000298","8024x000000E37JAAS","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJOAA3","00000298","8024x000000E37KAAS","WFD 8 Broadband Locations"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39KAAS","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39LAAS","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39MAAS","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39NAAS","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39OAAS","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39PAAS","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Activated","0014x00000HmNzoAAF","00000309","8024x000000E39QAAS","DB Plus 10 Internet"
"0Q04x0000009WnECAU","Activated","0014x00000D8Sq4AAF","00000211","8024x000000DjjRAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8Sq4AAF","00000211","8024x000000DjjSAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8Sq4AAF","00000211","8024x000000DjjTAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8Sq4AAF","00000211","8024x000000DjjUAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8Sq4AAF","00000211","8024x000000DjjVAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8Sq4AAF","00000211","8024x000000DjjWAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8SqEAAV","00000220","8024x000000DjkJAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8SqEAAV","00000220","8024x000000DjkKAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8SqEAAV","00000220","8024x000000DjkLAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8SqEAAV","00000220","8024x000000DjkMAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8SqEAAV","00000220","8024x000000DjkNAAS","LC 17 Mobile subscribers"
"0Q04x0000009WnECAU","Activated","0014x00000D8SqEAAV","00000220","8024x000000DjkOAAS","LC 17 Mobile subscribers"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrQAAV","00000230","8024x000000DjlBAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrQAAV","00000230","8024x000000DjlCAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrQAAV","00000230","8024x000000DjlDAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrQAAV","00000230","8024x000000DjlEAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrQAAV","00000230","8024x000000DjlFAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrQAAV","00000230","8024x000000DjlGAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrVAAV","00000231","8024x000000DjlHAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrVAAV","00000231","8024x000000DjlIAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrVAAV","00000231","8024x000000DjlJAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrVAAV","00000231","8024x000000DjlKAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrVAAV","00000231","8024x000000DjlLAAS","RA Mobile Service"
"0Q04x0000009WndCAE","Activated","0014x00000D8SrVAAV","00000231","8024x000000DjlMAAS","RA Mobile Service"
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9UAAW",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9VAAW",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9WAAW",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9XAAW",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9YAAW",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9ZAAW",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9aAAG",
,"Activated","0014x00000BSzAbAAL","00000160","8024x000000DM9TAAW",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z2AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z3AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z4AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z5AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z6AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z7AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z8AAC",
,"Ready To Submit","0014x00000HmKAQAA3","00000280","8024x000000E2z9AAC",
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjRAAR","00000353","8024x000000E56ZAAS","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjRAAR","00000353","8024x000000E56aAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjRAAR","00000353","8024x000000E56bAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjRAAR","00000353","8024x000000E56cAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjRAAR","00000353","8024x000000E56dAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjRAAR","00000353","8024x000000E56eAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjUAAR","00000356","8024x000000E56rAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjUAAR","00000356","8024x000000E56sAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjUAAR","00000356","8024x000000E56tAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjUAAR","00000356","8024x000000E56uAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjUAAR","00000356","8024x000000E56vAAC","Hu 13 Broadband"
"0Q04x0000009enNCAQ","Ready To Submit","0014x00000HmxjUAAR","00000356","8024x000000E56wAAC","Hu 13 Broadband"
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QCAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QDAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QEAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QFAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QGAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QHAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QIAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QJAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QKAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QLAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QMAA0",
,"Activated","0014x00000Hn9bzAAB","00000370","8024x000000E5QNAA0",
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJJAA3","00000293","8024x000000E36lAAC","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJJAA3","00000293","8024x000000E36mAAC","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJJAA3","00000293","8024x000000E36nAAC","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJJAA3","00000293","8024x000000E36oAAC","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJJAA3","00000293","8024x000000E36pAAC","WFD 8 Broadband Locations"
"0Q0B0000000c6x7KAA","Activated","0014x00000HmKJJAA3","00000293","8024x000000E36qAAC","WFD 8 Broadband Locations"
"0Q04x0000009bUCCAY","Activated","0014x00000HmO9HAAV","00000315","8024x000000E3A3AAK","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Activated","0014x00000HmO9HAAV","00000315","8024x000000E3A4AAK","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Activated","0014x00000HmO9HAAV","00000315","8024x000000E39zAAC","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Activated","0014x00000HmO9HAAV","00000315","8024x000000E3A0AAK","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Activated","0014x00000HmO9HAAV","00000315","8024x000000E3A1AAK","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Activated","0014x00000HmO9HAAV","00000315","8024x000000E3A2AAK","BS 20 Broadband Locations"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOrAAN","00000422","8024x000000EJxkAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOrAAN","00000422","8024x000000EJxlAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOrAAN","00000422","8024x000000EJxmAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOrAAN","00000422","8024x000000EJxnAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOrAAN","00000422","8024x000000EJxoAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOrAAN","00000422","8024x000000EJxpAAG","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOZAA3","00000428","8024x000000EJyKAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOZAA3","00000428","8024x000000EJyLAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOZAA3","00000428","8024x000000EJyMAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOZAA3","00000428","8024x000000EJyNAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOZAA3","00000428","8024x000000EJyOAAW","AE 25 Broadband Services"
"0Q04x0000009h14CAA","Ready To Submit","0014x00000KqYOZAA3","00000428","8024x000000EJyPAAW","AE 25 Broadband Services"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhOAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhPAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhQAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhRAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhSAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhTAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhUAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhVAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhWAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhXAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhYAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhZAAS","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Activated","0014x00000D8SWnAAN","00000196","8024x000000DjhaAAC","B E 15 mobile plans"
