Order_ID,Quote,Order_Status,UniqueUserName,Account_ID,Order_Number,Account_Name,Opportunity_ID,Order_Amount,Effective_Order_Total,HoursToFulfill,MinutesToFulfill
8014x000000UFhIAAW,0Q04x0000009eULCAY,Ready To Submit,Isabel Bozzo,001B000001MSDoCIAX,391,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UFhKAAW,0Q04x0000009eULCAY,Ready To Submit,Isabel Bozzo,001B000001MSDoCIAX,393,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UFhLAAW,0Q04x0000009eULCAY,Ready To Submit,Isabel Bozzo,001B000001MSDoCIAX,394,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UNdNAAW,0Q04x0000009bURCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpAIAX,400,Aramark,0064x000006NERUAA4,0,0,0.2,12.03
8014x000000TdZDAA0,,Activated,Isabel Bozzo,001B000001MSDniIAH,169,Acme,,0,0,0.2,12.03
8014x000000TnwdAAC,,Activated,,0014x00000D7urjAAB,176,,,0,500,0.2,12.03
8014x000000TnwTAAS,,Activated,,0014x00000D7urjAAB,174,,,0,500,0.2,12.03
8014x000000TtEpAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SplAAF,200,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtF3AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq0AAF,208,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtF5AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq2AAF,218,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFQAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqSAAV,228,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000U5nDAAS,,Activated,,0014x00000FSPekAAH,243,,,0,0,0.2,12.03
8014x000000U5nHAAS,,Activated,,0014x00000FSPeyAAH,247,,,0,0,0.2,12.03
8014x000000UAWrAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJKAA3,285,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXGAA4,0Q04x0000009YsuCAE,Ready To Submit,Isabel Bozzo,001B000001MSDqEIAX,294,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAYwAAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,318,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAYzAAO,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,315,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBrpAAG,0Q04x0000009bRmCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp9IAH,334,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UNdRAAW,0Q04x0000009bURCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpAIAX,403,Aramark,0064x000006NERUAA4,0,0,0.2,12.03
8014x000000U6FjAAK,0Q04x0000009YIcCAM,Ready To Submit,,0014x00000D8IMVAA3,255,,0064x000006LuJEAA0,0,0,0.2,12.03
8014x000000U6FoAAK,0Q04x0000009YImCAM,Ready To Submit,,0014x00000D8IMVAA3,256,,0064x000006LuJEAA0,0,0,0.2,12.03
8014x000000UFh3AAG,0Q04x0000009eULCAY,Ready To Submit,,0014x00000D8IN9AAN,384,,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UAYLAA4,0Q04x0000009dpcCAA,Ready To Submit,,0014x00000D8IOeAAN,299,,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000TtEtAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpqAAF,204,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFGAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqDAAV,219,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFHAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqEAAV,220,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFKAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqHAAV,223,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000U5nJAAS,,Activated,,0014x00000FSPf0AAH,249,,,0,0,0.2,12.03
8014x000000UAYVAA4,0Q04x0000009dpcCAA,Activated,Isabel Bozzo,001B000001MSDoFIAX,301,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYxAAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,324,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZ5AAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,322,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZ9AAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,326,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBrnAAG,0Q04x0000009bRmCAI,Activated,Isabel Bozzo,001B000001MSDp9IAH,332,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UC5gAAG,0Q04x0000009eUfCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp4IAH,347,Air Lease,0064x000006NQCGAA4,0,0,0.2,12.03
8014x000000UC5pAAG,0Q04x0000009eUfCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp4IAH,350,Air Lease,0064x000006NQCGAA4,0,0,0.2,12.03
8014x000000UCBeAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,353,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCBiAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,357,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000TdP5AAK,,Activated,Isabel Bozzo,001B000001MSDniIAH,156,Acme,,0,500,0.2,12.03
8014x000000TtE4AAK,0Q04x0000009Wn9CAE,Activated,,0014x00000D8SWnAAN,196,,0064x000006LamPAAS,0,700,0.2,12.03
8014x000000TtEnAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpjAAF,198,,0064x000006LbZSAA0,70,0,0.2,12.03
8014x000000TtEoAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpkAAF,199,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtErAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpoAAF,202,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtEuAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SprAAF,224,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFCAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq9AAF,216,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000U5nBAAS,,Activated,,0014x00000FSPeYAAX,241,,,0,0,0.2,12.03
8014x000000U6FtAAK,0Q04x0000009YImCAM,Activated,Isabel Bozzo,001B000001MSDoBIAX,258,Stamon Equipment,0064x000006LuJEAA0,0,500,0.2,12.03
8014x000000UAYdAAO,0Q04x0000009dpcCAA,Ready To Submit,Isabel Bozzo,001B000001MSDoFIAX,309,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAZ4AAO,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,321,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBroAAG,0Q04x0000009bRmCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp9IAH,333,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UCBjAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,358,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCBkAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,359,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UBs2AAG,0Q04x0000009dh4CAA,Ready To Submit,,0014x00000D5yo4AAB,341,,0064x000002GyhEAAS,0,0,0.2,12.03
8014x000000UCR7AAO,,Ready To Submit,,0014x00000D5yo4AAB,365,,,0,0,0.2,12.03
8014x000000TtFVAA0,0Q04x0000009WndCAE,Activated,,0014x00000D8INqAAN,229,,0064x000006Lc8kAAC,750,0,0.2,12.03
8014x000000TtDjAAK,0Q04x0000009WmuCAE,Activated,,0014x00000D8SWDAA3,183,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtF2AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpzAAF,207,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000UC5aAAG,0Q04x0000009eUfCAI,Ready To Submit,,0014x00000FRTjkAAH,345,,0064x000006NQCGAA4,0,0,0.2,12.03
8014x000000U4t4AAC,,Ready To Submit,,0014x00000FSNUaAAP,233,,,0,500,0.2,12.03
8014x000000U6FpAAK,0Q04x0000009YImCAM,Activated,Isabel Bozzo,001B000001MSDoBIAX,257,Stamon Equipment,0064x000006LuJEAA0,0,500,0.2,12.03
8014x000000U7fjAAC,,Ready To Submit,,0014x00000FSiUwAAL,266,,,0,700,0.2,12.03
8014x000000U7feAAC,,Activated,,0014x00000FSiUwAAL,264,,,0,700,0.2,12.03
8014x000000UAX8AAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000FT2O9AAL,290,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UARPAA4,,Ready To Submit,,0014x00000HmKAKAA3,278,,,50,0,0.2,12.03
8014x000000UAWoAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJHAA3,282,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXDAA4,0Q04x0000009YsuCAE,In Progress,Isabel Bozzo,001B000001MSDqEIAX,291,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAWpAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJIAA3,283,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXEAA4,0Q04x0000009YsuCAE,Activated,Isabel Bozzo,001B000001MSDqEIAX,292,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAYcAAO,0Q04x0000009dpcCAA,Activated,Isabel Bozzo,001B000001MSDoFIAX,308,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYvAAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,314,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZ3AAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,320,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UCBgAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,355,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCBhAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,356,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCRLAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,374,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRRAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,375,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRSAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,377,Armstrong Motors,,0,0,0.2,12.03
8014x000000UFh9AAG,0Q04x0000009eULCAY,Activated,Isabel Bozzo,001B000001MSDoCIAX,386,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UFhNAAW,0Q04x0000009eULCAY,Activated,Isabel Bozzo,001B000001MSDoCIAX,396,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UNdMAAW,0Q04x0000009bURCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpAIAX,399,Aramark,0064x000006NERUAA4,0,0,0.2,12.03
8014x000000TdTTAA0,,Activated,Isabel Bozzo,001B000001MSDniIAH,160,Acme,,0,700,0.2,12.03
8014x000000TdUGAA0,,Ready To Submit,,0014x00000BT17MAAT,165,,,0,500,0.2,12.03
8014x000000TtE2AAK,0Q04x0000009Wn9CAE,Activated,,0014x00000D8SWkAAN,194,,0064x000006LamPAAS,0,700,0.2,12.03
8014x000000TtFMAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqOAAV,227,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFaAAK,0Q04x0000009WndCAE,Activated,Isabel Bozzo,001B000001MSDoDIAX,231,Rice Accounting,0064x000006Lc8kAAC,0,0,0.2,12.03
8014x000000U5n5AAC,,Activated,,0014x00000FSPeXAAX,240,,,0,0,0.2,12.03
8014x000000U5nCAAS,,Activated,,0014x00000FSPejAAH,242,,,0,0,0.2,12.03
8014x000000UAWtAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJMAA3,287,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXIAA4,0Q04x0000009YsuCAE,Ready To Submit,Isabel Bozzo,001B000001MSDqEIAX,296,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAYXAA4,0Q04x0000009dpcCAA,Ready To Submit,Isabel Bozzo,001B000001MSDoFIAX,303,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYbAAO,0Q04x0000009dpcCAA,Activated,Isabel Bozzo,001B000001MSDoFIAX,307,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYuAAO,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,313,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZEAA4,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,331,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBrtAAG,0Q04x0000009bRmCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp9IAH,338,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UBrvAAG,0Q04x0000009bRmCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp9IAH,340,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UC5hAAG,0Q04x0000009eUfCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp4IAH,348,Air Lease,0064x000006NQCGAA4,0,0,0.2,12.03
8014x000000UCRDAA4,,Activated,Isabel Bozzo,001B000001MSDo5IAH,367,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRWAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,383,Armstrong Motors,,0,0,0.2,12.03
8014x000000TnwjAAC,,Activated,,0014x00000D7ut1AAB,178,,,0,500,0.2,12.03
8014x000000TtDpAAK,0Q04x0000009WmuCAE,Activated,,0014x00000D8SWNAA3,187,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtE1AAK,0Q04x0000009Wn9CAE,Activated,,0014x00000D8SWjAAN,193,,0064x000006LamPAAS,0,700,0.2,12.03
8014x000000U6FyAAK,0Q04x0000009YImCAM,Activated,Isabel Bozzo,001B000001MSDoBIAX,259,Stamon Equipment,0064x000006LuJEAA0,0,0,0.2,12.03
8014x000000U6G0AAK,0Q04x0000009YImCAM,Activated,Isabel Bozzo,001B000001MSDoBIAX,261,Stamon Equipment,0064x000006LuJEAA0,0,0,0.2,12.03
8014x000000UAWvAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJOAA3,289,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXKAA4,0Q04x0000009YsuCAE,Ready To Submit,Isabel Bozzo,001B000001MSDqEIAX,298,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAYpAAO,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,311,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZ6AAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,323,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZCAA4,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,329,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UC5fAAG,0Q04x0000009eUfCAI,Activated,Isabel Bozzo,001B000001MSDp4IAH,346,Air Lease,0064x000006NQCGAA4,0,0,0.2,12.03
8014x000000UCREAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,382,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRIAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,371,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRNAA4,,Activated,Isabel Bozzo,001B000001MSDo5IAH,370,Armstrong Motors,,0,0,0.2,12.03
8014x000000TdZCAA0,,Ready To Submit,Isabel Bozzo,001B000001MSDniIAH,168,Acme,,0,0,0.2,12.03
8014x000000TtDiAAK,0Q04x0000009WmuCAE,Activated,,0014x00000D8SWBAA3,184,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtE3AAK,0Q04x0000009Wn9CAE,Activated,,0014x00000D8SWmAAN,195,,0064x000006LamPAAS,0,700,0.2,12.03
8014x000000TtF7AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq3AAF,210,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFIAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqFAAV,221,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFJAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqGAAV,222,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000U9ywAAC,,Ready To Submit,,0014x00000FRTcvAAH,270,,,0,0,0.2,12.03
8014x000000U5n2AAC,,Activated,,0014x00000FSPeUAAX,236,,,0,0,0.2,12.03
8014x000000U5n6AAC,,Activated,,0014x00000FSPeZAAX,238,,,0,0,0.2,12.03
8014x000000U5nGAAS,,Activated,,0014x00000FSPenAAH,246,,,0,0,0.2,12.03
8014x000000UAYaAAO,0Q04x0000009dpcCAA,Ready To Submit,Isabel Bozzo,001B000001MSDoFIAX,306,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAZ2AAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,319,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZAAA4,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,327,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZBAA4,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,328,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBs7AAG,0Q04x0000009dh4CAA,Activated,Isabel Bozzo,001B000001MSDo5IAH,342,Armstrong Motors,0064x000002GyhEAAS,0,0,0.2,12.03
8014x000000UC5kAAG,0Q04x0000009eUfCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp4IAH,349,Air Lease,0064x000006NQCGAA4,0,0,0.2,12.03
8014x000000UCBnAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,362,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCRHAA4,,Activated,Isabel Bozzo,001B000001MSDo5IAH,368,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRJAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,372,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRPAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,380,Armstrong Motors,,0,0,0.2,12.03
8014x000000UCRTAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,378,Armstrong Motors,,0,0,0.2,12.03
8014x000000UFhAAAW,0Q04x0000009eULCAY,Ready To Submit,Isabel Bozzo,001B000001MSDoCIAX,388,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UFhDAAW,0Q04x0000009eULCAY,Activated,Isabel Bozzo,001B000001MSDoCIAX,387,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000TdTbAAK,,Activated,Isabel Bozzo,001B000001MSDniIAH,163,Acme,,0,500,0.2,12.03
8014x000000TdZEAA0,,Ready To Submit,Isabel Bozzo,001B000001MSDniIAH,170,Acme,,0,0,0.2,12.03
8014x000000TtDgAAK,0Q04x0000009WmuCAE,Activated,,0014x00000D8SW9AAN,181,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtDtAAK,0Q04x0000009WmuCAE,Activated,,0014x00000D8SWIAA3,186,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtDrAAK,0Q04x0000009WmuCAE,In Progress,,0014x00000D8SWPAA3,189,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtEvAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpsAAF,225,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000U5n7AAC,,Activated,,0014x00000FSPeaAAH,253,,,0,0,0.2,12.03
8014x000000UARUAA4,,Activated,,0014x00000HmKAPAA3,279,,,50,0,0.2,12.03
8014x000000UAWqAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJJAA3,284,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXFAA4,0Q04x0000009YsuCAE,Activated,Isabel Bozzo,001B000001MSDqEIAX,293,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAYWAA4,0Q04x0000009dpcCAA,Activated,Isabel Bozzo,001B000001MSDoFIAX,302,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYyAAO,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,325,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBruAAG,0Q04x0000009bRmCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp9IAH,339,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UCBdAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,352,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCBmAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,361,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCBoAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,363,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCRUAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,379,Armstrong Motors,,0,0,0.2,12.03
8014x000000TdTSAA0,,Ready To Submit,Isabel Bozzo,001B000001MSDniIAH,159,Acme,,0,700,0.2,12.03
8014x000000TtE0AAK,0Q04x0000009Wn9CAE,Activated,,0014x00000D8SWiAAN,192,,0064x000006LamPAAS,0,700,0.2,12.03
8014x000000TtF6AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpnAAF,209,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtF1AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpyAAF,206,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtF8AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq4AAF,211,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFWAA0,0Q04x0000009WndCAE,Activated,Isabel Bozzo,001B000001MSDoDIAX,230,Rice Accounting,0064x000006Lc8kAAC,0,0,0.2,12.03
8014x000000U9IlAAK,0Q04x0000009bRmCAI,Cancelled,,0014x00000FRom2AAD,269,,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UAZ0AAO,0Q04x0000009bUCCAY,Activated,Isabel Bozzo,001B000001MSDpBIAX,316,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBrrAAG,0Q04x0000009bRmCAI,Ready To Submit,Isabel Bozzo,001B000001MSDp9IAH,336,AbbVie,0064x000006LkyAAAS,0,0,0.2,12.03
8014x000000UBs9AAG,0Q04x0000009dh4CAA,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,344,Armstrong Motors,0064x000002GyhEAAS,0,0,0.2,12.03
8014x000000UCRVAA4,,Ready To Submit,Isabel Bozzo,001B000001MSDo5IAH,381,Armstrong Motors,,0,0,0.2,12.03
8014x000000TnhwAAC,,Ready To Submit,,0014x00000AbXMcAAN,171,,,0,500,0.2,12.03
