"AccountId","ForecastCategory","IsClosed","RecordType.Name","CloseDate","Name","Account.Industry","Account.Id","Case.Id","CreatedById","OwnerId","IsWon","RecordTypeId","Case.Priority","Case.IsEscalated","StageName","RecordTypeName","LeadSource","Case.CaseNumber","CreatedDate","Account.Name","Id","ForecastCategoryName","Case.ED_Outcome__c","Amount"
"001B000000WJ6RmIAL","Pipeline","false","Simple Opportunity","2018-10-10","New Opportunity [377]","Education","001B000000WJ6RmIAL","500B000000358USIAY","005B0000003JK1iIAG","005B0000003JLIAIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00012083","2019-08-04T21:20:52.000Z","DMW Worldwide","006B0000003hdtLIAQ","Pipeline",51.6,1421000
"001B000000WJ6RnIAL","Pipeline","false","Simple Opportunity","2019-03-13","New Opportunity [378]","Technology","001B000000WJ6RnIAL","500B0000002uCatIAE","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00002797","2020-01-05T20:21:12.000Z","Consulier Engineering","006B0000003hdtMIAQ","Pipeline",81.6,1151000
"001B000000ZU97TIAT","Forecast","false","Simple Opportunity","2018-08-20","New Opportunity [379]","Communications","001B000000ZU97TIAT","500B0000002uCSKIA2","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","Medium","false","Negotiation","Simple Opportunity","N/A","00002266","2019-06-14T16:57:31.000Z","HighGround Systems","006B0000003hdtNIAQ","Commit",51.6,1143000
"001B000000WJ6RoIAL","BestCase","false","Simple Opportunity","2019-04-18","New Opportunity [380]","Healthcare & Life Sciences","001B000000WJ6RoIAL","500B00000045wWsIAI","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","Medium","false","Proposal/Quote","Simple Opportunity","N/A","00018439","2020-02-10T17:59:50.000Z","Davis Wright Tremaine LLP","006B0000003hdtOIAQ","Best Case",51.6,935000
"001B000000WJ6RpIAL","Closed","true","Simple Opportunity","2018-11-16","New Opportunity [381]","Not For Profit","001B000000WJ6RpIAL","500B00000045wWtIAI","005B0000003JK1iIAG","005B0000003JLIBIA4","true","012B000000090sjIAA","High","false","Closed Won","Simple Opportunity","N/A","00018440","2019-09-10T23:57:55.000Z","Vision Tech","006B0000003hdtPIAQ","Closed",81.6,1516000
"001B000000WJ6RqIAL","BestCase","false","Simple Opportunity","2019-01-09","New Opportunity [382]","Environmental","001B000000WJ6RqIAL","500B000000358Y9IAI","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00012312","2019-11-03T19:51:43.000Z","Dimare Fresh Inc","006B0000003hdtQIAQ","Best Case",51.6,1626000
"001B000000WJ6RrIAL","BestCase","false","Simple Opportunity","2019-02-21","New Opportunity [383]","Other","001B000000WJ6RrIAL","500B000000358ZsIAI","005B0000003JK1iIAG","005B0000003JLI3IAO","false","012B000000090sjIAA","Low","false","Proposal/Quote","Simple Opportunity","N/A","00012419","2019-12-16T17:05:02.000Z","Boundless Media Company","006B0000003hdtRIAQ","Best Case",51.6,1329000
"001B000000WJ6RsIAL","Pipeline","false","Simple Opportunity","2019-01-02","New Opportunity [384]","Financial Services","001B000000WJ6RsIAL","500B00000045wWuIAI","005B0000003JK1iIAG","005B0000003JLI5IAO","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018441","2019-10-28T01:25:26.000Z","IQDestination","006B0000003hdtSIAQ","Pipeline",81.6,1403000
"001B000000WJ6RvIAL","Pipeline","false","Simple Opportunity","2018-10-09","New Opportunity [385]","Media","001B000000WJ6RvIAL","500B000000358a1IAA","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00012428","2019-08-03T21:29:09.000Z","Kiva North America","006B0000003hdtTIAQ","Pipeline",51.6,1386000
"001B000000zmlvYIAQ","Pipeline","false","Simple Opportunity","2018-11-06","New Opportunity [386]","Media","001B000000zmlvYIAQ","500B000000358UZIAY","005B0000003JK1iIAG","005B0000003JLIFIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00012090","2019-08-31T17:13:52.000Z","ProductivIT","006B0000003hdtUIAQ","Pipeline",81.6,1746000
"001B000000WJ6S1IAL","Closed","true","Simple Opportunity","2018-10-05","New Opportunity [387]","Entertainment","001B000000WJ6S1IAL","500B00000045wWyIAI","005B0000003JK1iIAG","005B0000003JLIJIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00018445","2019-07-30T18:46:01.000Z","International House of Pancakes","006B0000003hdtVIAQ","Closed",51.6,1345000
"001B000000WJ6S3IAL","Pipeline","false","Simple Opportunity","2018-10-17","New Opportunity [388]","Education","001B000000WJ6S3IAL","500B00000045wWzIAI","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018446","2019-08-11T21:56:29.000Z","Technology Sourcing.","006B0000003hdtWIAQ","Pipeline",51.6,1344000
"001B000000WJ6S4IAL","Forecast","false","Simple Opportunity","2018-12-11","New Opportunity [389]","Food & Beverage","001B000000WJ6S4IAL","500B000000355l7IAA","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","Low","false","Negotiation","Simple Opportunity","N/A","00007750","2019-10-05T18:44:08.000Z","Westwave Communications","006B0000003hdtXIAQ","Commit",66.3,1002000
"001B000000WJ6S5IAL","BestCase","false","Simple Opportunity","2018-11-19","New Opportunity [390]","Engineering","001B000000WJ6S5IAL","500B000000358aHIAQ","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Low","false","Proposal/Quote","Simple Opportunity","N/A","00012444","2019-09-13T23:45:19.000Z","Trial Covidien","006B0000003hdtYIAQ","Best Case",81.6,1395000
"001B000000WJ6S8IAL","BestCase","false","Simple Opportunity","2019-02-03","New Opportunity [391]","Media","001B000000WJ6S8IAL","500B000000358aPIAQ","005B0000003JK1iIAG","005B0000003JLIFIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00012452","2019-11-29T00:59:55.000Z","CGS Technology Associates","006B0000003hdtZIAQ","Best Case",51.6,1422000
"001B000000WJ6S9IAL","Pipeline","false","Simple Opportunity","2019-04-03","New Opportunity [392]","Manufacturing","001B000000WJ6S9IAL","500B0000002uCScIAM","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00002284","2020-01-26T21:35:44.000Z","MRE Consulting, Ltd.","006B0000003hdtaIAA","Pipeline",51.6,1550000
"001B000000WJ6SAIA1","Omitted","true","Simple Opportunity","2018-12-14","New Opportunity [393]","Electronics","001B000000WJ6SAIA1","500B00000045wX1IAI","005B0000003JK1iIAG","005B0000003JLI3IAO","false","012B000000090sjIAA","Medium","false","Closed Lost","Simple Opportunity","N/A","00018448","2019-10-08T22:40:51.000Z","Corning - Optical Communications","006B0000003hdtbIAA","Omitted",51.6,1784000
"001B000000WJ6SBIA1","Pipeline","false","Simple Opportunity","2018-11-16","New Opportunity [394]","Biotechnology","001B000000WJ6SBIA1","500B00000045wX2IAI","005B0000003JK1iIAG","005B0000003JLI7IAO","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018449","2019-09-10T17:29:55.000Z","PoshDynamics","006B0000003hdtcIAA","Pipeline",81.6,1409000
"001B000000ZU97WIAT","Forecast","false","Simple Opportunity","2018-11-20","New Opportunity [395]","Transportation","001B000000ZU97WIAT","500B000000355qDIAQ","005B0000003JK1iIAG","005B0000003JLI5IAO","false","012B000000090sjIAA","High","false","Negotiation","Simple Opportunity","N/A","00008061","2019-09-14T23:55:58.000Z","GeoComm Corp.","006B0000003hdtdIAA","Commit",51.6,1249000
"001B000000ZU99LIAT","BestCase","false","Simple Opportunity","2019-01-20","New Opportunity [816]","Insurance","001B000000ZU99LIAT","500B000000337DuIAI","005B0000003JK1iIAG","005B0000003JLIFIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00016358","2019-11-14T17:24:53.000Z","Celanese Chemicals","006B0000003he0QIAQ","Best Case",81.6,1709000
"001B000000WJ6ZgIAL","Pipeline","false","Simple Opportunity","2018-11-27","New Opportunity [817]","Insurance","001B000000WJ6ZgIAL","500B000000358l3IAA","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00013107","2019-09-21T22:01:10.000Z","Loral Skynet","006B0000003he0RIAQ","Pipeline",83.4,1624000
"001B000000WJ6ZjIAL","Closed","true","Simple Opportunity","2019-01-01","New Opportunity [818]","Education","001B000000WJ6ZjIAL","500B000000358lAIAQ","005B0000003JK1iIAG","005B0000003JLIHIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00013114","2019-10-27T01:40:35.000Z","Gaterie Inc","006B0000003he0SIAQ","Closed",51.6,1347000
"001B000000WJ6ZkIAL","Closed","true","Simple Opportunity","2018-10-17","New Opportunity [819]","Recreation","001B000000WJ6ZkIAL","500B000000358lBIAQ","005B0000003JK1iIAG","005B0000003JLIGIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00013115","2019-08-11T18:16:31.000Z","Thermo Fisher Scientific","006B0000003he0TIAQ","Closed",51.6,924000
"001B000000ZU99MIAT","BestCase","false","Simple Opportunity","2018-10-27","New Opportunity [820]","Media","001B000000ZU99MIAT","500B000000337DxIAI","005B0000003JK1iIAG","005B0000003JLI7IAO","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00016361","2019-08-21T16:16:24.000Z","Fraser & Assoc","006B0000003he0UIAQ","Best Case",51.6,1900000
"001B000000WJ6ZnIAL","BestCase","false","Simple Opportunity","2019-03-17","New Opportunity [821]","Not For Profit","001B000000WJ6ZnIAL","500B000000337DyIAI","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Medium","false","Proposal/Quote","Simple Opportunity","N/A","00016362","2020-01-09T22:41:18.000Z","Intelemedia Communication Inc","006B0000003he0VIAQ","Best Case",51.6,1711000
"001B000000WJ6ZrIAL","Pipeline","false","Simple Opportunity","2019-01-21","New Opportunity [822]","Not For Profit","001B000000WJ6ZrIAL","500B00000045wbfIAA","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00018721","2019-11-15T21:49:05.000Z","Jm Tek","006B0000003he0WIAQ","Pipeline",51.6,1140000
"001B000000WJ6ZtIAL","Forecast","false","Simple Opportunity","2019-01-01","New Opportunity [823]","Biotechnology","001B000000WJ6ZtIAL","500B000000358lQIAQ","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","Low","false","Negotiation","Simple Opportunity","N/A","00013130","2019-10-27T01:27:09.000Z","Swat Fame","006B0000003he0XIAQ","Commit",51.6,998000
"001B000000WJ6ZuIAL","BestCase","false","Simple Opportunity","2018-11-21","New Opportunity [824]","Government","001B000000WJ6ZuIAL","500B00000045wbgIAA","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","Medium","false","Proposal/Quote","Simple Opportunity","N/A","00018722","2019-09-15T23:53:43.000Z","BridgeTek","006B0000003he0YIAQ","Best Case",81.6,1950000
"001B000000WJ6ZvIAL","Pipeline","false","Simple Opportunity","2018-10-01","New Opportunity [825]","Entertainment","001B000000WJ6ZvIAL","500B00000045wbhIAA","005B0000003JK1iIAG","005B0000003JLIFIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00018723","2019-07-27T00:37:53.000Z","Progressive Strategies","006B0000003he0ZIAQ","Pipeline",51.6,1576000
"001B000000WJ6ZwIAL","Pipeline","false","Simple Opportunity","2018-12-27","New Opportunity [826]","Apparel","001B000000WJ6ZwIAL","500B00000045wbjIAA","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00018725","2019-10-22T01:27:30.000Z","Jibe Promotional Marketing","006B0000003he0aIAA","Pipeline",51.6,1122000
"001B000000WJ6ZxIAL","Omitted","true","Simple Opportunity","2018-11-16","New Opportunity [827]","Food & Beverage","001B000000WJ6ZxIAL","500B00000045wbkIAA","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Medium","false","Closed Lost","Simple Opportunity","N/A","00018726","2019-09-10T20:00:45.000Z","Labwire","006B0000003he0bIAA","Omitted",51.6,1535000
"001B000000WJ6ZyIAL","Forecast","false","Simple Opportunity","2018-10-12","New Opportunity [828]","Machinery","001B000000WJ6ZyIAL","500B00000045wblIAA","005B0000003JK1iIAG","005B0000003JLIDIA4","false","012B000000090sjIAA","Medium","false","Negotiation","Simple Opportunity","N/A","00018727","2019-08-06T17:46:11.000Z","btechnology.com","006B0000003he0cIAA","Commit",51.6,614000
"001B000000zmlw4IAA","BestCase","false","Simple Opportunity","2018-10-16","New Opportunity [829]","Communications","001B000000zmlw4IAA","500B00000045wboIAA","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","High","false","Proposal/Quote","Simple Opportunity","N/A","00018730","2019-08-11T00:33:41.000Z","SPECIALTY TRAVEL INDEX","006B0000003he0dIAA","Best Case",81.6,1898000
"001B000000ZU99OIAT","Pipeline","false","Simple Opportunity","2018-11-12","New Opportunity [830]","Retail","001B000000ZU99OIAT","500B00000045wbqIAA","005B0000003JK1iIAG","005B0000003JLIEIA4","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00018732","2019-09-06T23:28:26.000Z","Commissioning Agents, Inc","006B0000003he0eIAA","Pipeline",81.6,1808000
"001B000000WJ6ZzIAL","Omitted","true","Simple Opportunity","2019-04-10","New Opportunity [831]","Shipping","001B000000WJ6ZzIAL","500B000000337E1IAI","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00016365","2020-02-02T16:22:13.000Z","Edgil Associates","006B0000003he0fIAA","Omitted",51.6,1560000
"001B000000ZU99PIAT","BestCase","false","Simple Opportunity","2019-01-26","New Opportunity [832]","Construction","001B000000ZU99PIAT","500B00000045wbrIAA","005B0000003JK1iIAG","005B0000003JLI3IAO","false","012B000000090sjIAA","Low","false","Needs Analysis","Simple Opportunity","N/A","00018733","2019-11-20T18:48:50.000Z","GlobalNet Corporation","006B0000003he0gIAA","Best Case",51.6,1103000
"001B000000WJ6a0IAD","Omitted","true","Simple Opportunity","2019-01-29","New Opportunity [833]","Apparel","001B000000WJ6a0IAD","500B00000045wbsIAA","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00018734","2019-11-24T00:49:58.000Z","Dent Wizard International Corporation","006B0000003he0hIAA","Omitted",51.6,1154000
"001B000000WJ6a1IAD","BestCase","false","Simple Opportunity","2018-11-03","New Opportunity [834]","Hospitality","001B000000WJ6a1IAD","500B00000045wbtIAA","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00018735","2019-08-28T20:52:06.000Z","Companion Arts","006B0000003he0iIAA","Best Case",51.6,1289000
"001B000000ZU99QIAT","Pipeline","false","Simple Opportunity","2018-10-30","New Opportunity [835]","Manufacturing","001B000000ZU99QIAT","500B000000358hyIAA","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00012916","2019-08-24T21:58:34.000Z","Local Sports Connection","006B0000003he0jIAA","Pipeline",51.6,1000000
"001B000000WJ6a4IAD","Closed","true","Simple Opportunity","2018-10-12","New Opportunity [836]","Communications","001B000000WJ6a4IAD","500B000000358hzIAA","005B0000003JK1iIAG","005B0000003JLIAIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00012917","2019-08-06T16:42:57.000Z","eGIX Network Services","006B0000003he0kIAA","Closed",81.6,1795000
"001B000000WJ6a5IAD","BestCase","false","Simple Opportunity","2019-02-11","New Opportunity [837]","Banking","001B000000WJ6a5IAD","500B00000045wbvIAA","005B0000003JK1iIAG","005B0000003JLI7IAO","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00018737","2019-12-06T22:06:08.000Z","Dartfish","006B0000003he0lIAA","Best Case",67.1,1580000
"001B000000ZU99UIAT","BestCase","false","Simple Opportunity","2018-11-08","New Opportunity [838]","Consulting","001B000000ZU99UIAT","500B000000358ZrIAI","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Low","false","Needs Analysis","Simple Opportunity","N/A","00012418","2019-09-02T17:53:50.000Z","Shamrock Foods","006B0000003he0mIAA","Best Case",81.6,1137000
"001B000000WJ6a8IAD","Pipeline","false","Simple Opportunity","2018-11-11","New Opportunity [839]","Chemicals","001B000000WJ6a8IAD","500B000000355rnIAA","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00008159","2019-09-06T00:32:08.000Z","Capitol Mac","006B0000003he0nIAA","Pipeline",51.6,1252000
"001B000000WJ6aCIAT","Omitted","true","Simple Opportunity","2018-12-04","New Opportunity [840]","Technology","001B000000WJ6aCIAT","500B000000337EHIAY","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00016381","2019-09-28T18:20:35.000Z","Interactive Systems","006B0000003he0oIAA","Omitted",51.6,1225000
"001B000000WJ6aDIAT","BestCase","false","Simple Opportunity","2018-10-10","New Opportunity [841]","Electronics","001B000000WJ6aDIAT","500B00000045wbwIAA","005B0000003JK1iIAG","005B0000003JLI7IAO","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00018738","2019-08-04T18:31:36.000Z","Internet Archive","006B0000003he0pIAA","Best Case",51.6,1319000
"001B000000WJ6aFIAT","Omitted","true","Simple Opportunity","2018-08-28","New Opportunity [842]","Telecommunications","001B000000WJ6aFIAT","500B00000045wbxIAA","005B0000003JK1iIAG","005B0000003JLI7IAO","false","012B000000090sjIAA","Low","false","Closed Lost","Simple Opportunity","N/A","00018739","2019-06-22T18:52:26.000Z","Optimal Integrated Solutions Inc","006B0000003he0qIAA","Omitted",51.6,1591000
"001B000000WJ6aGIAT","Pipeline","false","Simple Opportunity","2019-04-07","New Opportunity [843]","Communications","001B000000WJ6aGIAT","500B0000002uCsUIAU","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00003888","2020-01-30T18:39:59.000Z","GSD&M Idea City","006B0000003he0rIAA","Pipeline",51.6,1448000
"001B000000ZU9AHIA1","Closed","true","Simple Opportunity","2018-10-29","New Opportunity [963]","Media","001B000000ZU9AHIA1","500B000000337GNIAY","005B0000003JK1iIAG","005B0000003JLI8IAO","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00016511","2019-08-23T16:44:09.000Z","Boston Atlantic Partners","006B0000003he2nIAA","Closed",51.6,1541000
"001B000000WJ6c9IAD","Pipeline","false","Simple Opportunity","2019-01-20","New Opportunity [964]","Apparel","001B000000WJ6c9IAD","500B000000358oaIAA","005B0000003JK1iIAG","005B0000003JLI5IAO","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00013326","2019-11-14T17:11:46.000Z","Copp Systems","006B0000003he2oIAA","Pipeline",51.6,1502000
"001B000000WJ6cAIAT","Closed","true","Simple Opportunity","2018-11-29","New Opportunity [965]","Financial Services","001B000000WJ6cAIAT","500B00000045wdTIAQ","005B0000003JK1iIAG","005B0000003JLIDIA4","true","012B000000090sjIAA","High","false","Closed Won","Simple Opportunity","N/A","00018821","2019-09-23T17:39:43.000Z","Beaumont Sound","006B0000003he2pIAA","Closed",51.6,1462000
"001B000000WJ6cBIAT","Forecast","false","Simple Opportunity","2018-09-14","New Opportunity [966]","Utilities","001B000000WJ6cBIAT","500B00000045wdUIAQ","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","Low","false","Negotiation","Simple Opportunity","N/A","00018822","2019-07-09T17:13:37.000Z","Product Development Corporation","006B0000003he2qIAA","Commit",51.6,1293000
"001B000000WJ6cCIAT","BestCase","false","Simple Opportunity","2019-01-04","New Opportunity [967]","Shipping","001B000000WJ6cCIAT","500B000000337GQIAY","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","High","false","Proposal/Quote","Simple Opportunity","N/A","00016514","2019-10-30T00:06:19.000Z","A I Group","006B0000003he2rIAA","Best Case",51.6,1617000
"001B000000WJ6cDIAT","BestCase","false","Simple Opportunity","2019-03-06","New Opportunity [968]","Communications","001B000000WJ6cDIAT","500B00000045wdVIAQ","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","High","false","Proposal/Quote","Simple Opportunity","N/A","00018823","2019-12-29T19:06:51.000Z","Trinity Management Consulting","006B0000003he2sIAA","Best Case",81.6,1097000
"001B000000WJ6cEIAT","BestCase","false","Simple Opportunity","2018-10-12","New Opportunity [969]","Energy","001B000000WJ6cEIAT","500B00000045wdWIAQ","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","Medium","false","Proposal/Quote","Simple Opportunity","N/A","00018824","2019-08-06T17:09:09.000Z","Homeserv","006B0000003he2tIAA","Best Case",51.6,1123000
"001B000000ZU9AIIA1","Closed","true","Simple Opportunity","2018-08-19","New Opportunity [970]","Technology","001B000000ZU9AIIA1","500B00000045wdXIAQ","005B0000003JK1iIAG","005B0000003JLIDIA4","true","012B000000090sjIAA","Low","false","Closed Won","Simple Opportunity","N/A","00018825","2019-06-13T16:24:33.000Z","Hyperwave Information Management","006B0000003he2uIAA","Closed",51.6,1529000
"001B000000WJ6cGIAT","BestCase","false","Simple Opportunity","2018-10-19","New Opportunity [971]","Utilities","001B000000WJ6cGIAT","500B00000045wdYIAQ","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00018826","2019-08-13T22:22:58.000Z","SunTrust Bank","006B0000003he2vIAA","Best Case",51.6,855000
"001B000000ZU9AJIA1","Pipeline","false","Simple Opportunity","2018-12-10","New Opportunity [972]","Recreation","001B000000ZU9AJIA1","500B000000337GZIAY","005B0000003JK1iIAG","005B0000003JLI9IAO","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00016523","2019-10-04T22:02:21.000Z","Advanced Input Devices","006B0000003he2wIAA","Pipeline",51.6,973000
"001B000000ZU9AKIA1","Omitted","true","Simple Opportunity","2018-10-20","New Opportunity [973]","Agriculture","001B000000ZU9AKIA1","500B00000045wdZIAQ","005B0000003JK1iIAG","005B0000003JLI5IAO","false","012B000000090sjIAA","Medium","false","Closed Lost","Simple Opportunity","N/A","00018827","2019-08-14T23:01:45.000Z","Monster Cable Products","006B0000003he2xIAA","Omitted",51.6,852000
