"Closed","CreatedDate","LastProcessedDate","Account_Name","CloseDate","Amount"
"TRUE","2019-04-19","2021-08-12","John Zink Company","2019-09-06",250000
"TRUE","2020-07-17","2021-08-12","InterOPS","2020-11-28",38753
"TRUE","2019-11-16","2021-08-12","Executive Greetings","2020-03-06",60000
"TRUE","2019-12-23","2021-08-12","Day  s Molding & Machinery","2020-03-18",65000
"FALSE","2020-10-27","2021-08-12","Day  s Molding & Machinery","2020-12-14",15501
"TRUE","2019-05-11","2021-08-12","Lightning Rod Software","2019-07-27",15501
"TRUE","2019-11-27","2021-08-12","Hubbert Systems Consulting,orporated","2020-05-12",5000
"TRUE","2019-12-23","2021-08-12","Cmore Results Inc","2020-06-05",100000
"TRUE","2019-12-12","2021-08-12","Cmore Results Inc","2020-04-24",87209
"TRUE","2019-10-03","2021-08-12","A Open Booking Agency","2020-03-17",5000
"TRUE","2019-05-01","2021-08-12","Pueblo Foods Harvest Sharing","2019-06-18",10000
"TRUE","2019-02-25","2021-08-12","PointBase","2019-09-01",20000
"TRUE","2020-04-25","2021-08-12","PointBase","2020-08-23",110000
"TRUE","2019-06-26","2021-08-12","EDP Consulting Inc","2019-10-28",10000
"TRUE","2019-12-14","2021-08-12","SeminarSource.com","2020-03-05",38753
"FALSE","2020-08-19","2021-08-12","Net Unlimited Cabling Sols","2020-12-13",25000
"FALSE","2020-10-09","2021-08-12","World Internet Resources","2021-03-02",61349
"TRUE","2018-12-24","2021-08-12","Buxton Consulting Co","2019-05-11",0
"TRUE","2020-04-27","2021-08-12","Packaging Department Inc","2020-08-28",15350
"TRUE","2019-06-11","2021-08-12","bottom line financial group","2019-12-08",50000
"TRUE","2019-12-20","2021-08-12","24-7 Financial.com","2020-03-29",101000
"TRUE","2019-12-25","2021-08-12","Skyline Connections","2020-05-19",51000
"FALSE","2020-10-16","2021-08-12","Georgia U S Data Services Inc","2020-12-29",136500
"FALSE","2020-11-02","2021-08-12","IntelliCorp","2021-03-06",0
"FALSE","2020-09-15","2021-08-12","Independent Technology Group","2020-12-01",310029
"TRUE","2019-06-23","2021-08-12","Independent Technology Group","2019-08-08",14000
"TRUE","2019-08-19","2021-08-12","Prizmalite Industries","2019-11-15",14754
"TRUE","2020-02-12","2021-08-12","Prizmalite Industries","2020-06-09",125000
"TRUE","2019-10-28","2021-08-12","Dominion Marine Media","2019-12-08",76744
"FALSE","2020-10-17","2021-08-12","Dominion Marine Media","2020-12-22",15501
"FALSE","2020-09-08","2021-08-12","Tappedinto.com","2021-02-09",400000
"TRUE","2019-08-27","2021-08-12","IncentOne","2020-02-27",87250
"TRUE","2019-11-25","2021-08-12","Thomas Industries","2020-04-13",29000
"TRUE","2019-07-19","2021-08-12","NCI Building Systems, Inc","2019-09-03",31002
"TRUE","2019-09-19","2021-08-12","NCI Building Systems, Inc","2020-03-19",14261
"TRUE","2019-10-20","2021-08-12","NCI Building Systems, Inc","2020-02-27",20000
"TRUE","2019-08-20","2021-08-12","NCI Building Systems, Inc","2019-12-01",40000
"TRUE","2019-08-05","2021-08-12","NCI Building Systems, Inc","2020-02-03",4014
"FALSE","2020-09-10","2021-08-12","Xircom Inc","2021-03-05",780
"TRUE","2019-03-06","2021-08-12","Good Source Solutions Inc","2019-08-12",45000
"FALSE","2020-10-21","2021-08-12","Good Source Solutions Inc","2021-02-01",2332
"TRUE","2020-03-30","2021-08-12","Chubb Insurance","2020-08-25",300000
"TRUE","2019-09-29","2021-08-12","Valeant Pharmaceuticals International US","2020-02-02",200000
"TRUE","2019-10-21","2021-08-12","Business Life Magazine","2020-02-24",200000
"TRUE","2019-04-28","2021-08-12","Eight In One Pet Products","2019-10-11",19078
"FALSE","2020-06-27","2021-08-12","Bits & Byte Technologies Inc","2020-12-02",60000
"TRUE","2020-03-28","2021-08-12","Keystone Computer Associates Inc","2020-08-07",22000
"TRUE","2019-04-05","2021-08-12","Southern Finishing Systems","2019-08-15",10000
"FALSE","2020-09-26","2021-08-12","S&P Financial Communications","2021-02-25",4500
"TRUE","2019-01-13","2021-08-12","Previstar Inc","2019-02-22",348837
"TRUE","2019-10-05","2021-08-12","Distribution Data Inc","2020-03-17",24170
"TRUE","2018-12-17","2021-08-12","Lingo Systems","2019-05-19",15501
"TRUE","2020-07-17","2021-08-12","Marsha J Patterson Consulting","2020-08-22",50000
"TRUE","2020-08-26","2021-08-12","JusticeTrax INC","2020-11-24",150000
"TRUE","2019-08-04","2021-08-12","JusticeTrax INC","2019-12-12",232558
"TRUE","2019-10-29","2021-08-12","eOriginal","2020-03-07",775073
"TRUE","2020-05-25","2021-08-12","Bro Business Ctr","2020-09-07",163680
"TRUE","2020-05-27","2021-08-12","Mindshare","2020-10-21",50000
"TRUE","2019-03-12","2021-08-12","PipeVine","2019-08-11",80000
"TRUE","2019-01-02","2021-08-12","Unix Group, Inc","2019-03-07",232558
"TRUE","2019-06-25","2021-08-12","Sprint Business Solutions","2019-11-29",110000
"FALSE","2020-07-08","2021-08-12","Techmate International Inc","2020-12-13",9166
"TRUE","2019-08-31","2021-08-12","Real Call Inc","2019-12-07",11627
"FALSE","2020-10-25","2021-08-12","PRC Inc","2021-03-03",250000
"TRUE","2019-01-05","2021-08-12","Engineered Support Systems","2019-04-28",30000
"FALSE","2020-09-23","2021-08-12","E Realty Inc","2021-02-24",200000
"TRUE","2019-06-29","2021-08-12","E Realty Inc","2019-11-19",40000
"TRUE","2020-01-14","2021-08-12","E Realty Inc","2020-04-23",15
"FALSE","2020-10-23","2021-08-12","It Vineyard Inc","2021-02-26",13000
"TRUE","2019-10-06","2021-08-12","Infinity Commerce Corporation","2020-03-03",9600
"FALSE","2020-07-08","2021-08-12","Infinity Commerce Corporation","2020-12-07",289473
"TRUE","2020-02-08","2021-08-12","Arrow Financial Services","2020-06-06",20151
"TRUE","2019-09-09","2021-08-12","Marketing Outcomes","2020-02-06",15000
"FALSE","2020-10-14","2021-08-12","Marketing Outcomes","2021-01-17",25000
"TRUE","2020-03-03","2021-08-12","Marketing Outcomes","2020-06-15",90000
"FALSE","2020-10-14","2021-08-12","Bridgehead Group Ltd Inc","2021-03-15",149000
"TRUE","2019-05-06","2021-08-12","Bridgehead Group Ltd Inc","2019-09-16",10000
"FALSE","2020-10-16","2021-08-12","Integrys Energy Services","2021-02-03",15000
"TRUE","2019-02-13","2021-08-12","Exmark Manufacturing Co Inc","2019-03-17",15000
"TRUE","2019-03-01","2021-08-12","Gold Key Consulting","2019-08-02",10000
"TRUE","2019-04-08","2021-08-12","Suddath Relocation Systems of Minnesota","2019-06-10",46504
"TRUE","2019-04-04","2021-08-12","Suddath Relocation Systems of Minnesota","2019-08-12",12977
"TRUE","2018-12-29","2021-08-12","Burns & McDonnell Engineering Company","2019-05-26",61000
"FALSE","2020-09-30","2021-08-12","American Management Association International","2021-02-17",38617
"TRUE","2019-01-06","2021-08-12","Real Soft Inc","2019-05-11",30000
"TRUE","2020-02-24","2021-08-12","Nintendo of America","2020-05-17",500000
"TRUE","2019-11-03","2021-08-12","iLevel A Weyerhaeuser Business","2020-03-08",30000
"TRUE","2019-01-01","2021-08-12","Imagine Software","2019-01-27",290697
"TRUE","2019-03-30","2021-08-12","Interactive One","2019-06-08",821578
"TRUE","2019-08-05","2021-08-12","Arthur J. Gallagher Risk Management Services Inc","2019-11-27",101000
"TRUE","2019-06-24","2021-08-12","Konica Minolta Business Solutions","2019-11-19",4600
"TRUE","2020-02-27","2021-08-12","In2Change Inc","2020-05-27",105000
"FALSE","2020-11-14","2021-08-12","Securian Financial Group","2021-03-18",200
"TRUE","2019-01-17","2021-08-12","Securian Financial Group","2019-05-30",5000
"TRUE","2019-10-27","2021-08-12","DETERMINE Software","2020-03-05",250000
"TRUE","2019-08-05","2021-08-12","DETERMINE Software","2019-11-27",12269
"TRUE","2019-10-19","2021-08-12","DETERMINE Software","2020-03-07",11685
"TRUE","2020-08-25","2021-08-12","Professional Consulting Network    PCN","2020-11-21",23252
"TRUE","2020-07-14","2021-08-12","Icc Inc","2020-09-26",3613
"FALSE","2020-11-10","2021-08-12","CML Holdings International","2021-02-25",300000
"FALSE","2020-10-04","2021-08-12","Toledo Medical Imaging","2020-12-13",250000
"TRUE","2019-11-13","2021-08-12","Toledo Medical Imaging","2020-02-20",10000
"TRUE","2019-02-12","2021-08-12","Information Strategies","2019-06-16",18404
"TRUE","2019-03-21","2021-08-12","Fortech Software Consulting","2019-07-28",1560
"TRUE","2019-08-31","2021-08-12","Fortech Software Consulting","2019-09-05",145001
"TRUE","2020-06-19","2021-08-12","Deutsch Inc","2020-09-09",23252
"FALSE","2020-08-20","2021-08-12","Deutsch Inc","2020-12-24",116279
"TRUE","2019-12-24","2021-08-12","Intuit","2020-04-27",158860
"TRUE","2019-04-20","2021-08-12","EverythingHiTech","2019-08-26",200000
"TRUE","2019-04-19","2021-08-12","Rip Griffin Truck Service Center","2019-08-18",25000
"TRUE","2019-01-21","2021-08-12","Systems Integration Solutions Inc","2019-04-19",232522
"TRUE","2019-12-22","2021-08-12","Axcess International","2020-04-17",25301
"TRUE","2020-06-02","2021-08-12","Newgate Internet","2020-09-12",101000
"TRUE","2018-12-23","2021-08-12","Induslogic","2019-03-29",12269
"TRUE","2020-01-08","2021-08-12","NuSpeed Internet Systems","2020-03-04",15501
"TRUE","2020-06-24","2021-08-12","PharmaPrint","2020-09-20",31002
"TRUE","2019-07-27","2021-08-12","The Accounting Guild","2019-11-15",16867
"TRUE","2019-02-01","2021-08-12","The Accounting Guild","2019-05-28",16867
"TRUE","2019-03-01","2021-08-12","Pcm/Sarcom, Inc","2019-06-23",170000
"TRUE","2019-05-19","2021-08-12","Pcm/Sarcom, Inc","2019-07-06",265075
"FALSE","2020-11-06","2021-08-12","Pcm/Sarcom, Inc","2021-02-22",15000
"TRUE","2019-08-25","2021-08-12","Pcm/Sarcom, Inc","2019-10-10",193759
"TRUE","2020-01-21","2021-08-12","Pcm/Sarcom, Inc","2020-05-18",7000
"TRUE","2019-10-23","2021-08-12","Pcm/Sarcom, Inc","2020-03-01",100000
"FALSE","2020-11-09","2021-08-12","Pcm/Sarcom, Inc","2021-03-07",111000
"TRUE","2019-04-17","2021-08-12","Choice Hotels International","2019-08-09",20000
"TRUE","2020-02-12","2021-08-12","North Central Utilities Inc","2020-06-19",89488
"TRUE","2019-04-01","2021-08-12","H.J. Heinz Company","2019-08-01",0
"FALSE","2020-09-15","2021-08-12","Supervalu Operations Inc","2020-12-04",50000
"TRUE","2018-12-17","2021-08-12","Financial Industry Technical Services, Inc","2019-02-13",101000
"TRUE","2019-10-17","2021-08-12","Armature Inc","2020-02-02",5500
"TRUE","2019-05-17","2021-08-12","Rockport Information Services","2019-08-26",80000
"TRUE","2019-02-21","2021-08-12","Rockport Information Services","2019-06-09",19000
"TRUE","2020-01-30","2021-08-12","Intelect Technologies","2020-05-24",50000
"TRUE","2019-08-23","2021-08-12","Intelect Technologies","2019-12-09",360000
"TRUE","2019-05-08","2021-08-12","Harvard Business School","2019-07-27",1162
"TRUE","2020-05-22","2021-08-12","CoVisible Solutions   Inc","2020-09-19",0
"TRUE","2019-08-14","2021-08-12","Project One Inc","2019-12-16",3000
"TRUE","2019-05-23","2021-08-12","DataSoft Technologies   Inc","2019-08-29",110000
"TRUE","2020-01-25","2021-08-12","HandBridge Innovators","2020-02-20",35000
"TRUE","2019-05-09","2021-08-12","JAZ Consulting Group","2019-08-24",13054
"TRUE","2019-06-27","2021-08-12","Alterbrain","2019-06-27",15000
"TRUE","2020-01-25","2021-08-12","Alterbrain","2020-02-14",150000
"TRUE","2020-01-24","2021-08-12","InnoCentive","2020-02-19",30000
"TRUE","2019-05-18","2021-08-12","Tyler-Lawrence Inc","2019-08-31",46504
"TRUE","2020-03-07","2021-08-12","Tyler-Lawrence Inc","2020-06-01",30000
"TRUE","2020-05-23","2021-08-12","Tyler-Lawrence Inc","2020-09-24",2000
"TRUE","2019-07-28","2021-08-12","Tyler-Lawrence Inc","2019-09-15",1
"FALSE","2020-11-03","2021-08-12","Tyler-Lawrence Inc","2021-02-19",10000
"TRUE","2019-04-30","2021-08-12","Attebury Grain","2019-08-05",77507
"TRUE","2020-05-16","2021-08-12","Analytical Group Inc","2020-08-30",20000
"TRUE","2020-01-31","2021-08-12","Pioneer Hi  Bred International","2020-03-07",50000
"TRUE","2019-11-15","2021-08-12","Securities Dealing Systems","2020-02-26",35000
"TRUE","2019-05-16","2021-08-12","Securities Dealing Systems","2019-09-15",9000
"TRUE","2020-02-10","2021-08-12","Securities Dealing Systems","2020-03-19",58139
"TRUE","2018-12-21","2021-08-12","Professional business services","2019-03-08",50000
"TRUE","2019-08-05","2021-08-12","Spokane Washington Hospital Company","2019-11-01",10000
"TRUE","2020-03-15","2021-08-12","Powerdialers, Inc","2020-06-10",229000
"TRUE","2020-06-08","2021-08-12","Powerdialers, Inc","2020-08-21",100000
"TRUE","2020-07-20","2021-08-12","Xelan Inc","2020-09-19",50000
"TRUE","2020-06-17","2021-08-12","Lennox International","2020-09-09",100000
"TRUE","2019-04-24","2021-08-12","Horizon International Trading Inc","2019-08-05",270000
"TRUE","2019-10-22","2021-08-12","Pinnacle Frames and Accents","2019-12-11",85526
"TRUE","2019-08-16","2021-08-12","Marketing Associates","2019-12-14",50000
"TRUE","2020-02-26","2021-08-12","The Seminar Center","2020-03-23",10000
"TRUE","2019-03-19","2021-08-12","The Seminar Center","2019-05-18",50000
"TRUE","2019-11-22","2021-08-12","Itp Inc","2020-02-11",10000
"TRUE","2019-05-28","2021-08-12","Southeast Interactive Techs","2019-09-13",10075
"TRUE","2020-04-15","2021-08-12","Southeast Interactive Techs","2020-07-20",15000
"FALSE","2020-11-11","2021-08-12","Preferred Corporate Housing","2021-03-04",26122
"TRUE","2019-07-01","2021-08-12","Preferred Corporate Housing","2019-10-17",40000
"FALSE","2020-09-10","2021-08-12","Preferred Corporate Housing","2020-11-30",10000
"TRUE","2019-06-04","2021-08-12","Indus MIS","2019-08-17",112000
"TRUE","2020-08-10","2021-08-12","Abovo Marketing Group Inc","2020-11-26",190000
"TRUE","2018-12-02","2021-08-12","DCI HOLDINGS","2019-03-08",15000
"TRUE","2020-05-08","2021-08-12","Fund For Global Awakening","2020-07-23",150000
"TRUE","2019-03-05","2021-08-12","Muldavin Co","2019-05-26",10000
"TRUE","2018-12-11","2021-08-12","Glacier Real Estate Finance","2019-03-08",5000
"TRUE","2019-06-25","2021-08-12","Technocrats Consulting","2019-09-16",3470
"FALSE","2020-10-12","2021-08-12","merlin","2020-12-07",35000
"TRUE","2020-05-14","2021-08-12","Latitude Manufacturing Techs","2020-08-19",18000
"TRUE","2019-05-08","2021-08-12","Viapointe","2019-06-09",73619
"TRUE","2019-02-21","2021-08-12","Cost Engineering","2019-02-23",131000
"FALSE","2020-11-16","2021-08-12","Wavelink Corp.","2021-03-16",620
"TRUE","2020-05-26","2021-08-12","Walker Information","2020-09-05",295994
"TRUE","2019-12-21","2021-08-12","Kingland Systems Corp.","2020-03-16",30000
"TRUE","2019-08-06","2021-08-12","Diamond Entertainment Corporation","2019-11-21",8300
"TRUE","2019-02-24","2021-08-12","Sct Utility Systems Inc","2019-05-08",184000
"FALSE","2020-10-06","2021-08-12","Sct Utility Systems Inc","2020-12-11",150000
"TRUE","2019-07-19","2021-08-12","Sct Utility Systems Inc","2019-10-23",0
"TRUE","2019-01-18","2021-08-12","The Reinvestment Fund","2019-02-19",100000
"TRUE","2019-07-02","2021-08-12","Silicon Plains Technologies","2019-09-10",0
"TRUE","2019-09-04","2021-08-12","Digitron Media   Inc","2019-12-17",10000
"TRUE","2019-12-03","2021-08-12","Digitron Media   Inc","2020-03-13",155014
"TRUE","2019-03-11","2021-08-12","Strategic Planning Associates","2019-05-04",101000
"TRUE","2020-01-19","2021-08-12","eToys Direct, Inc","2020-03-06",101000
"TRUE","2020-02-19","2021-08-12","JointMaster","2020-06-02",29203
"TRUE","2020-05-16","2021-08-12","Mindspring Enterprises","2020-08-10",17500
"TRUE","2020-05-27","2021-08-12","JDI HOldings","2020-07-21",155014
"TRUE","2020-07-03","2021-08-12","Aaa First Express Inc","2020-08-30",166000
"TRUE","2019-10-11","2021-08-12","Aaa First Express Inc","2019-11-19",11000
"TRUE","2018-12-15","2021-08-12","Aaa First Express Inc","2019-03-01",105000
"TRUE","2019-11-28","2021-08-12","BMW Imaging","2020-02-07",197000
"TRUE","2019-04-18","2021-08-12","Y2 Marketing","2019-07-25",5000
"TRUE","2019-09-02","2021-08-12","Ain Plastics","2019-11-27",100000
"TRUE","2019-12-09","2021-08-12","J. Mading Group","2020-03-04",100000
"TRUE","2020-02-04","2021-08-12","Levi Ray & Shoup Inc","2020-03-07",50000
"TRUE","2018-12-17","2021-08-12","Circa Information","2019-02-11",135486
"TRUE","2019-05-24","2021-08-12","Finacity Corporation","2019-08-19",31002
"TRUE","2019-02-05","2021-08-12","Northwestern Mutual Financial","2019-03-09",105000
"TRUE","2019-02-06","2021-08-12","Northwestern Mutual Financial","2019-05-11",110000
"TRUE","2019-09-09","2021-08-12","Kensingtonhouse","2019-11-19",105000
"TRUE","2020-09-01","2021-08-12","Infor Global Solutions / Hampton Office","2020-11-23",30000
"TRUE","2019-12-23","2021-08-12","Execu Train","2020-03-04",100000
"TRUE","2019-08-08","2021-08-12","Washington Enterprise   LTD","2019-11-04",100000
"TRUE","2019-07-07","2021-08-12","Inovawar Corp","2019-09-22",100000
"TRUE","2019-06-17","2021-08-12","Inovawar Corp","2019-08-26",100000
"TRUE","2020-01-16","2021-08-12","Inovawar Corp","2020-02-21",61349
"TRUE","2020-01-20","2021-08-12","Thomas & Perkins, Inc","2020-03-06",34883
"TRUE","2019-03-20","2021-08-12","Clear Blue Marketing Network","2019-05-08",40000
"TRUE","2019-05-03","2021-08-12","Xerox / GIS / Comdoc   Inc","2019-07-27",25000
"TRUE","2020-01-26","2021-08-12","Intellistream Technologies Inc","2020-05-02",125000
"TRUE","2019-11-08","2021-08-12","Luminascent","2020-02-16",35000
"TRUE","2020-06-20","2021-08-12","Fibercycle Networks Inc","2020-08-17",2600
"TRUE","2019-06-11","2021-08-12","Fibercycle Networks Inc","2019-09-21",500000
"TRUE","2019-09-29","2021-08-12","CACI International Inc","2019-12-03",77507
"TRUE","2019-10-27","2021-08-12","Gulfsouth Pipeline","2020-01-26",0
"FALSE","2020-10-29","2021-08-12","Gulfsouth Pipeline","2020-11-30",500000
"TRUE","2019-06-11","2021-08-12","NETG Holding Inc","2019-08-30",100000
"FALSE","2020-11-05","2021-08-12","The Online Consulting Group","2021-01-31",12000
"TRUE","2019-03-03","2021-08-12","The Online Consulting Group","2019-05-19",150000
"TRUE","2020-07-31","2021-08-12","Timberline Software Corp.","2020-09-16",200000
"TRUE","2019-10-11","2021-08-12","Chipdata Inc","2019-11-27",620058
"TRUE","2019-09-16","2021-08-12","Stratcom Consulting","2019-10-28",47000
"TRUE","2019-02-10","2021-08-12","RLI Insurance Company","2019-05-11",105263
"TRUE","2018-12-02","2021-08-12","RLI Insurance Company","2019-02-14",101000
"TRUE","2020-10-06","2021-08-12","Aerospace Products International, Inc","2020-11-07",190000
"TRUE","2020-02-26","2021-08-12","PT Marketing Group","2020-05-26",150000
"TRUE","2019-04-06","2021-08-12","PT Marketing Group","2019-07-01",20151
"FALSE","2020-11-02","2021-08-12","Sunquest Information Systems","2020-12-17",100000
"TRUE","2020-06-25","2021-08-12","Williams Information Technology","2020-09-05",10000
"TRUE","2019-07-26","2021-08-12","Sunopta Ingredients","2019-10-17",10000
"TRUE","2020-04-02","2021-08-12","Dattar Systems Inc","2020-04-02",100000
"TRUE","2019-01-18","2021-08-12","Bluesuit Inc","2019-03-01",20000
"TRUE","2020-10-10","2021-08-12","CC Communications, Inc","2020-11-06",10000
"TRUE","2019-06-05","2021-08-12","Family Net Inc","2019-08-18",100000
"TRUE","2020-05-09","2021-08-12","Uniplex Software Inc","2020-05-30",70000
"TRUE","2019-05-23","2021-08-12","Cerner Radiology Info Systems","2019-07-09",60240
"TRUE","2019-06-03","2021-08-12","Kalmar Ac Inc","2019-08-21",0
"TRUE","2019-07-03","2021-08-12","Dana  Farber Cancer Institute","2019-08-16",200000
"TRUE","2020-02-02","2021-08-12","Dana  Farber Cancer Institute","2020-03-05",30000
"TRUE","2019-04-16","2021-08-12","Dana  Farber Cancer Institute","2019-07-19",30791
"TRUE","2019-03-23","2021-08-12","Webby Awards Inc","2019-05-18",65789
"TRUE","2020-02-26","2021-08-12","Adobe Digital Marketing","2020-06-01",50000
"TRUE","2020-05-29","2021-08-12","Partech International","2020-08-19",240963
"FALSE","2020-10-24","2021-08-12","Information Integration Inc","2021-01-20",60263
"TRUE","2020-05-02","2021-08-12","Information Integration Inc","2020-06-05",18404
"TRUE","2019-01-19","2021-08-12","Graviton   Inc","2019-02-06",1315
"TRUE","2020-08-05","2021-08-12","Analine Technologies","2020-08-25",58139
"TRUE","2020-05-15","2021-08-12","Provada - Now Gateway Insurance","2020-06-21",10000
"TRUE","2019-10-27","2021-08-12","CTB - McGraw-Hill Global Education Holdings","2020-01-27",5000
"TRUE","2020-06-16","2021-08-12","A  Wood   Inc","2020-09-05",20000
"TRUE","2018-12-18","2021-08-12","B&T Consulting","2019-03-20",2500
"FALSE","2020-11-05","2021-08-12","Revco International","2021-01-14",50000
"TRUE","2020-09-02","2021-08-12","experienceinc","2020-09-12",39997
"TRUE","2020-02-02","2021-08-12","experienceinc","2020-03-05",101000
"TRUE","2020-05-03","2021-08-12","Pedersen Media Group Inc","2020-05-13",749998
"TRUE","2020-07-18","2021-08-12","Lenel Systems International","2020-08-14",500000
"TRUE","2020-02-21","2021-08-12","Citadel Broadcasting","2020-05-07",120000
"TRUE","2019-12-15","2021-08-12","Citadel Broadcasting","2020-02-11",750000
"TRUE","2019-12-14","2021-08-12","Kenexa Learning Inc","2019-12-24",80000
"TRUE","2020-01-22","2021-08-12","Kenexa Learning Inc","2020-04-21",900000
"TRUE","2019-11-05","2021-08-12","Empress International Ltd.","2020-01-29",50000
"TRUE","2019-08-29","2021-08-12","Empress International Ltd.","2019-09-01",85889
"TRUE","2020-01-23","2021-08-12","Quest Diagnostics Incorporated MERGE","2020-03-19",0
"TRUE","2020-09-29","2021-08-12","Quest Diagnostics Incorporated MERGE","2020-10-31",77507
"TRUE","2020-03-13","2021-08-12","Iit Inc","2020-04-25",100759
"TRUE","2020-03-17","2021-08-12","Hampton  Haddon Marketing Corp","2020-05-20",387536
"TRUE","2020-06-25","2021-08-12","Hampton  Haddon Marketing Corp","2020-08-18",153374
"TRUE","2019-10-25","2021-08-12","Hampton  Haddon Marketing Corp","2019-12-23",15000
"TRUE","2019-06-26","2021-08-12","Satellink Communications","2019-09-08",4500
"TRUE","2020-10-12","2021-08-12","Satellink Communications","2020-11-13",65262
"TRUE","2019-04-17","2021-08-12","MK Incorporated","2019-06-17",1000000
"TRUE","2019-02-04","2021-08-12","MK Incorporated","2019-05-05",400000
"TRUE","2019-09-07","2021-08-12","LeadersOnline","2019-11-22",12000
"TRUE","2020-03-24","2021-08-12","Ambertek Systems Inc","2020-06-16",314744
"TRUE","2018-11-29","2021-08-12","Ambertek Systems Inc","2018-11-29",320000
"TRUE","2019-09-01","2021-08-12","Cutting Edge Software","2019-11-06",150000
"TRUE","2019-09-23","2021-08-12","Metro Publishing","2019-10-13",75000
"TRUE","2019-05-14","2021-08-12","Venture 2 Inc","2019-07-05",24800
"TRUE","2019-07-18","2021-08-12","Blue Cube Software Inc","2019-07-18",29065
"TRUE","2019-12-19","2021-08-12","Vanguard Consulting","2020-02-25",7750
"TRUE","2020-05-23","2021-08-12","Vanguard Consulting","2020-07-08",20000
"TRUE","2020-07-12","2021-08-12","Anza, Incorporated","2020-08-31",155014
"TRUE","2020-01-23","2021-08-12","Anza, Incorporated","2020-04-11",17372
"TRUE","2019-09-10","2021-08-12","Anza, Incorporated","2019-11-23",92024
"TRUE","2020-06-23","2021-08-12","Anza, Incorporated","2020-08-18",200000
"TRUE","2019-06-18","2021-08-12","Herbalife International","2019-08-19",0
"TRUE","2019-07-01","2021-08-12","Cleary Building Corp.","2019-09-10",155014
"TRUE","2019-06-01","2021-08-12","Digimax Multimedia Inc","2019-08-16",25000
"TRUE","2019-02-08","2021-08-12","Kindermusik International","2019-03-11",25000
"TRUE","2019-06-24","2021-08-12","Robinson Industries","2019-07-22",150000
"TRUE","2019-03-20","2021-08-12","Robinson Industries","2019-05-23",190000
"TRUE","2019-06-13","2021-08-12","Esterline Technologies Corporation","2019-08-29",5963
"TRUE","2019-12-06","2021-08-12","Esterline Technologies Corporation","2020-02-20",2000
"FALSE","2020-11-02","2021-08-12","Commonwealth Associates Group Holdings","2020-12-04",15501
"TRUE","2019-10-15","2021-08-12","Litchfield Group Inc","2019-12-23",155014
