"LastModifiedDate","AccountGroup.Name","Description","BillingCity","ccrz__PreventAddrBookSave__c","JigsawCompanyId","Website","LastReferencedDate","Name","Industry","ccrz__PreventNewBillAddrCO__c","Phone","AccountSource","ShippingCountry","BillingPostalCode","ShippingCity","PhotoUrl","ccrz__PreventNewAddrCheckout__c","ccrz__CustomField2__c","IsDeleted","LastViewedDate","AccountNumber","ShippingStreet","SystemModstamp","ccrz__TaxExemptAccount__c","Type","BillingCountry","ccrz__SourceSystem__c","BillingStreet","ShippingPostalCode","CreatedDate","LastActivityDate","ccrz__CustomField1__c","ccrz__E_AccountGroup__c","ShippingState","Id","SicDesc","ccrz__UsedByCloudcraze__c","Fax","BillingState","Jigsaw","NumberOfEmployees","AnnualRevenue"
"2020-04-14T14:25:48.000Z","PortalAccount",,"San Francisco","false",,"www.ntoretail.net",,"NTO Store - Ferry Plaza Market","Retail","false","(415) 555-1212",,"United States","94111","San Francisco",,"false",,"false",,"A0130","One Ferry Building, #045","2020-04-14T14:25:48.000Z","false","Specialty Store","United States",,"One Ferry Building, #045","94111","2020-04-14T14:25:48.000Z","2020-02-04",,"a7H3A00001p0Ma6UAE","CA","0013A00001gycISQAY",,"false",,"CA",,1000,87000000
"2020-04-14T14:25:48.000Z","PortalAccount",,"Dublin","false",,,,"NTO Store - Dublin","Retail","false","(925) 555-1212",,"United States","94568","Dublin",,"false",,"false",,"A0155","7099 Amador Plaza Rd","2020-04-14T14:25:48.000Z","false","Specialty Store","United States",,"7099 Amador Plaza Rd","94568","2020-04-14T14:25:48.000Z",,,"a7H3A00001p0Ma6UAE","CA","0013A00001gycITQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z","Nutrition Stop Group",,"San Mateo","false",,,,"Nutrition Stop - San Mateo","Retail","false","(650) 555-1212",,"United States","94404","San Mateo",,"false",,"false",,"A0182","2220 Bridgepointe Pkwy","2020-04-14T14:25:48.000Z","false","Mom and Pop Store","United States",,"2220 Bridgepointe Pkwy","94404","2020-04-14T14:25:48.000Z",,,"a7H3A00001p0Ma5UAE","CA","0013A00001gycIVQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z","PortalAccount",,"Campbell","false",,,,"NTO Store - Campbell","Retail","false","(408) 555-1212",,"United States","95008","Campbell",,"false",,"false",,"A0188","1875 S Bascom Ave #240","2020-04-14T14:25:48.000Z","false","Specialty Store","United States",,"1875 S Bascom Ave #240","95008","2020-04-14T14:25:48.000Z",,,"a7H3A00001p0Ma6UAE","CA","0013A00001gycIWQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z","PortalAccount",,"San Francisco","false",,,,"NTO Store - Noe Valley","Retail","false","(415) 555-1212",,"United States","94114","San Francisco",,"false",,"false",,"A0194","3807 24th St","2020-04-14T14:25:48.000Z","false","Specialty Store","United States",,"3807 24th St","94114","2020-04-14T14:25:48.000Z",,,"a7H3A00001p0Ma6UAE","CA","0013A00001gycIXQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Northern Trail Outfitters","N/A","false","(925) 555-1212",,"United States",,"Walnut Creek",,"false",,"false",,"NTO-001","1881 Ygnacio Valley Road","2020-04-14T14:25:48.000Z","false","Specialty Store",,,,"94598","2020-04-14T14:25:48.000Z","2020-03-27",,,"CA","0013A00001gycIYQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Sarasota","false",,"www.aimssocial.com",,"Sure Store - Chittenden","Retail","false","(603) 555-0153","Website","United States","34201","Williston",,"false",,"false",,"A0165","Chittenden","2020-04-14T14:25:48.000Z","false","Chain","USA",,"1760 Whitfield Avenue","5737","2020-04-14T14:25:48.000Z","2019-06-07",,,"VT","0013A00001gycIaQAI",,"false","(603) 555-0182","FL",,40,77000000
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Lawrence","false",,"www.universalcontainers.net",,"Huge Store - Lawrence","Retail","false","(666) 555-3980","Website","United States","1516","Lawrence",,"false",,"false",,"A0126","612 Kentucky Street","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"612 Kentucky Street","1516","2020-04-14T14:25:48.000Z","2019-06-07",,,"KS","0013A00001gycIbQAI",,"false","(666) 555-0182","KS",,390,64000000
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Silver Spring","false",,"www.unitedpartnersva.com",,"Better Buy - Silver Spring","Retail","false","(174) 555-0153","Website","United States","5470","Silver Spring",,"false",,"false",,"A0171","Georgetown Branch Trail","2020-04-14T14:25:48.000Z","false","Chain","USA",,"Georgetown Branch Trail","5470","2020-04-14T14:25:48.000Z","2016-08-04",,,"MD","0013A00001gycIcQAI",,"false","(174) 555-0182","MD",,250,74000000
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Dahlonega","false",,"www.opportunityresourcesinc.com",,"Sure Store - Washington","Retail","false","+55 19 2117 8003","Website","United States","31815","Fayetteville",,"false",,"false",,"A0055","Washington","2020-04-14T14:25:48.000Z","false","Chain","USA",,"119 Georgia 52","3280","2020-04-14T14:25:48.000Z","2019-06-07",,,"AR","0013A00001gycIdQAI",,"false","(224) 555-0182","GA",,710,890000000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Lincoln","false",,"www.southernresearchco.com",,"Huge Store - Lincoln","Retail","false","(482) 555-0124","Website","United States","1523","Lincoln",,"false",,"false",,"A0134","3201-3299 North 20th Street","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"3201-3299 North 20th Street","1523","2020-04-14T14:25:48.000Z","2019-06-07",,,"NE","0013A00001gycIeQAI",,"false","(482) 555-0182","NE",,145,1600000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Atlanta","false",,"www.valleysupplyinc.net",,"Sure Store - Tulsa","Retail","false","(537) 555-0153","Referral","United States","13069","Tulsa",,"false",,"false",,"A0159","Tulsa","2020-04-14T14:25:48.000Z","false","Chain","USA",,"875-923 Wright Avenue Northeast","74101","2020-04-14T14:25:48.000Z","2019-06-07",,,"OK","0013A00001gycIfQAI",,"false","(537) 555-0182","GA",,950,600000000
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Alpharetta","false",,"www.generalutilities.net",,"Sure Store - Tulsa","Retail","false","(319) 555-0153","Marketing Event","United States","13069","Bixby",,"false",,"false",,"A0142","Tulsa","2020-04-14T14:25:48.000Z","false","Chain","USA",,"5900 Atlanta Highway","74101","2020-04-14T14:25:48.000Z","2019-06-07",,,"OK","0013A00001gycIgQAI",,"false","(319) 555-0182","GA",,235,9300000000
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Sunnie Foods","N/A","false","(479) 273-0060",,"United States",,"Bentonville",,"false",,"false",,"16435432","406 S Walton Blvd","2020-04-14T14:25:48.000Z","false","Supermarket",,,,"72712","2020-04-14T14:25:48.000Z",,,,"AR","0013A00001gycIhQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Nutrition Stop","N/A","false","(650) 555-1212",,"United States",,"Redwood City",,"false",,"false",,,"2485 El Camino Real","2020-04-14T14:25:48.000Z","false","Mom and Pop Store",,,,"94063","2020-04-14T14:25:48.000Z","2019-06-07",,,"CA","0013A00001gycIiQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Tampa","false",,"www.morponbrothers.com",,"Sure Store - Burlington","Retail","false","+65 (02) 7010 2715","Referral","United States","3244","Riverside",,"false",,"false",,"A0048","Burlington","2020-04-14T14:25:48.000Z","false","Chain","USA",,"12003 Brightwater Boulevard","1803","2020-04-14T14:25:48.000Z","2019-06-07",,,"NJ","0013A00001gycIjQAI",,"false","(344) 555-0182","FL",,1700,5000000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Cocoa","false",,"www.unitedservices.com",,"Huge Store - Cocoa","Retail","false","(274) 555-0153","Referral","United States","28712","Cocoa",,"false",,"false",,"A0005","2067-2149 Michigan Avenue","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"2067-2149 Michigan Avenue","28712","2020-04-14T14:25:48.000Z","2019-06-07",,,"FL","0013A00001gycIkQAI",,"false","(274) 555-0182","FL",,1200,460000000
