LastModifiedDate,Case_RecordType_Name,Platform,ReferrerUri,Case_Type,Case_IsClosed,Case_Reason,Name,BrowserLanguage,SupervisorTranscriptBody,Case_ClosedDate,Status,Case_Account_Name,IsDeleted,Case_Status,User_Name,LastViewedDate,StartTime,RequestTime,Case_Product_Family_KB__c,ScreenResolution,StartTime_15Min,CreatedDate,Id,Browser,EndTime,Case_Role_Name,Case_CreatedDate,Case_Type_of_Support__c,LastReferencedDate,Case_Origin,Case_CurrentDate,LiveChatButtonId,OwnerId,UserAgent,Case_CSAT__c,Body,Case_Priority,EndedBy,CaseId,LiveChatButton.CustomAgentName,SystemModstamp,Case_Account_Id,Case_CaseNumber,LiveChatButton_MasterLabel,IpAddress,Location,VisitorMessageCount,Abandoned,AverageResponseTimeOperator,MaxResponseTimeVisitor,AverageResponseTimeVisitor,Case_CSAT,MaxResponseTimeOperator,CSAT,Case_Time_Open__c,OperatorMessageCount,Case_ED_Outcome__c,ChatDuration,WaitTime,LastProcessedDate
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://mail.google.com/mail/u/0/,Product Support,TRUE,Late Delivery,2076,en_US,,2020-02-21T19:46:21.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Jane Nelson,2020-02-21T19:49:25.000Z,2020-02-21T19:50:33.000Z,2020-02-21T19:46:21.000Z,Cables,,2020-02-21T19:45:00.000Z,2020-02-21T19:46:21.000Z,a4IB00000008VerMAE,Firefox,2020-02-21T19:56:36.000Z,West CSR,2020-02-21T19:46:21.000Z,Silver,2020-02-21T19:49:25.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI7IAO,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),84.18883249,Nam odit tempora nemo a nobis.,High,Agent,500B0000002uCYQIA2,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,2644,Public Website Chat Button,32.17.214.134,South Rachel,48,8,38,39,172,84,18,84,0,37,84.2,515,68,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Android,https://sdodemo-main.force.com/customers/servlet/servlet.Integration?ic=1&lid=01ra0000001VlbP,Product Support,TRUE,Late Delivery,2077,en_US,,2020-02-21T19:46:21.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Jane Nelson,2020-02-21T19:46:39.000Z,2020-02-21T19:49:48.000Z,2020-02-21T19:46:21.000Z,Cables,,2020-02-21T19:45:00.000Z,2020-02-21T19:46:21.000Z,a4IB00000008VesMAE,Chrome,2020-02-21T19:56:05.000Z,West CSR,2020-02-21T19:46:21.000Z,Silver,2020-02-21T19:46:39.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI7IAO,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0),84.18883249,Quidem laborum architecto reiciendis accusantium laboriosam. Alias praesentium autem optio sequi nemo culpa et.,High,Visitor,500B0000002uCYQIA2,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,2644,Public Website Chat Button,178.128.108.19,Watsonside,31,23,74,170,104,84,80,84,0,59,84.2,381,26,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://sdodemo-main.force.com/customers/servlet/servlet.Integration?lid=01ra0000001VlbP&ic=1,Product Support,TRUE,Hardware Question,2078,en_US,,2020-03-07T21:10:24.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Zachary Fisher,2020-03-07T07:03:30.000Z,2020-03-07T07:03:10.000Z,2020-03-07T07:00:00.000Z,Cables,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VetMAE,Chrome,2020-03-07T07:09:04.000Z,East CSR,2020-03-07T21:10:24.000Z,Silver,2020-03-07T07:03:30.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI4IAO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/13.0.805.0 Safari/5351",78.23350254,Aliquam ad ad suscipit rem ipsam. Perspiciatis asperiores eveniet tenetur voluptas. Voluptatibus repellendus magni minima vitae vitae labore voluptas.,Low,Agent,500B0000002uCYRIA2,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,2645,Public Website Chat Button,12.246.187.196,New Austinfort,2,124,50,2,47,78,119,78,0,11,68.2,494,94,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://na13.salesforce.com/home/home.jsp,Product Support,TRUE,Hardware Question,2079,en_US,,2020-03-07T21:10:24.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Zachary Fisher,2020-03-07T07:04:54.000Z,2020-03-07T07:02:36.000Z,2020-03-07T07:00:00.000Z,Cables,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VeuMAE,Chrome,2020-03-07T07:06:37.000Z,East CSR,2020-03-07T21:10:24.000Z,Silver,2020-03-07T07:04:54.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI4IAO,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),78.23350254,Vero nostrum error quia illo. Cum placeat voluptates aliquam laborum libero. Nam reiciendis qui error libero eveniet quam praesentium.,Low,Visitor,500B0000002uCYRIA2,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,2645,Public Website Chat Button,21.225.168.252,New Paul,10,243,169,179,10,78,79,78,0,35,68.2,101,51,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://sdodemo-main.force.com/partners/servlet/servlet.Integration?lid=01ra0000001VlbA&ic=1,Product Support,TRUE,Late Delivery,2155,en_US,,2020-02-08T00:01:09.000Z,Missed,First American Flood Data Services,FALSE,Closed,Allison Medina,2020-02-08T00:02:18.000Z,2020-02-08T00:04:40.000Z,2020-02-08T00:01:09.000Z,Cell Phones,,2020-02-08T00:00:00.000Z,2020-02-08T00:01:09.000Z,a4IB00000008Vg8MAE,Safari,2020-02-08T00:11:13.000Z,Central CSR,2020-02-08T00:01:09.000Z,Free,2020-02-08T00:02:18.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIFIA4,Opera/9.52.(X11; Linux x86_64; it-IT) Presto/2.9.164 Version/11.00,83.05583757,Minima doloremque alias maxime. Nobis id eaque neque suscipit. Temporibus veniam eaque quasi pariatur commodi. Eum ut veritatis corrupti fugiat.,Low,Visitor,500B00000045waaIAA,,2020-07-01T08:23:28.000Z,001B000000WJ6YKIA1,18654,Public Website Chat Button,159.215.124.144,South Timothyfurt,12,10,163,184,173,83,93,83,0,12,81.6,492,10,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,MacOSX,https://sdodemo-main.force.com/partners/servlet/servlet.Integration?lid=01ra0000001VlbA&ic=1,Product Support,TRUE,Late Delivery,2156,en_US,,2020-02-08T00:01:09.000Z,Completed,First American Flood Data Services,FALSE,Closed,Allison Medina,2020-02-08T00:05:27.000Z,2020-02-08T00:04:26.000Z,2020-02-08T00:01:09.000Z,Cell Phones,,2020-02-08T00:00:00.000Z,2020-02-08T00:01:09.000Z,a4IB00000008Vg9MAE,Firefox,2020-02-08T00:07:03.000Z,Central CSR,2020-02-08T00:01:09.000Z,Free,2020-02-08T00:05:27.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIFIA4,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; en-US) AppleWebKit/533.46.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.46.2",83.05583757,Nesciunt ducimus harum vero doloribus. Doloremque exercitationem distinctio at enim reprehenderit dignissimos excepturi. Provident laudantium quos cumque.,Low,Agent,500B00000045waaIAA,,2020-07-01T08:23:28.000Z,001B000000WJ6YKIA1,18654,Public Website Chat Button,172.229.142.166,Barberfurt,19,174,59,208,174,83,3,83,0,33,81.6,495,56,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,MacOSX,https://na13.salesforce.com/home/home.jsp,Product Support,TRUE,Item Damaged,2157,en_US,,2020-01-25T21:07:56.000Z,Completed,Network International,FALSE,Closed,Crystal Rodriguez,2020-01-25T21:12:10.000Z,2020-01-25T21:11:20.000Z,2020-01-25T21:07:56.000Z,Computers,,2020-01-25T21:00:00.000Z,2020-01-25T21:07:56.000Z,a4IB00000008VgAMAU,IE,2020-01-25T21:18:43.000Z,West CSR,2020-01-25T21:07:56.000Z,Free,2020-01-25T21:12:10.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI5IAO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5320 (KHTML, like Gecko) Chrome/13.0.839.0 Safari/5320",86.05076142,Quo voluptatibus placeat explicabo repellat libero voluptatum.,Low,Visitor,500B000000358YUIAY,,2020-07-01T08:23:28.000Z,001B000000ZU98xIAD,12333,Public Website Chat Button,23.238.140.161,Lake Jaredmouth,27,298,125,7,152,86,29,86,0,57,81.6,158,94,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,MacOSX,https://sdodemo-main.force.com/partners/servlet/servlet.Integration?lid=01ra0000001VlbA&ic=1,Product Support,TRUE,Hardware Question,2158,en_US,,2020-02-03T20:14:12.000Z,Completed,eIndia,FALSE,Closed,Jane Nelson,2020-02-03T20:14:52.000Z,2020-02-03T20:15:22.000Z,2020-02-03T20:14:12.000Z,DVD Players,,2020-02-03T20:15:00.000Z,2020-02-03T20:14:12.000Z,a4IB00000008VgBMAU,Chrome,2020-02-03T20:25:17.000Z,West CSR,2020-02-03T20:14:12.000Z,Silver,2020-02-03T20:14:52.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI7IAO,Opera/9.67.(Windows NT 5.01; en-US) Presto/2.9.163 Version/11.00,75.68527919,Corrupti corrupti praesentium adipisci laboriosam quos quisquam dolore eius. Vitae deleniti ea ipsa repudiandae sunt. Quia facere optio optio autem.,Low,Agent,500B00000045wabIAA,,2020-07-01T08:23:28.000Z,001B000000WJ6YLIA1,18655,Public Website Chat Button,205.117.72.77,Richshire,29,269,27,140,125,76,39,76,0,29,51.6,212,16,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,MacOSX,https://sdodemo-main.force.com/customers/servlet/servlet.Integration?ic=1&lid=01ra0000001VlbP,Product Support,FALSE,Item Damaged,2159,en_US,,2020-05-19T17:57:07.000Z,Completed,Network Systems International,FALSE,Working,Jennifer Barton,2020-03-07T07:04:19.000Z,2020-03-07T07:01:13.000Z,2020-03-07T07:00:00.000Z,Headphones,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VgCMAU,Firefox,2020-03-07T07:01:42.000Z,West CSR,2020-02-13T17:57:07.000Z,Free,2020-03-07T07:04:19.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLICIA4,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.1),85.24086294,Ad omnis adipisci aperiam eius ad. Quisquam animi assumenda accusamus fugiat et autem.,High,Visitor,500B000000355qBIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6YMIA1,8059,Public Website Chat Button,199.107.124.195,South Andrewfurt,49,141,125,194,4,85,73,85,96,5,51.6,542,100,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,MacOSX,https://sitestudio.na17.force.com/?exitURL=%2F_ui%2Fnetworks%2Fsetup%2FSetupNetworksPage%2Fd,Product Support,FALSE,Late Delivery,2160,en_US,,2020-04-18T17:03:48.000Z,Completed,Network Systems International,FALSE,Working,Susan Pena,2020-03-07T07:04:46.000Z,2020-03-07T07:04:07.000Z,2020-03-07T07:00:00.000Z,Headphones,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VgDMAU,IE,2020-03-07T07:08:33.000Z,Central CSR,2020-02-06T17:03:48.000Z,Free,2020-03-07T07:04:46.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI3IAO,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; it-IT) AppleWebKit/533.6.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.6.4",76.7569797,Occaecati suscipit nostrum quod ea ipsam aliquid. Eligendi hic pariatur numquam.,Low,Agent,500B00000045wacIAA,,2020-07-01T08:23:28.000Z,001B000000WJ6YMIA1,18656,Public Website Chat Button,151.92.104.10,South Danny,1,214,47,105,111,77,42,77,72,73,51.6,408,38,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://na17.salesforce.com/servlet/servlet.su?oid=00D300000007EfQ&retURL=%2F0033000000PuxU2&sunetworkuserid=005a000000AuCha&sunetworkid=0DBo0000000Gn4h,Product Support,FALSE,Hardware Question,2161,en_US,,2020-05-11T17:05:25.000Z,Completed,Miltenyi Biotec,FALSE,New,Danielle Wright,2020-03-07T07:02:21.000Z,2020-03-07T07:01:58.000Z,2020-03-07T07:00:00.000Z,Home Audio,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VgEMAU,Safari,2020-03-07T07:10:17.000Z,Central CSR,2020-02-29T17:05:25.000Z,Platinum,2020-03-07T07:02:21.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIAIA4,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),87.97969543,Explicabo dolorum magnam veniam ad vero. Pariatur atque fugit dolorum optio quia. Ut beatae blanditiis culpa.,High,Agent,500B0000002uCZ3IAM,,2020-07-01T08:23:28.000Z,001B000000WJ6YOIA1,2683,Public Website Chat Button,86.8.217.128,East Adamborough,4,147,149,87,52,88,16,88,72,93,51.6,273,80,2020-05-27
