"IsDeleted","NetworkId","Topic.ManagedTopicType","SystemModstamp","Topic.CreatedDate","EntityId","EntityType","Topic.Id","CreatedById","Topic.Description","CreatedDate","TopicId","Id","EntityKeyPrefix","Topic.Name","Topic.TalkingAbout"
"false",,,"2020-02-17T08:30:46.000Z","2020-02-13T08:49:56.000Z","0KuB0000000PHJ9KAO","SurveyQuestion","0TOB0000000oIckOAE","005B0000006SOxlIAG",,"2020-02-17T08:30:46.000Z","0TOB0000000oIckOAE","0FTB0000002GvHBOA0","0Ku","A4",1
"false",,,"2020-02-17T08:31:00.000Z","2020-02-13T08:50:39.000Z","0KuB0000000PHJ6KAO","SurveyQuestion","0TOB0000000oIctOAE","005B0000006SOxlIAG",,"2020-02-17T08:31:00.000Z","0TOB0000000oIctOAE","0FTB0000002GvHGOA0","0Ku","A3",1
"false",,,"2020-02-17T08:31:53.000Z","2020-02-17T08:30:50.000Z","0KcB0000000PJolKAG","SurveyQuestionChoice","0TOB0000000oJq7OAE","005B0000006SOxlIAG",,"2020-02-17T08:31:53.000Z","0TOB0000000oJq7OAE","0FTB0000002GvHLOA0","0Kc","A5",1
"false",,,"2020-02-17T09:02:11.000Z","2020-02-17T09:02:11.000Z","0KdB0000000TTKGKA4","Survey","0TOB0000000oJqHOAU","005B0000006OeZ0IAK",,"2020-02-17T09:02:11.000Z","0TOB0000000oJqHOAU","0FTB0000002GvHVOA0","0Kd","Customer Support",1
"false",,,"2020-02-17T09:22:12.000Z","2020-02-17T09:22:12.000Z","0KuB0000000PIipKAG","SurveyQuestion","0TOB0000000oJqMOAU","005B0000006OeZ0IAK",,"2020-02-17T09:22:12.000Z","0TOB0000000oJqMOAU","0FTB0000002GvHaOAK","0Ku","Technical Support",1
"false",,,"2020-02-17T09:22:50.000Z","2020-02-17T09:22:50.000Z","0KcB0000000PLpAKAW","SurveyQuestionChoice","0TOB0000000oJqROAU","005B0000006OeZ0IAK",,"2020-02-17T09:22:50.000Z","0TOB0000000oJqROAU","0FTB0000002GvHfOAK","0Kc","Resolution",1
"false",,,"2020-02-21T14:06:12.000Z","2020-02-21T14:06:12.000Z","0KdB0000000TTK6KAO","Survey","0TOB0000000oKBlOAM","005B0000006OeZ0IAK",,"2020-02-21T14:06:12.000Z","0TOB0000000oKBlOAM","0FTB0000002GvNEOA0","0Kd","Customer Loyalty",1
"false",,,"2020-02-21T14:06:28.000Z","2020-02-21T14:06:28.000Z","0KdB0000000TTK6KAO","Survey","0TOB0000000oKBmOAM","005B0000006OeZ0IAK",,"2020-02-21T14:06:28.000Z","0TOB0000000oKBmOAM","0FTB0000002GvNFOA0","0Kd","Brand Image",1
"false",,,"2020-02-21T14:07:41.000Z","2020-02-21T14:07:41.000Z","0KdB0000000TTKGKA4","Survey","0TOB0000000oKBqOAM","005B0000006OeZ0IAK",,"2020-02-21T14:07:41.000Z","0TOB0000000oKBqOAM","0FTB0000002GvNJOA0","0Kd","Customer Satisfaction",1
"false",,,"2020-03-17T09:52:55.000Z","2020-03-17T09:52:55.000Z","0KdB0000000CzMTKA0","Survey","0TOB0000000oKpNOAU","005B0000006SOxlIAG",,"2020-03-17T09:52:55.000Z","0TOB0000000oKpNOAU","0FTB0000002GvvVOAS","0Kd","Acquisition",1
"false",,,"2020-03-17T09:54:04.000Z","2020-03-17T09:54:04.000Z","0KuB0000000D2TWKA0","SurveyQuestion","0TOB0000000oKpSOAU","005B0000006SOxlIAG",,"2020-03-17T09:54:04.000Z","0TOB0000000oKpSOAU","0FTB0000002GvvaOAC","0Ku","Company Image",1
"false",,,"2020-03-17T09:57:20.000Z","2020-03-17T09:57:20.000Z","0KuB0000000D2VDKA0","SurveyQuestion","0TOB0000000oKpTOAU","005B0000006SOxlIAG",,"2020-03-17T09:57:20.000Z","0TOB0000000oKpTOAU","0FTB0000002GvvbOAC","0Ku","Employee Benefits",1
"false",,,"2020-03-17T10:01:49.000Z","2020-03-17T09:59:44.000Z","0KuB0000000D2UCKA0","SurveyQuestion","0TOB0000000oKprOAE","005B0000006SOxlIAG",,"2020-03-17T10:01:49.000Z","0TOB0000000oKprOAE","0FTB0000002GvvcOAC","0Ku","Recommend Our Business",1
"false",,,"2020-03-17T09:55:06.000Z","2020-03-17T09:55:06.000Z","0KuB0000000D2TWKA0","SurveyQuestion","0TOB0000000oKpXOAU","005B0000006SOxlIAG",,"2020-03-17T09:55:06.000Z","0TOB0000000oKpXOAU","0FTB0000002GvvfOAC","0Ku","Sales",1
"false",,,"2020-03-17T09:56:04.000Z","2020-03-17T09:56:03.000Z","0KdB0000000CzMeKAK","Survey","0TOB0000000oKpcOAE","005B0000006SOxlIAG",,"2020-03-17T09:56:04.000Z","0TOB0000000oKpcOAE","0FTB0000002GvvkOAC","0Kd","Employee",1
"false",,,"2020-03-17T09:58:59.000Z","2020-03-17T09:58:58.000Z","0KdB0000000CzMYKA0","Survey","0TOB0000000oKpdOAE","005B0000006SOxlIAG",,"2020-03-17T09:58:59.000Z","0TOB0000000oKpdOAE","0FTB0000002GvvlOAC","0Kd","Onboarding",1
"false",,,"2020-03-17T09:56:39.000Z","2020-03-17T09:56:39.000Z","0KuB0000000D2VBKA0","SurveyQuestion","0TOB0000000oKphOAE","005B0000006SOxlIAG",,"2020-03-17T09:56:39.000Z","0TOB0000000oKphOAE","0FTB0000002GvvpOAC","0Ku","Employee Satisfaction",1
"false",,,"2020-03-17T09:58:10.000Z","2020-03-17T09:58:10.000Z","0KuB0000000D2VEKA0","SurveyQuestion","0TOB0000000oKpiOAE","005B0000006SOxlIAG",,"2020-03-17T09:58:10.000Z","0TOB0000000oKpiOAE","0FTB0000002GvvqOAC","0Ku","Satisfaction With Team",1
"false",,,"2020-03-17T10:00:35.000Z","2020-03-17T10:00:35.000Z","0KuB0000000D2TdKAK","SurveyQuestion","0TOB0000000oKpjOAE","005B0000006SOxlIAG",,"2020-03-17T10:00:35.000Z","0TOB0000000oKpjOAE","0FTB0000002GvvrOAC","0Ku","Onboarding Overall Experience",1
"false",,,"2020-03-17T09:56:59.000Z","2020-03-17T09:56:59.000Z","0KuB0000000D2VCKA0","SurveyQuestion","0TOB0000000oKpmOAE","005B0000006SOxlIAG",,"2020-03-17T09:56:59.000Z","0TOB0000000oKpmOAE","0FTB0000002GvvuOAC","0Ku","Work Life Balance",1
"false",,,"2020-03-17T09:59:44.000Z","2020-03-17T09:59:44.000Z","0KuB0000000D2TcKAK","SurveyQuestion","0TOB0000000oKprOAE","005B0000006SOxlIAG",,"2020-03-17T09:59:44.000Z","0TOB0000000oKprOAE","0FTB0000002GvvzOAC","0Ku","Recommend Our Business",1
"false",,,"2020-03-17T10:01:11.000Z","2020-03-17T10:01:11.000Z","0KdB0000000CzMdKAK","Survey","0TOB0000000oKpwOAE","005B0000006SOxlIAG",,"2020-03-17T10:01:11.000Z","0TOB0000000oKpwOAE","0FTB0000002Gvw4OAC","0Kd","Relationship",1
"false",,,"2020-03-17T10:09:18.000Z","2020-03-17T10:09:18.000Z","0KdB0000000CzMiKAK","Survey","0TOB0000000oKq1OAE","005B0000006SOxlIAG",,"2020-03-17T10:09:18.000Z","0TOB0000000oKq1OAE","0FTB0000002Gvw9OAC","0Kd","Renewal",1
"false",,,"2020-03-17T10:10:02.000Z","2020-03-17T10:10:01.000Z","0KuB0000000D2UQKA0","SurveyQuestion","0TOB0000000oKq6OAE","005B0000006SOxlIAG",,"2020-03-17T10:10:02.000Z","0TOB0000000oKq6OAE","0FTB0000002GvwEOAS","0Ku","Renewal Experience",1
"false",,,"2020-03-17T10:10:21.000Z","2020-03-17T10:10:21.000Z","0KuB0000000D2UQKA0","SurveyQuestion","0TOB0000000oKqBOAU","005B0000006SOxlIAG",,"2020-03-17T10:10:21.000Z","0TOB0000000oKqBOAU","0FTB0000002GvwJOAS","0Ku","Sales - Renewals",1
"false",,,"2020-03-23T12:11:31.000Z","2020-03-23T12:11:31.000Z","0KuB0000000D2TXKA0","SurveyQuestion","0TOB0000000oL2DOAU","005B0000006SOxlIAG",,"2020-03-23T12:11:31.000Z","0TOB0000000oL2DOAU","0FTB0000002Gw5aOAC","0Ku","Score Reason",1
"false",,,"2020-03-23T12:13:34.000Z","2020-03-23T12:13:34.000Z","0KrB00000009QuAKAU","SurveyQuestionResponse","0TOB0000000oL2IOAU","005B0000006SOxlIAG",,"2020-03-23T12:13:34.000Z","0TOB0000000oL2IOAU","0FTB0000002Gw5fOAC","0Kr","Good",1
"false",,,"2020-04-22T04:23:09.000Z","2020-02-13T08:48:45.000Z","0KuB0000000D2TVKA0","SurveyQuestion","0TOB0000000oIcoOAE","005B0000006OeZ0IAK",,"2020-04-22T04:23:09.000Z","0TOB0000000oIcoOAE","0FTB0000002GwgCOAS","0Ku","Products",1
"false",,,"2020-04-22T04:24:50.000Z","2020-04-22T04:24:50.000Z","0KuB0000000D2TcKAK","SurveyQuestion","0TOB0000001DWrSOAW","005B0000006OeZ0IAK",,"2020-04-22T04:24:50.000Z","0TOB0000001DWrSOAW","0FTB0000002GwgDOAS","0Ku","Staff Courtesy",1
"false",,,"2020-04-22T04:26:03.000Z","2020-04-22T04:26:03.000Z","0KuB0000000D2TdKAK","SurveyQuestion","0TOB0000001DWrTOAW","005B0000006OeZ0IAK",,"2020-04-22T04:26:03.000Z","0TOB0000001DWrTOAW","0FTB0000002GwgEOAS","0Ku","Proactiveness",1
"false",,,"2020-04-22T04:27:32.000Z","2020-02-17T09:22:50.000Z","0KuB0000000D2U1KAK","SurveyQuestion","0TOB0000000oJqROAU","005B0000006OeZ0IAK",,"2020-04-22T04:27:32.000Z","0TOB0000000oJqROAU","0FTB0000002GwgFOAS","0Ku","Resolution",1
"false",,,"2020-04-22T04:23:28.000Z","2020-04-22T04:23:28.000Z","0KuB0000000D2TVKA0","SurveyQuestion","0TOB0000001DWrIOAW","005B0000006OeZ0IAK",,"2020-04-22T04:23:28.000Z","0TOB0000001DWrIOAW","0FTB0000002GwgHOAS","0Ku","Policies",1
"false",,,"2020-04-22T04:26:57.000Z","2020-04-22T04:26:57.000Z","0KuB0000000D2U1KAK","SurveyQuestion","0TOB0000001DWrJOAW","005B0000006OeZ0IAK",,"2020-04-22T04:26:57.000Z","0TOB0000001DWrJOAW","0FTB0000002GwgIOAS","0Ku","Agent Experience",1
"false",,,"2020-04-22T04:27:58.000Z","2020-02-17T09:02:11.000Z","0KuB0000000D2U2KAK","SurveyQuestion","0TOB0000000oJqHOAU","005B0000006OeZ0IAK",,"2020-04-22T04:27:58.000Z","0TOB0000000oJqHOAU","0FTB0000002GwgJOAS","0Ku","Customer Support",1
"false",,,"2020-04-22T04:28:16.000Z","2020-02-17T09:22:12.000Z","0KuB0000000D2U2KAK","SurveyQuestion","0TOB0000000oJqMOAU","005B0000006OeZ0IAK",,"2020-04-22T04:28:16.000Z","0TOB0000000oJqMOAU","0FTB0000002GwgKOAS","0Ku","Technical Support",1
"false",,,"2020-04-22T04:28:22.000Z","2020-02-17T09:22:50.000Z","0KuB0000000D2U2KAK","SurveyQuestion","0TOB0000000oJqROAU","005B0000006OeZ0IAK",,"2020-04-22T04:28:22.000Z","0TOB0000000oJqROAU","0FTB0000002GwgLOAS","0Ku","Resolution",1
"false",,,"2020-04-22T04:23:34.000Z","2020-04-22T04:23:34.000Z","0KuB0000000D2TVKA0","SurveyQuestion","0TOB0000001DWrNOAW","005B0000006OeZ0IAK",,"2020-04-22T04:23:34.000Z","0TOB0000001DWrNOAW","0FTB0000002GwgMOAS","0Ku","Pricing",1
"false",,,"2020-04-22T04:27:45.000Z","2020-04-22T04:27:45.000Z","0KuB0000000D2U1KAK","SurveyQuestion","0TOB0000001DWrOOAW","005B0000006OeZ0IAK",,"2020-04-22T04:27:45.000Z","0TOB0000001DWrOOAW","0FTB0000002GwgNOAS","0Ku","SLA",1
"false",,,"2020-04-22T04:25:14.000Z","2020-04-22T04:25:14.000Z","0KuB0000000D2TcKAK","SurveyQuestion","0TOB0000001DWrXOAW","005B0000006OeZ0IAK",,"2020-04-22T04:25:14.000Z","0TOB0000001DWrXOAW","0FTB0000002GwgROAS","0Ku","Onboarding Experience",1
"false",,,"2020-04-22T04:28:26.000Z","2020-04-22T04:27:45.000Z","0KuB0000000D2U2KAK","SurveyQuestion","0TOB0000001DWrOOAW","005B0000006OeZ0IAK",,"2020-04-22T04:28:26.000Z","0TOB0000001DWrOOAW","0FTB0000002GwgSOAS","0Ku","SLA",1
"false",,,"2020-04-22T04:25:38.000Z","2020-04-22T04:25:38.000Z","0KuB0000000D2TcKAK","SurveyQuestion","0TOB0000001DWrcOAG","005B0000006OeZ0IAK",,"2020-04-22T04:25:38.000Z","0TOB0000001DWrcOAG","0FTB0000002GwgWOAS","0Ku","Proactivenes",1
"false",,,"2020-04-22T04:26:40.000Z","2020-02-17T09:02:11.000Z","0KuB0000000D2U1KAK","SurveyQuestion","0TOB0000000oJqHOAU","005B0000006OeZ0IAK",,"2020-04-22T04:26:40.000Z","0TOB0000000oJqHOAU","0FTB0000002GwgXOAS","0Ku","Customer Support",1
"false",,,"2020-04-22T04:25:56.000Z","2020-04-22T04:24:50.000Z","0KuB0000000D2TdKAK","SurveyQuestion","0TOB0000001DWrSOAW","005B0000006OeZ0IAK",,"2020-04-22T04:25:56.000Z","0TOB0000001DWrSOAW","0FTB0000002GwgbOAC","0Ku","Staff Courtesy",1
"false",,,"2020-04-22T04:26:45.000Z","2020-02-17T09:22:12.000Z","0KuB0000000D2U1KAK","SurveyQuestion","0TOB0000000oJqMOAU","005B0000006OeZ0IAK",,"2020-04-22T04:26:45.000Z","0TOB0000000oJqMOAU","0FTB0000002GwggOAC","0Ku","Technical Support",1
"false",,,"2020-04-22T04:28:09.000Z","2020-02-21T14:07:41.000Z","0KuB0000000D2U2KAK","SurveyQuestion","0TOB0000000oKBqOAM","005B0000006OeZ0IAK",,"2020-04-22T04:28:09.000Z","0TOB0000000oKBqOAM","0FTB0000002GwglOAC","0Ku","Customer Satisfaction",1
"false",,,"2020-04-22T04:30:33.000Z","2020-03-17T10:10:01.000Z","0KuB0000000D2UPKA0","SurveyQuestion","0TOB0000000oKq6OAE","005B0000006OeZ0IAK",,"2020-04-22T04:30:33.000Z","0TOB0000000oKq6OAE","0FTB0000002GwgnOAC","0Ku","Renewal Experience",1
"false",,,"2020-04-22T04:28:54.000Z","2020-02-21T14:06:12.000Z","0KuB0000000D2UCKA0","SurveyQuestion","0TOB0000000oKBlOAM","005B0000006OeZ0IAK",,"2020-04-22T04:28:54.000Z","0TOB0000000oKBlOAM","0FTB0000002GwgqOAC","0Ku","Customer Loyalty",1
"false",,,"2020-04-22T04:29:09.000Z","2020-04-22T04:29:09.000Z","0KuB0000000D2UCKA0","SurveyQuestion","0TOB0000001DWrhOAG","005B0000006OeZ0IAK",,"2020-04-22T04:29:09.000Z","0TOB0000001DWrhOAG","0FTB0000002GwgvOAC","0Ku","Availability",1
"false",,,"2020-04-22T04:29:20.000Z","2020-02-21T14:07:41.000Z","0KuB0000000D2UDKA0","SurveyQuestion","0TOB0000000oKBqOAM","005B0000006OeZ0IAK",,"2020-04-22T04:29:20.000Z","0TOB0000000oKBqOAM","0FTB0000002GwgwOAC","0Ku","Customer Satisfaction",1
"false",,,"2020-04-22T04:29:25.000Z","2020-04-22T04:29:09.000Z","0KuB0000000D2UDKA0","SurveyQuestion","0TOB0000001DWrhOAG","005B0000006OeZ0IAK",,"2020-04-22T04:29:25.000Z","0TOB0000001DWrhOAG","0FTB0000002Gwh0OAC","0Ku","Availability",1
"false",,,"2020-04-22T04:30:46.000Z","2020-02-13T08:48:45.000Z","0KuB0000000D2UPKA0","SurveyQuestion","0TOB0000000oIcoOAE","005B0000006OeZ0IAK",,"2020-04-22T04:30:46.000Z","0TOB0000000oIcoOAE","0FTB0000002Gwh1OAC","0Ku","Products",1
"false",,,"2020-04-22T04:30:42.000Z","2020-04-22T04:23:34.000Z","0KuB0000000D2UPKA0","SurveyQuestion","0TOB0000001DWrNOAW","005B0000006OeZ0IAK",,"2020-04-22T04:30:42.000Z","0TOB0000001DWrNOAW","0FTB0000002Gwh5OAC","0Ku","Pricing",1
"false",,,"2020-04-22T04:30:56.000Z","2020-04-22T04:30:56.000Z","0KuB0000000D2UPKA0","SurveyQuestion","0TOB0000001DWrmOAG","005B0000006OeZ0IAK",,"2020-04-22T04:30:56.000Z","0TOB0000001DWrmOAG","0FTB0000002GwhAOAS","0Ku","Innovation",1
"false",,,"2020-04-22T04:31:06.000Z","2020-04-22T04:23:34.000Z","0KuB0000000D2UQKA0","SurveyQuestion","0TOB0000001DWrNOAW","005B0000006OeZ0IAK",,"2020-04-22T04:31:06.000Z","0TOB0000001DWrNOAW","0FTB0000002GwhBOAS","0Ku","Pricing",1
