"ArticleVersion_DataCategory_DataCategoryName","ArticleVersion_CreatedById","ArticleVersion_OwnerId","LastPublishedDate","ArticleVersion_IsVisibleInPkb","ArticleVersion_Id","CreatedById","ArticleNumber","ArticleVersion_IsVisibleInCsp","ViewStat_Channel","VoteStat_Channel","ChannelList","IsDraft","User_Name","ArticleVersion_CreatedDate","ArticleVersion_PublishStatus","LastProcessedDate","ArticleVersion_IsLatestVersion","ArticleVersion_Title","ArticleVersion_IsVisibleInApp","ArticleVersion_VersionNumber","FirstPublishedDate","CreatedDate","Id","ArticleVersion_IsVisibleInPrm","LastModifiedById","ArticleVersion_DataCategory_DataCategoryGroupName","ViewStat_ViewCount","CaseAssociationCount","ViewStat_NormalizedScore","VoteStat_NormalizedScore"
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-02","true","a4DB0000001aZmsMAE","005B0000003JK1iIAG","215","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-01-31T17:18:26.000Z","Online","2022-09-09","true","Industrial","true","1.0","2022-07-24","2022-07-18","a4CB00000000EnSMAU","true","005B0000003JK1iIAG",,78,3,2.386,9.09
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-16","true","a4DB0000001aZmtMAE","005B0000003JK1iIAG","216","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-01-18T16:05:41.000Z","Online","2022-09-09","true","Health","true","1.0","2022-07-13","2022-07-05","a4CB00000000EnTMAU","true","005B0000003JK1iIAG",,11,2,4.961,7.537
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-12","true","a4DB0000001aZmuMAE","005B0000003JK1iIAG","217","true","Desktop Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-01-15T21:10:08.000Z","Online","2022-09-09","true","Games","true","1.0","2022-07-08","2022-07-02","a4CB00000000EnUMAU","true","005B0000003JK1iIAG",,19,5,6.961,3.791
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-17","true","a4DB0000001aZmvMAE","005B0000003JK1iIAG","218","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-01-20T20:30:09.000Z","Online","2022-09-09","true","Home","true","1.0","2022-07-16","2022-07-07","a4CB00000000EnVMAU","true","005B0000003JK1iIAG",,84,4,2.788,2.331
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-27","true","a4DB0000001aZmwMAE","005B0000003JK1iIAG","219","true","App","App","Internal;Parter;Customer;Public","false",,"2020-03-07T21:48:50.000Z","Online","2022-09-09","true","Beauty","true","1.0","2022-08-26","2022-08-23","a4CB00000000EnWMAU","true","005B0000003JK1iIAG",,30,2,5.528,8.496
,,,"2022-08-15",,,"005B0000003JK1iIAG","220",,"Desktop Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-14","2022-08-09","a4CB00000000EnXMAU",,"005B0000003JK1iIAG",,19,5,8.697,1.563
,,,"2022-08-22",,,"005B0000003JK1iIAG","221",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-19","2022-08-13","a4CB00000000EnYMAU",,"005B0000003JK1iIAG",,51,2,5.917,6.262
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-11","true","a4DB0000001aZmzMAE","005B0000003JK1iIAG","222","true","App","App","Internal;Parter;Customer;Public","false",,"2020-02-16T00:33:03.000Z","Online","2022-09-09","true","Toys","true","1.0","2022-08-08","2022-08-03","a4CB00000000EnZMAU","true","005B0000003JK1iIAG",,36,2,8.882,3.016
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-05","true","a4DB0000001aZn0MAE","005B0000003JK1iIAG","223","true","Desktop Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-07T00:20:39.000Z","Online","2022-09-09","true","Health","true","1.0","2022-07-31","2022-07-25","a4CB00000000EnaMAE","true","005B0000003JK1iIAG",,44,1,9.312,5.019
,,,"2022-08-10",,,"005B0000003JK1iIAG","224",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-04","2022-07-31","a4CB00000000EnbMAE",,"005B0000003JK1iIAG",,42,5,3.472,7.943
,,,"2022-08-16",,,"005B0000003JK1iIAG","225",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-14","2022-08-09","a4CB00000000EncMAE",,"005B0000003JK1iIAG",,31,3,7.347,2.225
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-28","true","a4DB0000001aZn3MAE","005B0000003JK1iIAG","226","true","App","App","Internal;Parter;Customer;Public","false",,"2020-01-31T18:17:47.000Z","Online","2022-09-09","true","Baby","true","1.0","2022-07-27","2022-07-18","a4CB00000000EndMAE","true","005B0000003JK1iIAG",,3,1,8.241,6.416
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-08","true","a4DB0000001aZn4MAE","005B0000003JK1iIAG","227","true","App","App","Internal;Parter;Customer;Public","false",,"2020-02-18T23:58:58.000Z","Online","2022-09-09","true","Home","true","1.0","2022-08-06","2022-08-05","a4CB00000000EneMAE","true","005B0000003JK1iIAG",,55,5,4.168,8.352
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-12","true","a4DB0000001aZn5MAE","005B0000003JK1iIAG","228","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-19T23:25:09.000Z","Online","2022-09-09","true","Shoes","true","1.0","2022-08-08","2022-08-06","a4CB00000000EnfMAE","true","005B0000003JK1iIAG",,24,3,2.683,2.71
,,,"2022-08-11",,,"005B0000003JK1iIAG","395",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-08-07","2022-07-31","a4CB00000000EqMMAU",,"005B0000003JK1iIAG",,33,2,3.02,1.557
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-13","true","a4DB0000001aZpnMAE","005B0000003JK1iIAG","396","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-02-22T23:31:49.000Z","Online","2022-09-09","true","Toys","true","1.0","2022-08-12","2022-08-09","a4CB00000000EqNMAU","true","005B0000003JK1iIAG",,89,5,7.786,2.279
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-21","true","a4DB0000001aZpoMAE","005B0000003JK1iIAG","397","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-23T22:00:01.000Z","Online","2022-09-09","true","Health","true","1.0","2022-08-15","2022-08-10","a4CB00000000EqOMAU","true","005B0000003JK1iIAG",,15,2,1.593,9.799
,,,"2022-08-30",,,"005B0000003JK1iIAG","398",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-26","2022-08-18","a4CB00000000EqPMAU",,"005B0000003JK1iIAG",,89,1,4.687,8.478
,,,"2022-07-10",,,"005B0000003JK1iIAG","399",,"App","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-03","2022-07-02","a4CB00000000EqQMAU",,"005B0000003JK1iIAG",,90,1,5.877,7.444
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-21","true","a4DB0000001aZprMAE","005B0000003JK1iIAG","400","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-02-19T20:20:28.000Z","Online","2022-09-09","true","Outdoors","true","1.0","2022-08-12","2022-08-06","a4CB00000000EqRMAU","true","005B0000003JK1iIAG",,18,3,4.857,6.351
,,,"2022-07-16",,,"005B0000003JK1iIAG","401",,"App","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-08","2022-06-29","a4CB00000000EqSMAU",,"005B0000003JK1iIAG",,68,4,7.705,2.144
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-29","true","a4DB0000001aZptMAE","005B0000003JK1iIAG","402","true","Desktop Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-05T18:22:46.000Z","Online","2022-09-09","true","Baby","true","1.0","2022-07-27","2022-07-23","a4CB00000000EqTMAU","true","005B0000003JK1iIAG",,19,4,4.448,3.366
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-15","true","a4DB0000001aZpuMAE","005B0000003JK1iIAG","403","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-14T19:56:31.000Z","Online","2022-09-09","true","Kids","true","1.0","2022-08-10","2022-08-01","a4CB00000000EqUMAU","true","005B0000003JK1iIAG",,43,3,9.839,6.556
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-30","true","a4DB0000001aZpvMAE","005B0000003JK1iIAG","404","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-03-01T18:06:03.000Z","Online","2022-09-09","true","Computers","true","1.0","2022-08-22","2022-08-17","a4CB00000000EqVMAU","true","005B0000003JK1iIAG",,24,1,1.595,6.756
,,,"2022-07-29",,,"005B0000003JK1iIAG","405",,"Mobile Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-27","2022-07-25","a4CB00000000EqWMAU",,"005B0000003JK1iIAG",,90,3,9.28,1.464
,,,"2022-08-03",,,"005B0000003JK1iIAG","406",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-26","2022-07-20","a4CB00000000EqXMAU",,"005B0000003JK1iIAG",,22,4,7.215,1.633
,,,"2022-08-24",,,"005B0000003JK1iIAG","407",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-08-17","2022-08-12","a4CB00000000EqYMAU",,"005B0000003JK1iIAG",,49,3,1.242,5.24
,,,"2022-07-27",,,"005B0000003JK1iIAG","408",,"Mobile Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-26","2022-07-25","a4CB00000000EqZMAU",,"005B0000003JK1iIAG",,95,1,4.362,2.572
,,,"2022-07-26",,,"005B0000003JK1iIAG","409",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-20","2022-07-17","a4CB00000000EqaMAE",,"005B0000003JK1iIAG",,55,4,4.593,6.61
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-17","true","a4DB0000001aZq1MAE","005B0000003JK1iIAG","410","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-01-17T19:20:36.000Z","Online","2022-09-09","true","Clothing","true","1.0","2022-07-09","2022-07-04","a4CB00000000EqbMAE","true","005B0000003JK1iIAG",,1,1,7.724,3.808
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-21","true","a4DB0000001aZq2MAE","005B0000003JK1iIAG","411","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-25T21:24:08.000Z","Online","2022-09-09","true","Garden","true","1.0","2022-08-16","2022-08-12","a4CB00000000EqcMAE","true","005B0000003JK1iIAG",,30,4,2.61,4.375
,,,"2022-07-27",,,"005B0000003JK1iIAG","391",,"Desktop Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-22","2022-07-14","a4CB00000000EqIMAU",,"005B0000003JK1iIAG",,37,4,3.687,5.91
,,,"2022-07-04",,,"005B0000003JK1iIAG","392",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-07-03","2022-06-25","a4CB00000000EqJMAU",,"005B0000003JK1iIAG",,89,4,7.128,3.008
,,,"2022-08-05",,,"005B0000003JK1iIAG","412",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-04","2022-07-29","a4CB00000000EqdMAE",,"005B0000003JK1iIAG",,49,5,6.296,5.58
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-29","true","a4DB0000001aZq4MAE","005B0000003JK1iIAG","413","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-01T21:39:07.000Z","Online","2022-09-09","true","Computers","true","1.0","2022-07-28","2022-07-19","a4CB00000000EqeMAE","true","005B0000003JK1iIAG",,39,3,7.57,2.639
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-26","true","a4DB0000001aZq5MAE","005B0000003JK1iIAG","414","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-26T17:54:10.000Z","Online","2022-09-09","true","Shoes","true","1.0","2022-08-18","2022-08-13","a4CB00000000EqfMAE","true","005B0000003JK1iIAG",,55,5,7.042,1.252
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-12","true","a4DB0000001aZq6MAE","005B0000003JK1iIAG","415","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-02-17T21:36:06.000Z","Online","2022-09-09","true","Tools","true","1.0","2022-08-08","2022-08-04","a4CB00000000EqgMAE","true","005B0000003JK1iIAG",,71,1,8.421,6.536
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-26","true","a4DB0000001aZq7MAE","005B0000003JK1iIAG","416","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-27T19:55:59.000Z","Online","2022-09-09","true","Automotive","true","1.0","2022-08-19","2022-08-14","a4CB00000000EqhMAE","true","005B0000003JK1iIAG",,68,4,2.561,4.46
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-18","true","a4DB0000001aZq8MAE","005B0000003JK1iIAG","417","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-20T16:41:32.000Z","Online","2022-09-09","true","Home","true","1.0","2022-08-12","2022-08-07","a4CB00000000EqiMAE","true","005B0000003JK1iIAG",,75,4,7.272,1.396
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-16","true","a4DB0000001aZq9MAE","005B0000003JK1iIAG","418","true","Desktop Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-01-23T18:43:56.000Z","Online","2022-09-09","true","Tools","true","1.0","2022-07-12","2022-07-10","a4CB00000000EqjMAE","true","005B0000003JK1iIAG",,28,5,7.786,4.818
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-07","true","a4DB0000001aZqAMAU","005B0000003JK1iIAG","419","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-01-16T23:54:11.000Z","Online","2022-09-09","true","Computers","true","1.0","2022-07-05","2022-07-03","a4CB00000000EqkMAE","true","005B0000003JK1iIAG",,82,2,6.602,2.804
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-19","true","a4DB0000001aZqBMAU","005B0000003JK1iIAG","420","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-21T22:33:17.000Z","Online","2022-09-09","true","Beauty","true","1.0","2022-08-11","2022-08-08","a4CB00000000EqlMAE","true","005B0000003JK1iIAG",,90,4,2.429,5.758
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-13","true","a4DB0000001aZqCMAU","005B0000003JK1iIAG","421","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-02-23T21:30:14.000Z","Online","2022-09-09","true","Electronics","true","1.0","2022-08-12","2022-08-10","a4CB00000000EqmMAE","true","005B0000003JK1iIAG",,59,1,4.069,4.235
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-16","true","a4DB0000001aZpkMAE","005B0000003JK1iIAG","393","true","Mobile Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-01-17T21:20:10.000Z","Online","2022-09-09","true","Toys","true","1.0","2022-07-09","2022-07-04","a4CB00000000EqKMAU","true","005B0000003JK1iIAG",,25,4,4.522,1.192
,,,"2022-08-28",,,"005B0000003JK1iIAG","394",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-24","2022-08-22","a4CB00000000EqLMAU",,"005B0000003JK1iIAG",,23,5,1.943,6.052
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-18","true","a4DB0000001aZviMAE","005B0000003JK1iIAG","763","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-01-16T23:47:22.000Z","Online","2022-09-09","true","Grocery","true","1.0","2022-07-11","2022-07-03","a4CB00000000EwIMAU","true","005B0000003JK1iIAG",,38,3,9.087,4.125
,,,"2022-07-30",,,"005B0000003JK1iIAG","764",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-22","2022-07-13","a4CB00000000EwJMAU",,"005B0000003JK1iIAG",,16,5,8.653,4.172
,,,"2022-07-05",,,"005B0000003JK1iIAG","765",,"Desktop Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-04","2022-06-25","a4CB00000000EwKMAU",,"005B0000003JK1iIAG",,13,2,7.045,4.645
,,,"2022-08-01",,,"005B0000003JK1iIAG","758",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-24","2022-07-21","a4CB00000000EwDMAU",,"005B0000003JK1iIAG",,78,3,3.155,1.012
,,,"2022-08-20",,,"005B0000003JK1iIAG","766",,"App","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-17","2022-08-09","a4CB00000000EwLMAU",,"005B0000003JK1iIAG",,58,2,3.737,2.603
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-14","true","a4DB0000001aZvmMAE","005B0000003JK1iIAG","767","true","App","App","Internal;Parter;Customer;Public","false",,"2020-01-20T19:41:44.000Z","Online","2022-09-09","true","Tools","true","1.0","2022-07-13","2022-07-07","a4CB00000000EwMMAU","true","005B0000003JK1iIAG",,52,2,5.052,6.796
