"Case_Id","Account_Id","AccountId","RecordType_Name","ForecastCategory","Case_Priority","IsClosed","CloseDate","Name","CreatedById","OwnerId","Case_IsEscalated","IsWon","RecordTypeId","Account_Name","StageName","RecordTypeName","LastProcessedDate","Case_CaseNumber","LeadSource","Account_Industry","CreatedDate","Id","ForecastCategoryName","Amount","Case_ED_Outcome__c"
"500B000000358USIAY","001B000000WJ6RmIAL","001B000000WJ6RmIAL","Simple Opportunity","Pipeline","High","false","2022-02-11","New Opportunity [377]","005B0000003JK1iIAG","005B0000003JLIAIA4","false","false","012B000000090sjIAA","DMW Worldwide","Qualification","Simple Opportunity","2022-09-09","00012083","N/A","Education","2019-08-04T21:20:52.000Z","006B0000003hdtLIAQ","Pipeline",1421000,51.6
"500B0000002uCatIAE","001B000000WJ6RnIAL","001B000000WJ6RnIAL","Simple Opportunity","Pipeline","Medium","false","2022-07-15","New Opportunity [378]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","Consulier Engineering","Qualification","Simple Opportunity","2022-09-09","00002797","N/A","Technology","2020-01-05T20:21:12.000Z","006B0000003hdtMIAQ","Pipeline",1151000,81.6
"500B0000002uCSKIA2","001B000000ZU97TIAT","001B000000ZU97TIAT","Simple Opportunity","Forecast","Medium","false","2021-12-22","New Opportunity [379]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","false","012B000000090sjIAA","HighGround Systems","Negotiation","Simple Opportunity","2022-09-09","00002266","N/A","Communications","2019-06-14T16:57:31.000Z","006B0000003hdtNIAQ","Commit",1143000,51.6
"500B00000045wWsIAI","001B000000WJ6RoIAL","001B000000WJ6RoIAL","Simple Opportunity","BestCase","Medium","false","2022-08-20","New Opportunity [380]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Davis Wright Tremaine LLP","Proposal/Quote","Simple Opportunity","2022-09-09","00018439","N/A","Healthcare & Life Sciences","2020-02-10T17:59:50.000Z","006B0000003hdtOIAQ","Best Case",935000,51.6
"500B00000045wWtIAI","001B000000WJ6RpIAL","001B000000WJ6RpIAL","Simple Opportunity","Closed","High","true","2022-03-20","New Opportunity [381]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","true","012B000000090sjIAA","Vision Tech","Closed Won","Simple Opportunity","2022-09-09","00018440","N/A","Not For Profit","2019-09-10T23:57:55.000Z","006B0000003hdtPIAQ","Closed",1516000,81.6
"500B000000358Y9IAI","001B000000WJ6RqIAL","001B000000WJ6RqIAL","Simple Opportunity","BestCase","Medium","false","2022-05-13","New Opportunity [382]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Dimare Fresh Inc","Needs Analysis","Simple Opportunity","2022-09-09","00012312","N/A","Environmental","2019-11-03T19:51:43.000Z","006B0000003hdtQIAQ","Best Case",1626000,51.6
"500B000000358ZsIAI","001B000000WJ6RrIAL","001B000000WJ6RrIAL","Simple Opportunity","BestCase","Low","false","2022-06-25","New Opportunity [383]","005B0000003JK1iIAG","005B0000003JLI3IAO","false","false","012B000000090sjIAA","Boundless Media Company","Proposal/Quote","Simple Opportunity","2022-09-09","00012419","N/A","Other","2019-12-16T17:05:02.000Z","006B0000003hdtRIAQ","Best Case",1329000,51.6
"500B00000045wWuIAI","001B000000WJ6RsIAL","001B000000WJ6RsIAL","Simple Opportunity","Pipeline","Low","false","2022-05-06","New Opportunity [384]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","IQDestination","Qualification","Simple Opportunity","2022-09-09","00018441","N/A","Financial Services","2019-10-28T01:25:26.000Z","006B0000003hdtSIAQ","Pipeline",1403000,81.6
"500B000000358a1IAA","001B000000WJ6RvIAL","001B000000WJ6RvIAL","Simple Opportunity","Pipeline","Low","false","2022-02-10","New Opportunity [385]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","Kiva North America","Qualification","Simple Opportunity","2022-09-09","00012428","N/A","Media","2019-08-03T21:29:09.000Z","006B0000003hdtTIAQ","Pipeline",1386000,51.6
"500B000000358UZIAY","001B000000zmlvYIAQ","001B000000zmlvYIAQ","Simple Opportunity","Pipeline","High","false","2022-03-10","New Opportunity [386]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","false","012B000000090sjIAA","ProductivIT","Qualification","Simple Opportunity","2022-09-09","00012090","N/A","Media","2019-08-31T17:13:52.000Z","006B0000003hdtUIAQ","Pipeline",1746000,81.6
"500B00000045wWyIAI","001B000000WJ6S1IAL","001B000000WJ6S1IAL","Simple Opportunity","Closed","Medium","true","2022-02-06","New Opportunity [387]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","true","012B000000090sjIAA","International House of Pancakes","Closed Won","Simple Opportunity","2022-09-09","00018445","N/A","Entertainment","2019-07-30T18:46:01.000Z","006B0000003hdtVIAQ","Closed",1345000,51.6
"500B00000045wWzIAI","001B000000WJ6S3IAL","001B000000WJ6S3IAL","Simple Opportunity","Pipeline","Low","false","2022-02-18","New Opportunity [388]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","Technology Sourcing.","Qualification","Simple Opportunity","2022-09-09","00018446","N/A","Education","2019-08-11T21:56:29.000Z","006B0000003hdtWIAQ","Pipeline",1344000,51.6
"500B000000355l7IAA","001B000000WJ6S4IAL","001B000000WJ6S4IAL","Simple Opportunity","Forecast","Low","false","2022-04-14","New Opportunity [389]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Westwave Communications","Negotiation","Simple Opportunity","2022-09-09","00007750","N/A","Food & Beverage","2019-10-05T18:44:08.000Z","006B0000003hdtXIAQ","Commit",1002000,66.3
"500B000000358aHIAQ","001B000000WJ6S5IAL","001B000000WJ6S5IAL","Simple Opportunity","BestCase","Low","false","2022-03-23","New Opportunity [390]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Trial Covidien","Proposal/Quote","Simple Opportunity","2022-09-09","00012444","N/A","Engineering","2019-09-13T23:45:19.000Z","006B0000003hdtYIAQ","Best Case",1395000,81.6
"500B000000358aPIAQ","001B000000WJ6S8IAL","001B000000WJ6S8IAL","Simple Opportunity","BestCase","High","false","2022-06-07","New Opportunity [391]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","false","012B000000090sjIAA","CGS Technology Associates","Needs Analysis","Simple Opportunity","2022-09-09","00012452","N/A","Media","2019-11-29T00:59:55.000Z","006B0000003hdtZIAQ","Best Case",1422000,51.6
"500B0000002uCScIAM","001B000000WJ6S9IAL","001B000000WJ6S9IAL","Simple Opportunity","Pipeline","Low","false","2022-08-05","New Opportunity [392]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","MRE Consulting, Ltd.","Qualification","Simple Opportunity","2022-09-09","00002284","N/A","Manufacturing","2020-01-26T21:35:44.000Z","006B0000003hdtaIAA","Pipeline",1550000,51.6
"500B00000045wX1IAI","001B000000WJ6SAIA1","001B000000WJ6SAIA1","Simple Opportunity","Omitted","Medium","true","2022-04-17","New Opportunity [393]","005B0000003JK1iIAG","005B0000003JLI3IAO","false","false","012B000000090sjIAA","Corning - Optical Communications","Closed Lost","Simple Opportunity","2022-09-09","00018448","N/A","Electronics","2019-10-08T22:40:51.000Z","006B0000003hdtbIAA","Omitted",1784000,51.6
"500B00000045wX2IAI","001B000000WJ6SBIA1","001B000000WJ6SBIA1","Simple Opportunity","Pipeline","Low","false","2022-03-20","New Opportunity [394]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","PoshDynamics","Qualification","Simple Opportunity","2022-09-09","00018449","N/A","Biotechnology","2019-09-10T17:29:55.000Z","006B0000003hdtcIAA","Pipeline",1409000,81.6
"500B000000355qDIAQ","001B000000ZU97WIAT","001B000000ZU97WIAT","Simple Opportunity","Forecast","High","false","2022-03-24","New Opportunity [395]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","GeoComm Corp.","Negotiation","Simple Opportunity","2022-09-09","00008061","N/A","Transportation","2019-09-14T23:55:58.000Z","006B0000003hdtdIAA","Commit",1249000,51.6
"500B000000337DuIAI","001B000000ZU99LIAT","001B000000ZU99LIAT","Simple Opportunity","BestCase","High","false","2022-05-24","New Opportunity [816]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","false","012B000000090sjIAA","Celanese Chemicals","Needs Analysis","Simple Opportunity","2022-09-09","00016358","N/A","Insurance","2019-11-14T17:24:53.000Z","006B0000003he0QIAQ","Best Case",1709000,81.6
"500B000000358l3IAA","001B000000WJ6ZgIAL","001B000000WJ6ZgIAL","Simple Opportunity","Pipeline","High","false","2022-03-31","New Opportunity [817]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","Loral Skynet","Qualification","Simple Opportunity","2022-09-09","00013107","N/A","Insurance","2019-09-21T22:01:10.000Z","006B0000003he0RIAQ","Pipeline",1624000,83.4
"500B000000358lAIAQ","001B000000WJ6ZjIAL","001B000000WJ6ZjIAL","Simple Opportunity","Closed","Medium","true","2022-05-05","New Opportunity [818]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","true","012B000000090sjIAA","Gaterie Inc","Closed Won","Simple Opportunity","2022-09-09","00013114","N/A","Education","2019-10-27T01:40:35.000Z","006B0000003he0SIAQ","Closed",1347000,51.6
"500B000000358lBIAQ","001B000000WJ6ZkIAL","001B000000WJ6ZkIAL","Simple Opportunity","Closed","Medium","true","2022-02-18","New Opportunity [819]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","true","012B000000090sjIAA","Thermo Fisher Scientific","Closed Won","Simple Opportunity","2022-09-09","00013115","N/A","Recreation","2019-08-11T18:16:31.000Z","006B0000003he0TIAQ","Closed",924000,51.6
"500B000000337DxIAI","001B000000ZU99MIAT","001B000000ZU99MIAT","Simple Opportunity","BestCase","High","false","2022-02-28","New Opportunity [820]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Fraser & Assoc","Needs Analysis","Simple Opportunity","2022-09-09","00016361","N/A","Media","2019-08-21T16:16:24.000Z","006B0000003he0UIAQ","Best Case",1900000,51.6
"500B000000337DyIAI","001B000000WJ6ZnIAL","001B000000WJ6ZnIAL","Simple Opportunity","BestCase","Medium","false","2022-07-19","New Opportunity [821]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Intelemedia Communication Inc","Proposal/Quote","Simple Opportunity","2022-09-09","00016362","N/A","Not For Profit","2020-01-09T22:41:18.000Z","006B0000003he0VIAQ","Best Case",1711000,51.6
"500B00000045wbfIAA","001B000000WJ6ZrIAL","001B000000WJ6ZrIAL","Simple Opportunity","Pipeline","High","false","2022-05-25","New Opportunity [822]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","Jm Tek","Qualification","Simple Opportunity","2022-09-09","00018721","N/A","Not For Profit","2019-11-15T21:49:05.000Z","006B0000003he0WIAQ","Pipeline",1140000,51.6
"500B000000358lQIAQ","001B000000WJ6ZtIAL","001B000000WJ6ZtIAL","Simple Opportunity","Forecast","Low","false","2022-05-05","New Opportunity [823]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Swat Fame","Negotiation","Simple Opportunity","2022-09-09","00013130","N/A","Biotechnology","2019-10-27T01:27:09.000Z","006B0000003he0XIAQ","Commit",998000,51.6
"500B00000045wbgIAA","001B000000WJ6ZuIAL","001B000000WJ6ZuIAL","Simple Opportunity","BestCase","Medium","false","2022-03-25","New Opportunity [824]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","BridgeTek","Proposal/Quote","Simple Opportunity","2022-09-09","00018722","N/A","Government","2019-09-15T23:53:43.000Z","006B0000003he0YIAQ","Best Case",1950000,81.6
"500B00000045wbhIAA","001B000000WJ6ZvIAL","001B000000WJ6ZvIAL","Simple Opportunity","Pipeline","High","false","2022-02-02","New Opportunity [825]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","false","012B000000090sjIAA","Progressive Strategies","Qualification","Simple Opportunity","2022-09-09","00018723","N/A","Entertainment","2019-07-27T00:37:53.000Z","006B0000003he0ZIAQ","Pipeline",1576000,51.6
"500B00000045wbjIAA","001B000000WJ6ZwIAL","001B000000WJ6ZwIAL","Simple Opportunity","Pipeline","Medium","false","2022-04-30","New Opportunity [826]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","Jibe Promotional Marketing","Qualification","Simple Opportunity","2022-09-09","00018725","N/A","Apparel","2019-10-22T01:27:30.000Z","006B0000003he0aIAA","Pipeline",1122000,51.6
"500B00000045wbkIAA","001B000000WJ6ZxIAL","001B000000WJ6ZxIAL","Simple Opportunity","Omitted","Medium","true","2022-03-20","New Opportunity [827]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Labwire","Closed Lost","Simple Opportunity","2022-09-09","00018726","N/A","Food & Beverage","2019-09-10T20:00:45.000Z","006B0000003he0bIAA","Omitted",1535000,51.6
"500B00000045wblIAA","001B000000WJ6ZyIAL","001B000000WJ6ZyIAL","Simple Opportunity","Forecast","Medium","false","2022-02-13","New Opportunity [828]","005B0000003JK1iIAG","005B0000003JLIDIA4","false","false","012B000000090sjIAA","btechnology.com","Negotiation","Simple Opportunity","2022-09-09","00018727","N/A","Machinery","2019-08-06T17:46:11.000Z","006B0000003he0cIAA","Commit",614000,51.6
"500B00000045wboIAA","001B000000zmlw4IAA","001B000000zmlw4IAA","Simple Opportunity","BestCase","High","false","2022-02-17","New Opportunity [829]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","false","012B000000090sjIAA","SPECIALTY TRAVEL INDEX","Proposal/Quote","Simple Opportunity","2022-09-09","00018730","N/A","Communications","2019-08-11T00:33:41.000Z","006B0000003he0dIAA","Best Case",1898000,81.6
"500B00000045wbqIAA","001B000000ZU99OIAT","001B000000ZU99OIAT","Simple Opportunity","Pipeline","Medium","false","2022-03-16","New Opportunity [830]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","Commissioning Agents, Inc","Qualification","Simple Opportunity","2022-09-09","00018732","N/A","Retail","2019-09-06T23:28:26.000Z","006B0000003he0eIAA","Pipeline",1808000,81.6
"500B000000337E1IAI","001B000000WJ6ZzIAL","001B000000WJ6ZzIAL","Simple Opportunity","Omitted","High","true","2022-08-12","New Opportunity [831]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Edgil Associates","Closed Lost","Simple Opportunity","2022-09-09","00016365","N/A","Shipping","2020-02-02T16:22:13.000Z","006B0000003he0fIAA","Omitted",1560000,51.6
"500B00000045wbrIAA","001B000000ZU99PIAT","001B000000ZU99PIAT","Simple Opportunity","BestCase","Low","false","2022-05-30","New Opportunity [832]","005B0000003JK1iIAG","005B0000003JLI3IAO","false","false","012B000000090sjIAA","GlobalNet Corporation","Needs Analysis","Simple Opportunity","2022-09-09","00018733","N/A","Construction","2019-11-20T18:48:50.000Z","006B0000003he0gIAA","Best Case",1103000,51.6
"500B00000045wbsIAA","001B000000WJ6a0IAD","001B000000WJ6a0IAD","Simple Opportunity","Omitted","High","true","2022-06-02","New Opportunity [833]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Dent Wizard International Corporation","Closed Lost","Simple Opportunity","2022-09-09","00018734","N/A","Apparel","2019-11-24T00:49:58.000Z","006B0000003he0hIAA","Omitted",1154000,51.6
"500B00000045wbtIAA","001B000000WJ6a1IAD","001B000000WJ6a1IAD","Simple Opportunity","BestCase","High","false","2022-03-07","New Opportunity [834]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Companion Arts","Needs Analysis","Simple Opportunity","2022-09-09","00018735","N/A","Hospitality","2019-08-28T20:52:06.000Z","006B0000003he0iIAA","Best Case",1289000,51.6
"500B000000358hyIAA","001B000000ZU99QIAT","001B000000ZU99QIAT","Simple Opportunity","Pipeline","High","false","2022-03-03","New Opportunity [835]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Local Sports Connection","Qualification","Simple Opportunity","2022-09-09","00012916","N/A","Manufacturing","2019-08-24T21:58:34.000Z","006B0000003he0jIAA","Pipeline",1000000,51.6
"500B000000358hzIAA","001B000000WJ6a4IAD","001B000000WJ6a4IAD","Simple Opportunity","Closed","Medium","true","2022-02-13","New Opportunity [836]","005B0000003JK1iIAG","005B0000003JLIAIA4","false","true","012B000000090sjIAA","eGIX Network Services","Closed Won","Simple Opportunity","2022-09-09","00012917","N/A","Communications","2019-08-06T16:42:57.000Z","006B0000003he0kIAA","Closed",1795000,81.6
"500B00000045wbvIAA","001B000000WJ6a5IAD","001B000000WJ6a5IAD","Simple Opportunity","BestCase","Medium","false","2022-06-15","New Opportunity [837]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Dartfish","Needs Analysis","Simple Opportunity","2022-09-09","00018737","N/A","Banking","2019-12-06T22:06:08.000Z","006B0000003he0lIAA","Best Case",1580000,67.1
"500B000000358ZrIAI","001B000000ZU99UIAT","001B000000ZU99UIAT","Simple Opportunity","BestCase","Low","false","2022-03-12","New Opportunity [838]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Shamrock Foods","Needs Analysis","Simple Opportunity","2022-09-09","00012418","N/A","Consulting","2019-09-02T17:53:50.000Z","006B0000003he0mIAA","Best Case",1137000,81.6
"500B000000355rnIAA","001B000000WJ6a8IAD","001B000000WJ6a8IAD","Simple Opportunity","Pipeline","Medium","false","2022-03-15","New Opportunity [839]","005B0000003JK1iIAG","005B0000003JLIIIA4","false","false","012B000000090sjIAA","Capitol Mac","Qualification","Simple Opportunity","2022-09-09","00008159","N/A","Chemicals","2019-09-06T00:32:08.000Z","006B0000003he0nIAA","Pipeline",1252000,51.6
"500B000000337EHIAY","001B000000WJ6aCIAT","001B000000WJ6aCIAT","Simple Opportunity","Omitted","High","true","2022-04-07","New Opportunity [840]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Interactive Systems","Closed Lost","Simple Opportunity","2022-09-09","00016381","N/A","Technology","2019-09-28T18:20:35.000Z","006B0000003he0oIAA","Omitted",1225000,51.6
"500B00000045wbwIAA","001B000000WJ6aDIAT","001B000000WJ6aDIAT","Simple Opportunity","BestCase","Medium","false","2022-02-11","New Opportunity [841]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Internet Archive","Needs Analysis","Simple Opportunity","2022-09-09","00018738","N/A","Electronics","2019-08-04T18:31:36.000Z","006B0000003he0pIAA","Best Case",1319000,51.6
"500B00000045wbxIAA","001B000000WJ6aFIAT","001B000000WJ6aFIAT","Simple Opportunity","Omitted","Low","true","2021-12-30","New Opportunity [842]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Optimal Integrated Solutions Inc","Closed Lost","Simple Opportunity","2022-09-09","00018739","N/A","Telecommunications","2019-06-22T18:52:26.000Z","006B0000003he0qIAA","Omitted",1591000,51.6
"500B0000002uCsUIAU","001B000000WJ6aGIAT","001B000000WJ6aGIAT","Simple Opportunity","Pipeline","Low","false","2022-08-09","New Opportunity [843]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","false","012B000000090sjIAA","GSD&M Idea City","Qualification","Simple Opportunity","2022-09-09","00003888","N/A","Communications","2020-01-30T18:39:59.000Z","006B0000003he0rIAA","Pipeline",1448000,51.6
"500B000000337GNIAY","001B000000ZU9AHIA1","001B000000ZU9AHIA1","Simple Opportunity","Closed","Medium","true","2022-03-02","New Opportunity [963]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","true","012B000000090sjIAA","Boston Atlantic Partners","Closed Won","Simple Opportunity","2022-09-09","00016511","N/A","Media","2019-08-23T16:44:09.000Z","006B0000003he2nIAA","Closed",1541000,51.6
"500B000000358oaIAA","001B000000WJ6c9IAD","001B000000WJ6c9IAD","Simple Opportunity","Pipeline","Medium","false","2022-05-24","New Opportunity [964]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","Copp Systems","Qualification","Simple Opportunity","2022-09-09","00013326","N/A","Apparel","2019-11-14T17:11:46.000Z","006B0000003he2oIAA","Pipeline",1502000,51.6
"500B00000045wdTIAQ","001B000000WJ6cAIAT","001B000000WJ6cAIAT","Simple Opportunity","Closed","High","true","2022-04-02","New Opportunity [965]","005B0000003JK1iIAG","005B0000003JLIDIA4","false","true","012B000000090sjIAA","Beaumont Sound","Closed Won","Simple Opportunity","2022-09-09","00018821","N/A","Financial Services","2019-09-23T17:39:43.000Z","006B0000003he2pIAA","Closed",1462000,51.6
"500B00000045wdUIAQ","001B000000WJ6cBIAT","001B000000WJ6cBIAT","Simple Opportunity","Forecast","Low","false","2022-01-16","New Opportunity [966]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Product Development Corporation","Negotiation","Simple Opportunity","2022-09-09","00018822","N/A","Utilities","2019-07-09T17:13:37.000Z","006B0000003he2qIAA","Commit",1293000,51.6
"500B000000337GQIAY","001B000000WJ6cCIAT","001B000000WJ6cCIAT","Simple Opportunity","BestCase","High","false","2022-05-08","New Opportunity [967]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","A I Group","Proposal/Quote","Simple Opportunity","2022-09-09","00016514","N/A","Shipping","2019-10-30T00:06:19.000Z","006B0000003he2rIAA","Best Case",1617000,51.6
"500B00000045wdVIAQ","001B000000WJ6cDIAT","001B000000WJ6cDIAT","Simple Opportunity","BestCase","High","false","2022-07-08","New Opportunity [968]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","false","012B000000090sjIAA","Trinity Management Consulting","Proposal/Quote","Simple Opportunity","2022-09-09","00018823","N/A","Communications","2019-12-29T19:06:51.000Z","006B0000003he2sIAA","Best Case",1097000,81.6
"500B00000045wdWIAQ","001B000000WJ6cEIAT","001B000000WJ6cEIAT","Simple Opportunity","BestCase","Medium","false","2022-02-13","New Opportunity [969]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","Homeserv","Proposal/Quote","Simple Opportunity","2022-09-09","00018824","N/A","Energy","2019-08-06T17:09:09.000Z","006B0000003he2tIAA","Best Case",1123000,51.6
"500B00000045wdXIAQ","001B000000ZU9AIIA1","001B000000ZU9AIIA1","Simple Opportunity","Closed","Low","true","2021-12-21","New Opportunity [970]","005B0000003JK1iIAG","005B0000003JLIDIA4","false","true","012B000000090sjIAA","Hyperwave Information Management","Closed Won","Simple Opportunity","2022-09-09","00018825","N/A","Technology","2019-06-13T16:24:33.000Z","006B0000003he2uIAA","Closed",1529000,51.6
"500B00000045wdYIAQ","001B000000WJ6cGIAT","001B000000WJ6cGIAT","Simple Opportunity","BestCase","High","false","2022-02-20","New Opportunity [971]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","false","012B000000090sjIAA","SunTrust Bank","Needs Analysis","Simple Opportunity","2022-09-09","00018826","N/A","Utilities","2019-08-13T22:22:58.000Z","006B0000003he2vIAA","Best Case",855000,51.6
