"Industry","Account_ID","Account_ID_formula","Product_Name","Region","Account_Name","Potential_Revenue","Propensity_to_Buy","Whitespace"
"Consulting","0014x000009abNUAAY","0015w00002DFO1kAAH","Cook","OR","Allied Technologies",18000,0.65,1
"Consulting","0014x000009abNSAAY","0015w00002DFO1kAAH","Cook","NV","Anaco Limited",18000,0.55,2
"Consulting","0014x000009abNTAAY","0015w00002DFO1kAAH","Cook","WA","Associated Supply Co.",18000,0.85,1
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Cook","UT","Big Sky & Sons",18000,0.55,1
"Consulting","0014x000009abO5AAI","0015w00002DFO1kAAH","Cook","CA","Biospan, LLC.",18000,0.74,1
"Consulting","0014x000009abNDAAY","0015w00002DFO1kAAH","Cook","OR","Datanet, Inc.",18000,0.34,2
"Consulting","0014x000009abMmAAI","0015w00002DFO1kAAH","Cook","OR","Displaytech",18000,0.72,2
"Consulting","0014x000009abNeAAI","0015w00002DFO1kAAH","Cook","CA","Employnet",18000,0.71,3
"Consulting","0014x000009abNOAAY","0015w00002DFO1kAAH","Cook","NV","General Utilities",18000,0.27,3
"Consulting","0014x000009abNhAAI","0015w00002DFO1kAAH","Cook","UT","Goodman Imports",18000,0.16,2
"Consulting","0014x000009abNBAAY","0015w00002DFO1kAAH","Cook","CO","Green Fields Media",18000,0.24,2
"Consulting","0014x000009abNjAAI","0015w00002DFO1kAAH","Cook","CO","Gusto Manufacturing",18000,0.35,2
"Consulting","0014x000009abNkAAI","0015w00002DFO1kAAH","Cook","OR","Harmon Consulting",18000,0.35,2
"Consulting","0014x000009abNgAAI","0015w00002DFO1kAAH","Cook","CA","Haven Enterprises",18000,0.79,1
"Consulting","0014x000009abNXAAY","0015w00002DFO1kAAH","Cook","WA","Homeland Company",18000,0.62,3
"Consulting","0014x000008aRG4AAM","0015w00002DFO1kAAH","Cook","OR","Integrity Systems",18000,0.78,2
"Consulting","0014x000009abNHAAY","0015w00002DFO1kAAH","Cook","AZ","Inventure, Inc.",18000,0.34,3
"Consulting","0014x000009abMkAAI","0015w00002DFO1kAAH","Cook","NV","Meridian Partners",18000,0.19,1
"Consulting","0014x000009abNPAAY","0015w00002DFO1kAAH","Cook","WY","Missoula & Sons Inc.",18000,0.7,3
"Consulting","0014x000009abNwAAI","0015w00002DFO1kAAH","Cook","WA","Momentum Design",18000,0.42,3
"Consulting","0014x000009abO8AAI","0015w00002DFO1kAAH","Cook","CA","NetAssist, Inc.",18000,0.67,2
"Consulting","0014x000009abMlAAI","0015w00002DFO1kAAH","Cook","WA","Ohana, Inc.",18000,0.48,2
"Consulting","0014x000009abNZAAY","0015w00002DFO1kAAH","Cook","NV","Open Source Inc.",18000,0.17,2
"Consulting","0014x000009abNbAAI","0015w00002DFO1kAAH","Cook","CA","Optos Inc.",18000,0.64,1
"Consulting","0014x000009abO6AAI","0015w00002DFO1kAAH","Cook","ID","Plasmosis, Inc.",18000,0.77,2
"Consulting","0014x000009abNiAAI","0015w00002DFO1kAAH","Cook","CO","Roseburg Products",18000,0.27,2
"Consulting","0014x000009abO1AAI","0015w00002DFO1kAAH","Cook","CA","Silodyne Company",18000,0.79,1
"Consulting","0014x000009abNMAAY","0015w00002DFO1kAAH","Cook","CO","Southern Solutions",18000,0.64,1
"Consulting","0014x000009abMqAAI","0015w00002DFO1kAAH","Cook","UT","Tech Labs",18000,0.5,1
"Consulting","0014x000009abNaAAI","0015w00002DFO1kAAH","Cook","MT","Towson Inc.",18000,0.85,1
"Consulting","0014x000009abNfAAI","0015w00002DFO1kAAH","Cook","ID","Tyconet",18000,0.56,3
"Consulting","0014x000009abNcAAI","0015w00002DFO1kAAH","Cook","NV","UlyssesNet",18000,0.21,1
"Consulting","0014x000009abNJAAY","0015w00002DFO1kAAH","Cook","WA","Universal Containers",18000,0.45,2
"Consulting","0014x000009abNNAAY","0015w00002DFO1kAAH","Cook","CO","Valley Supply Inc.",18000,0.8,3
"Consulting","0014x000009abNxAAI","0015w00002DFO1kAAH","Cook","NV","Wellspring, Inc.",18000,0.82,1
"Consulting","0014x000009abNYAAY","0015w00002DFO1kAAH","Cook","WA","XPower",18000,0.79,1
"Consulting","0014x000009abNAAAY","0015w00002DFO1kAAH","Cook","MT","Zenith Distributors",18000,0.38,1
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Durbin","CO","24-7 Financial.com",24000,0.59,3
"Consulting","0014x000008aRJXAA2","0015w00002DFO1kAAH","Durbin","MT","A Open Booking Agency",24000,0.79,3
"Consulting","0014x000009abO7AAI","0015w00002DFO1kAAH","Durbin","CA","Accusage, Inc.",24000,0.9,2
"Consulting","0014x000009abMiAAI","0015w00002DFO1kAAH","Durbin","OR","Acme Partners",24000,0.42,2
"Consulting","0014x000008aRMPAA2","0015w00002DFO1kAAH","Durbin","OR","Activsupport",24000,0.47,1
"Consulting","0014x000008aRICAA2","0015w00002DFO1kAAH","Durbin","NV","AdExchange.com",24000,0.72,1
"Consulting","0014x000009abMoAAI","0015w00002DFO1kAAH","Durbin","UT","Advanced Communications",24000,0.75,1
"Consulting","0014x000009abNUAAY","0015w00002DFO1kAAH","Durbin","OR","Allied Technologies",24000,0.21,3
"Consulting","0014x000009abNSAAY","0015w00002DFO1kAAH","Durbin","NV","Anaco Limited",24000,0.31,2
"Consulting","0014x000009abNTAAY","0015w00002DFO1kAAH","Durbin","WA","Associated Supply Co.",24000,0.39,1
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Durbin","UT","Big Sky & Sons",24000,0.6,1
"Consulting","0014x000009abO5AAI","0015w00002DFO1kAAH","Durbin","CA","Biospan, LLC.",24000,0.84,2
"Consulting","0014x000009abNDAAY","0015w00002DFO1kAAH","Durbin","OR","Datanet, Inc.",24000,0.31,3
"Consulting","0014x000009abMmAAI","0015w00002DFO1kAAH","Durbin","OR","Displaytech",24000,0.71,1
"Consulting","0014x000009abNeAAI","0015w00002DFO1kAAH","Durbin","CA","Employnet",24000,0.41,3
"Consulting","0014x000009abNOAAY","0015w00002DFO1kAAH","Durbin","NV","General Utilities",24000,0.5,3
"Consulting","0014x000009abNhAAI","0015w00002DFO1kAAH","Durbin","UT","Goodman Imports",24000,0.67,3
"Consulting","0014x000009abNBAAY","0015w00002DFO1kAAH","Durbin","CO","Green Fields Media",24000,0.34,1
"Consulting","0014x000009abNjAAI","0015w00002DFO1kAAH","Durbin","CO","Gusto Manufacturing",24000,0.25,1
"Consulting","0014x000009abNkAAI","0015w00002DFO1kAAH","Durbin","OR","Harmon Consulting",24000,0.84,3
"Consulting","0014x000009abNgAAI","0015w00002DFO1kAAH","Durbin","CA","Haven Enterprises",24000,0.46,2
"Consulting","0014x000009abNXAAY","0015w00002DFO1kAAH","Durbin","WA","Homeland Company",24000,0.73,3
"Consulting","0014x000008aRG4AAM","0015w00002DFO1kAAH","Durbin","OR","Integrity Systems",24000,0.69,3
"Consulting","0014x000009abNHAAY","0015w00002DFO1kAAH","Durbin","AZ","Inventure, Inc.",24000,0.25,2
"Consulting","0014x000009abMkAAI","0015w00002DFO1kAAH","Durbin","NV","Meridian Partners",24000,0.23,1
"Consulting","0014x000009abNPAAY","0015w00002DFO1kAAH","Durbin","WY","Missoula & Sons Inc.",24000,0.38,3
"Consulting","0014x000009abNwAAI","0015w00002DFO1kAAH","Durbin","WA","Momentum Design",24000,0.79,3
"Consulting","0014x000009abO8AAI","0015w00002DFO1kAAH","Durbin","CA","NetAssist, Inc.",24000,0.86,3
"Consulting","0014x000009abMlAAI","0015w00002DFO1kAAH","Durbin","WA","Ohana, Inc.",24000,0.13,1
"Consulting","0014x000009abNZAAY","0015w00002DFO1kAAH","Durbin","NV","Open Source Inc.",24000,0.52,2
"Consulting","0014x000009abNbAAI","0015w00002DFO1kAAH","Durbin","CA","Optos Inc.",24000,0.31,2
"Consulting","0014x000009abO6AAI","0015w00002DFO1kAAH","Durbin","ID","Plasmosis, Inc.",24000,0.18,2
"Consulting","0014x000009abNiAAI","0015w00002DFO1kAAH","Durbin","CO","Roseburg Products",24000,0.83,2
"Consulting","0014x000009abO1AAI","0015w00002DFO1kAAH","Durbin","CA","Silodyne Company",24000,0.58,2
"Consulting","0014x000009abNMAAY","0015w00002DFO1kAAH","Durbin","CO","Southern Solutions",24000,0.32,1
"Consulting","0014x000009abMqAAI","0015w00002DFO1kAAH","Durbin","UT","Tech Labs",24000,0.18,2
"Consulting","0014x000009abNaAAI","0015w00002DFO1kAAH","Durbin","MT","Towson Inc.",24000,0.57,3
"Consulting","0014x000009abNfAAI","0015w00002DFO1kAAH","Durbin","ID","Tyconet",24000,0.13,3
"Consulting","0014x000009abNcAAI","0015w00002DFO1kAAH","Durbin","NV","UlyssesNet",24000,0.78,1
"Consulting","0014x000009abNJAAY","0015w00002DFO1kAAH","Durbin","WA","Universal Containers",24000,0.85,2
"Consulting","0014x000009abNNAAY","0015w00002DFO1kAAH","Durbin","CO","Valley Supply Inc.",24000,0.61,1
"Consulting","0014x000009abNxAAI","0015w00002DFO1kAAH","Durbin","NV","Wellspring, Inc.",24000,0.67,2
"Consulting","0014x000009abNYAAY","0015w00002DFO1kAAH","Durbin","WA","XPower",24000,0.78,3
"Consulting","0014x000009abNAAAY","0015w00002DFO1kAAH","Durbin","MT","Zenith Distributors",24000,0.77,2
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Euclid","CO","24-7 Financial.com",14000,0.79,2
"Consulting","0014x000008aRJXAA2","0015w00002DFO1kAAH","Euclid","MT","A Open Booking Agency",14000,0.84,1
"Consulting","0014x000009abO7AAI","0015w00002DFO1kAAH","Euclid","CA","Accusage, Inc.",14000,0.3,1
"Consulting","0014x000009abMiAAI","0015w00002DFO1kAAH","Euclid","OR","Acme Partners",14000,0.58,2
"Consulting","0014x000008aRMPAA2","0015w00002DFO1kAAH","Euclid","OR","Activsupport",14000,0.88,1
"Consulting","0014x000008aRICAA2","0015w00002DFO1kAAH","Euclid","NV","AdExchange.com",14000,0.71,2
"Consulting","0014x000009abMoAAI","0015w00002DFO1kAAH","Euclid","UT","Advanced Communications",14000,0.38,1
"Consulting","0014x000009abNUAAY","0015w00002DFO1kAAH","Euclid","OR","Allied Technologies",14000,0.61,3
"Consulting","0014x000009abNSAAY","0015w00002DFO1kAAH","Euclid","NV","Anaco Limited",14000,0.56,1
"Consulting","0014x000009abNTAAY","0015w00002DFO1kAAH","Euclid","WA","Associated Supply Co.",14000,0.45,1
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Euclid","UT","Big Sky & Sons",14000,0.49,1
"Consulting","0014x000009abO5AAI","0015w00002DFO1kAAH","Euclid","CA","Biospan, LLC.",14000,0.43,3
"Consulting","0014x000009abNDAAY","0015w00002DFO1kAAH","Euclid","OR","Datanet, Inc.",14000,0.14,1
"Consulting","0014x000009abMmAAI","0015w00002DFO1kAAH","Euclid","OR","Displaytech",14000,0.14,3
"Consulting","0014x000009abNeAAI","0015w00002DFO1kAAH","Euclid","CA","Employnet",14000,0.43,2
"Consulting","0014x000009abNOAAY","0015w00002DFO1kAAH","Euclid","NV","General Utilities",14000,0.58,2
"Consulting","0014x000009abNhAAI","0015w00002DFO1kAAH","Euclid","UT","Goodman Imports",14000,0.61,3
"Consulting","0014x000009abNBAAY","0015w00002DFO1kAAH","Euclid","CO","Green Fields Media",14000,0.38,1
"Consulting","0014x000009abNjAAI","0015w00002DFO1kAAH","Euclid","CO","Gusto Manufacturing",14000,0.14,2
"Consulting","0014x000009abNkAAI","0015w00002DFO1kAAH","Euclid","OR","Harmon Consulting",14000,0.88,3
"Consulting","0014x000009abNgAAI","0015w00002DFO1kAAH","Euclid","CA","Haven Enterprises",14000,0.25,2
"Consulting","0014x000009abNXAAY","0015w00002DFO1kAAH","Euclid","WA","Homeland Company",14000,0.53,1
"Consulting","0014x000008aRG4AAM","0015w00002DFO1kAAH","Euclid","OR","Integrity Systems",14000,0.46,3
"Consulting","0014x000009abNHAAY","0015w00002DFO1kAAH","Euclid","AZ","Inventure, Inc.",14000,0.67,3
"Consulting","0014x000009abMkAAI","0015w00002DFO1kAAH","Euclid","NV","Meridian Partners",14000,0.55,1
"Consulting","0014x000009abNPAAY","0015w00002DFO1kAAH","Euclid","WY","Missoula & Sons Inc.",14000,0.57,2
"Consulting","0014x000009abNwAAI","0015w00002DFO1kAAH","Euclid","WA","Momentum Design",14000,0.67,2
"Consulting","0014x000009abO8AAI","0015w00002DFO1kAAH","Euclid","CA","NetAssist, Inc.",14000,0.33,2
"Consulting","0014x000009abMlAAI","0015w00002DFO1kAAH","Euclid","WA","Ohana, Inc.",14000,0.23,2
"Consulting","0014x000009abNZAAY","0015w00002DFO1kAAH","Euclid","NV","Open Source Inc.",14000,0.35,1
"Consulting","0014x000009abNbAAI","0015w00002DFO1kAAH","Euclid","CA","Optos Inc.",14000,0.67,3
"Consulting","0014x000009abO6AAI","0015w00002DFO1kAAH","Euclid","ID","Plasmosis, Inc.",14000,0.18,3
"Consulting","0014x000009abNiAAI","0015w00002DFO1kAAH","Euclid","CO","Roseburg Products",14000,0.88,3
"Consulting","0014x000009abO1AAI","0015w00002DFO1kAAH","Euclid","CA","Silodyne Company",14000,0.18,3
"Consulting","0014x000009abNMAAY","0015w00002DFO1kAAH","Euclid","CO","Southern Solutions",14000,0.51,1
"Consulting","0014x000009abMqAAI","0015w00002DFO1kAAH","Euclid","UT","Tech Labs",14000,0.77,1
"Consulting","0014x000009abNaAAI","0015w00002DFO1kAAH","Euclid","MT","Towson Inc.",14000,0.11,1
"Consulting","0014x000009abNfAAI","0015w00002DFO1kAAH","Euclid","ID","Tyconet",14000,0.42,2
"Consulting","0014x000009abNcAAI","0015w00002DFO1kAAH","Euclid","NV","UlyssesNet",14000,0.73,2
"Consulting","0014x000009abNJAAY","0015w00002DFO1kAAH","Euclid","WA","Universal Containers",14000,0.87,3
"Consulting","0014x000009abNNAAY","0015w00002DFO1kAAH","Euclid","CO","Valley Supply Inc.",14000,0.49,3
"Consulting","0014x000009abNxAAI","0015w00002DFO1kAAH","Euclid","NV","Wellspring, Inc.",14000,0.77,3
"Consulting","0014x000009abNYAAY","0015w00002DFO1kAAH","Euclid","WA","XPower",14000,0.14,3
"Consulting","0014x000009abNAAAY","0015w00002DFO1kAAH","Euclid","MT","Zenith Distributors",14000,0.76,1
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Fourier","CO","24-7 Financial.com",18000,0.9,3
"Consulting","0014x000008aRJXAA2","0015w00002DFO1kAAH","Fourier","MT","A Open Booking Agency",18000,0.52,2
"Consulting","0014x000009abO7AAI","0015w00002DFO1kAAH","Fourier","CA","Accusage, Inc.",18000,0.18,2
"Consulting","0014x000009abMiAAI","0015w00002DFO1kAAH","Fourier","OR","Acme Partners",18000,0.25,1
"Consulting","0014x000008aRMPAA2","0015w00002DFO1kAAH","Fourier","OR","Activsupport",18000,0.5,2
"Consulting","0014x000008aRICAA2","0015w00002DFO1kAAH","Fourier","NV","AdExchange.com",18000,0.75,3
"Consulting","0014x000009abMoAAI","0015w00002DFO1kAAH","Fourier","UT","Advanced Communications",18000,0.55,2
"Consulting","0014x000009abNUAAY","0015w00002DFO1kAAH","Fourier","OR","Allied Technologies",18000,0.33,1
"Consulting","0014x000009abNSAAY","0015w00002DFO1kAAH","Fourier","NV","Anaco Limited",18000,0.57,3
"Consulting","0014x000009abNTAAY","0015w00002DFO1kAAH","Fourier","WA","Associated Supply Co.",18000,0.37,2
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Fourier","UT","Big Sky & Sons",18000,0.2,3
"Consulting","0014x000009abO5AAI","0015w00002DFO1kAAH","Fourier","CA","Biospan, LLC.",18000,0.5,2
"Consulting","0014x000009abNDAAY","0015w00002DFO1kAAH","Fourier","OR","Datanet, Inc.",18000,0.31,1
"Consulting","0014x000009abMmAAI","0015w00002DFO1kAAH","Fourier","OR","Displaytech",18000,0.78,1
"Consulting","0014x000009abNeAAI","0015w00002DFO1kAAH","Fourier","CA","Employnet",18000,0.39,3
"Consulting","0014x000009abNOAAY","0015w00002DFO1kAAH","Fourier","NV","General Utilities",18000,0.44,1
"Consulting","0014x000009abNhAAI","0015w00002DFO1kAAH","Fourier","UT","Goodman Imports",18000,0.8,3
"Consulting","0014x000009abNBAAY","0015w00002DFO1kAAH","Fourier","CO","Green Fields Media",18000,0.68,3
"Consulting","0014x000009abNjAAI","0015w00002DFO1kAAH","Fourier","CO","Gusto Manufacturing",18000,0.24,1
"Consulting","0014x000009abNkAAI","0015w00002DFO1kAAH","Fourier","OR","Harmon Consulting",18000,0.63,1
"Consulting","0014x000009abNgAAI","0015w00002DFO1kAAH","Fourier","CA","Haven Enterprises",18000,0.84,3
