"IsDeleted","Skill.IsDeleted","Skill.Description","WorkType.Name","Skill.DeveloperName","SkillId","Id","RelatedRecordId","Skill.Language","SkillNumber","Skill.MasterLabel","SkillLevel"
"false","false","LS Skill","Troubleshooting Turbines (Virtual)","Hydraulic_Failures","0C52X000000TTTySAO","0Hx2X000000cjPjSAI","08q2X000000cU8MQAU","en_US","SREQ-421","Hydraulic Failures",
"false","false","LS Skill","Troubleshooting Turbines (Virtual)","Electrical_Failures","0C52X000000TTTwSAO","0Hx2X000000cjPkSAI","08q2X000000cU8MQAU","en_US","SREQ-422","Electrical Failures",
"false","false","LS Skill","Turbine and Wind Energy Basics (In a Center)","Turbine_Basic_Usage","0C52X000000TTTsSAO","0Hx2X000000cjPlSAI","08q2X000000cU8JQAU","en_US","SREQ-423","Turbine Basic Usage",
"false","false","LS Skill","Turbine and Wind Energy Basics (In a Center)","Turbine_Advanced_Usage","0C52X000000TTTtSAO","0Hx2X000000cjPmSAI","08q2X000000cU8JQAU","en_US","SREQ-424","Turbine Advanced Usage",
"false","false","LS Skill","Turbine and Wind Energy Basics (Virtual)","Turbine_Basic_Usage","0C52X000000TTTsSAO","0Hx2X000000cjPnSAI","08q2X000000cU8OQAU","en_US","SREQ-425","Turbine Basic Usage",
"false","false","LS Skill","Turbine and Wind Energy Basics (Virtual)","Turbine_Advanced_Usage","0C52X000000TTTtSAO","0Hx2X000000cjPoSAI","08q2X000000cU8OQAU","en_US","SREQ-426","Turbine Advanced Usage",
"false","false","LS Skill","Turbine Performance (In a Center)","Turbine_Performance","0C52X000000TTTuSAO","0Hx2X000000cjPpSAI","08q2X000000cU8KQAU","en_US","SREQ-427","Turbine Performance",
"false","false","LS Skill","Turbine Performance (Virtual)","Turbine_Performance","0C52X000000TTTuSAO","0Hx2X000000cjPqSAI","08q2X000000cU8PQAU","en_US","SREQ-428","Turbine Performance",
"false","false","LS Skill","New Product Training (In a Center)","New_Product_Release_Training","0C52X000000TTTzSAO","0Hx2X000000cjPrSAI","08q2X000000cU8HQAU","en_US","SREQ-429","New Product Release Training",
"false","false","LS Skill","New Product Training (Virtual)","New_Product_Release_Training","0C52X000000TTTzSAO","0Hx2X000000cjPsSAI","08q2X000000cU8QQAU","en_US","SREQ-430","New Product Release Training",
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPtSAI","0WO2X000000w8wNWAQ","en_US","SREQ-128","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPuSAI","0WO2X000000w8wTWAQ","en_US","SREQ-130","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPvSAI","0WO2X000000w8wUWAQ","en_US","SREQ-131","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPwSAI","0WO2X000000w8wtWAA","en_US","SREQ-136","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPxSAI","0WO2X000000w8wxWAA","en_US","SREQ-137","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPySAI","0WO2X000000w8wzWAA","en_US","SREQ-138","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjPzSAI","0WO2X000000w8x2WAA","en_US","SREQ-139","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ0SAI","0WO2X000000w8xAWAQ","en_US","SREQ-143","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ1SAI","0WO2X000000w8xFWAQ","en_US","SREQ-147","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ2SAI","0WO2X000000w8xGWAQ","en_US","SREQ-148","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ3SAI","0WO2X000000w8xLWAQ","en_US","SREQ-149","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ4SAI","0WO2X000000w8xWWAQ","en_US","SREQ-150","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ5SAI","0WO2X000000w8y7WAA","en_US","SREQ-156","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ6SAI","0WO2X000000w8y9WAA","en_US","SREQ-157","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ7SAI","0WO2X000000w8yHWAQ","en_US","SREQ-159","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ8SAI","0WO2X000000w8yUWAQ","en_US","SREQ-167","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQ9SAI","0WO2X000000w8yYWAQ","en_US","SREQ-168","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQASAY","0WO2X000000w8yZWAQ","en_US","SREQ-169","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQBSAY","0WO2X000000w8ygWAA","en_US","SREQ-170","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQCSAY","0WO2X000000w8yoWAA","en_US","SREQ-172","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQDSAY","0WO2X000000w8ypWAA","en_US","SREQ-173","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQESAY","0WO2X000000w8yyWAA","en_US","SREQ-174","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQFSAY","0WO2X000000w8zNWAQ","en_US","SREQ-181","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQGSAY","0WO2X000000w8zPWAQ","en_US","SREQ-182","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQHSAY","0WO2X000000w8zSWAQ","en_US","SREQ-183","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQISAY","0WO2X000000w90AWAQ","en_US","SREQ-195","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQJSAY","0WO2X000000w8zYWAQ","en_US","SREQ-184","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQKSAY","0WO2X000000w8znWAA","en_US","SREQ-185","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQLSAY","0WO2X000000w90zWAA","en_US","SREQ-215","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQMSAY","0WO2X000000w913WAA","en_US","SREQ-216","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQNSAY","0WO2X000000w90EWAQ","en_US","SREQ-196","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQOSAY","0WO2X000000w90FWAQ","en_US","SREQ-197","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQPSAY","0WO2X000000w90RWAQ","en_US","SREQ-203","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQQSAY","0WO2X000000w90VWAQ","en_US","SREQ-205","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQRSAY","0WO2X000000w90OWAQ","en_US","SREQ-201","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQSSAY","0WO2X000000w90PWAQ","en_US","SREQ-202","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQTSAY","0WO2X000000w90kWAA","en_US","SREQ-208","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQUSAY","0WO2X000000w90lWAA","en_US","SREQ-210","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQVSAY","0WO2X000000w90mWAA","en_US","SREQ-211","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQWSAY","0WO2X000000w90tWAA","en_US","SREQ-212","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQXSAY","0WO2X000000w918WAA","en_US","SREQ-220","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQYSAY","0WO2X000000w914WAA","en_US","SREQ-217","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQZSAY","0WO2X000000w915WAA","en_US","SREQ-218","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQaSAI","0WO2X000000w916WAA","en_US","SREQ-219","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQbSAI","0WO2X000000w91GWAQ","en_US","SREQ-222","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQcSAI","0WO2X000000w92hWAA","en_US","SREQ-235","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQdSAI","0WO2X000000w92xWAA","en_US","SREQ-238","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQeSAI","0WO2X000000w92UWAQ","en_US","SREQ-234","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQfSAI","0WO2X000000w92jWAA","en_US","SREQ-236","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQgSAI","0WO2X000000w92nWAA","en_US","SREQ-237","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQhSAI","0WO2X000000w93DWAQ","en_US","SREQ-241","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQiSAI","0WO2X000000w93MWAQ","en_US","SREQ-244","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQjSAI","0WO2X000000w93RWAQ","en_US","SREQ-246","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQkSAI","0WO2X000000w93cWAA","en_US","SREQ-249","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQlSAI","0WO2X000000w93oWAA","en_US","SREQ-254","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQmSAI","0WO2X000000w93eWAA","en_US","SREQ-253","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQnSAI","0WO2X000000w93pWAA","en_US","SREQ-255","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQoSAI","0WO2X000000w93yWAA","en_US","SREQ-256","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQpSAI","0WO2X000000w944WAA","en_US","SREQ-258","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQqSAI","0WO2X000000w94AWAQ","en_US","SREQ-259","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQrSAI","0WO2X000000w94WWAQ","en_US","SREQ-263","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQsSAI","0WO2X000000w94oWAA","en_US","SREQ-266","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQtSAI","0WO2X000000w94yWAA","en_US","SREQ-269","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQuSAI","0WO2X000000w952WAA","en_US","SREQ-270","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQvSAI","0WO2X000000w954WAA","en_US","SREQ-271","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQwSAI","0WO2X000000w95AWAQ","en_US","SREQ-273","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQxSAI","0WO2X000000w95CWAQ","en_US","SREQ-274","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQySAI","0WO2X000000w95FWAQ","en_US","SREQ-275","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjQzSAI","0WO2X000000w95OWAQ","en_US","SREQ-276","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR0SAI","0WO2X000000w95RWAQ","en_US","SREQ-277","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR1SAI","0WO2X000000w95TWAQ","en_US","SREQ-279","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR2SAI","0WO2X000000w95XWAQ","en_US","SREQ-280","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR3SAI","0WO2X000000w95gWAA","en_US","SREQ-281","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR4SAI","0WO2X000000w95xWAA","en_US","SREQ-283","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR5SAI","0WO2X000000w960WAA","en_US","SREQ-284","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR6SAI","0WO2X000000w966WAA","en_US","SREQ-285","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR7SAI","0WO2X000000w96AWAQ","en_US","SREQ-287","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR8SAI","0WO2X000000w96CWAQ","en_US","SREQ-288","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjR9SAI","0WO2X000000w96GWAQ","en_US","SREQ-289","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRASAY","0WO2X000000w96HWAQ","en_US","SREQ-292","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRBSAY","0WO2X000000w96KWAQ","en_US","SREQ-295","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRCSAY","0WO2X000000w96NWAQ","en_US","SREQ-296","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRDSAY","0WO2X000000w96OWAQ","en_US","SREQ-297","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRESAY","0WO2X000000w96VWAQ","en_US","SREQ-299","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRFSAY","0WO2X000000w96WWAQ","en_US","SREQ-300","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRGSAY","0WO2X000000w96lWAA","en_US","SREQ-304","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRHSAY","0WO2X000000w96uWAA","en_US","SREQ-314","Break-Fix",1
"false","false","FSL Skill","Multi-Day Installation","Installation","0C52X000000TTU9SAO","0Hx2X000000cjRISAY","08q2X000000cU7uQAE","en_US","SREQ-315","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRJSAY","0WO2X000000w96vWAA","en_US","SREQ-316","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRKSAY","0WO2X000000w96wWAA","en_US","SREQ-317","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRLSAY","0WO2X000000w96xWAA","en_US","SREQ-318","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRMSAY","0WO2X000000w96yWAA","en_US","SREQ-319","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRNSAY","0WO2X000000w96zWAA","en_US","SREQ-320","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjROSAY","0WO2X000000w970WAA","en_US","SREQ-321","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRPSAY","0WO2X000000w971WAA","en_US","SREQ-322","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRQSAY","0WO2X000000w972WAA","en_US","SREQ-323","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRRSAY","0WO2X000000w973WAA","en_US","SREQ-324","Installation",1
"false","false","FSL Skill",,"Installation","0C52X000000TTU9SAO","0Hx2X000000cjRSSAY","0WO2X000000w974WAA","en_US","SREQ-325","Installation",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRTSAY","0WO2X000000w975WAA","en_US","SREQ-326","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRUSAY","0WO2X000000w976WAA","en_US","SREQ-327","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRVSAY","0WO2X000000w977WAA","en_US","SREQ-328","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRWSAY","0WO2X000000w978WAA","en_US","SREQ-329","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRXSAY","0WO2X000000w979WAA","en_US","SREQ-330","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRYSAY","0WO2X000000w97AWAQ","en_US","SREQ-331","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRZSAY","0WO2X000000w97BWAQ","en_US","SREQ-332","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRaSAI","0WO2X000000w97CWAQ","en_US","SREQ-333","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRbSAI","0WO2X000000w97DWAQ","en_US","SREQ-334","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRcSAI","0WO2X000000w97EWAQ","en_US","SREQ-335","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRdSAI","0WO2X000000w97HWAQ","en_US","SREQ-336","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjReSAI","0WO2X000000w97IWAQ","en_US","SREQ-337","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRfSAI","0WO2X000000w97JWAQ","en_US","SREQ-338","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRgSAI","0WO2X000000w97KWAQ","en_US","SREQ-339","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRhSAI","0WO2X000000w97LWAQ","en_US","SREQ-340","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRiSAI","0WO2X000000w97MWAQ","en_US","SREQ-341","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRjSAI","0WO2X000000w97NWAQ","en_US","SREQ-342","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRkSAI","0WO2X000000w97OWAQ","en_US","SREQ-343","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRlSAI","0WO2X000000w97PWAQ","en_US","SREQ-344","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRmSAI","0WO2X000000w97QWAQ","en_US","SREQ-345","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRnSAI","0WO2X000000w97RWAQ","en_US","SREQ-346","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRoSAI","0WO2X000000w97SWAQ","en_US","SREQ-347","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRpSAI","0WO2X000000w97TWAQ","en_US","SREQ-348","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRqSAI","0WO2X000000w97UWAQ","en_US","SREQ-349","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRrSAI","0WO2X000000w97VWAQ","en_US","SREQ-350","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRsSAI","0WO2X000000w97WWAQ","en_US","SREQ-351","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRtSAI","0WO2X000000w97XWAQ","en_US","SREQ-352","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRuSAI","0WO2X000000w97YWAQ","en_US","SREQ-353","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRvSAI","0WO2X000000w97ZWAQ","en_US","SREQ-354","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRwSAI","0WO2X000000w97aWAA","en_US","SREQ-355","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRxSAI","0WO2X000000w97bWAA","en_US","SREQ-356","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRySAI","0WO2X000000w97cWAA","en_US","SREQ-357","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjRzSAI","0WO2X000000w97dWAA","en_US","SREQ-358","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS0SAI","0WO2X000000w97eWAA","en_US","SREQ-359","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS1SAI","0WO2X000000w97fWAA","en_US","SREQ-360","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS2SAI","0WO2X000000w97gWAA","en_US","SREQ-361","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS3SAI","0WO2X000000w97hWAA","en_US","SREQ-362","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS4SAI","0WO2X000000w97iWAA","en_US","SREQ-363","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS5SAI","0WO2X000000w97jWAA","en_US","SREQ-364","Break-Fix",1
