"ANALYTICSDEMO_BATCH_ID_C","OLDVALUE","CREATEDDATE","FIELD","NEWVALUE","LastProcessedDate","LEADID"
"20190909101048549094","Unqualified","2019-08-30","Status","New","2019-09-09","W_Lead.19"
"20190909101048549094","New","2019-08-31","Status","Working - Contacted","2019-09-09","W_Lead.19"
"20190909101048549094","Working - Contacted","2019-09-06","Status","Nurturing - Contacted","2019-09-09","W_Lead.19"
"20190909101048549094","Unqualified","2019-08-31","Status","Unqualified","2019-09-09","W_Lead.20"
"20190909101048549094","Unqualified","2019-09-05","Status","New","2019-09-09","W_Lead.20"
"20190909101048549094","New","2019-09-06","Status","Working - Contacted","2019-09-09","W_Lead.20"
"20190909101048549094","Unqualified","2019-06-30","Status","Unqualified","2019-09-09","W_Lead.21"
"20190909101048549094","Unqualified","2019-07-23","Status","New","2019-09-09","W_Lead.21"
"20190909101048549094","New","2019-07-23","Status","Working - Contacted","2019-09-09","W_Lead.21"
"20190909101048549094","Working - Contacted","2019-07-26","Status","Nurturing - Contacted","2019-09-09","W_Lead.21"
"20190909101048549094","Nurturing - Contacted","2019-08-14","Status","Closed - Not Converted","2019-09-09","W_Lead.21"
"20190909101048549094","Unqualified","2019-08-27","Status","Unqualified","2019-09-09","W_Lead.22"
"20190909101048549094","Unqualified","2019-09-03","Status","New","2019-09-09","W_Lead.22"
"20190909101048549094","New","2019-09-07","Status","Working - Contacted","2019-09-09","W_Lead.22"
"20190909101048549094","Unqualified","2019-08-22","Status","Unqualified","2019-09-09","W_Lead.23"
"20190909101048549094","Unqualified","2019-09-01","Status","New","2019-09-09","W_Lead.23"
"20190909101048549094","New","2019-09-01","Status","Working - Contacted","2019-09-09","W_Lead.23"
"20190909101048549094","Working - Contacted","2019-09-03","Status","Nurturing - Contacted","2019-09-09","W_Lead.23"
"20190909101048549094","Nurturing - Contacted","2019-09-06","Status","Closed - Not Converted","2019-09-09","W_Lead.23"
"20190909101048549094","Unqualified","2019-08-24","Status","Unqualified","2019-09-09","W_Lead.24"
"20190909101048549094","Unqualified","2019-08-26","Status","New","2019-09-09","W_Lead.24"
"20190909101048549094","New","2019-08-26","Status","Working - Contacted","2019-09-09","W_Lead.24"
"20190909101048549094","Working - Contacted","2019-08-28","Status","Nurturing - Contacted","2019-09-09","W_Lead.24"
"20190909101048549094","Unqualified","2019-07-17","Status","Unqualified","2019-09-09","W_Lead.25"
"20190909101048549094","Unqualified","2019-07-24","Status","New","2019-09-09","W_Lead.25"
"20190909101048549094","New","2019-07-24","Status","Working - Contacted","2019-09-09","W_Lead.25"
"20190909101048549094","Working - Contacted","2019-07-25","Status","Nurturing - Contacted","2019-09-09","W_Lead.25"
"20190909101048549094","Nurturing - Contacted","2019-07-31","Status","Converted","2019-09-09","W_Lead.25"
"20190909101048549094","Unqualified","2019-08-16","Status","Unqualified","2019-09-09","W_Lead.26"
"20190909101048549094","Unqualified","2019-08-21","Status","New","2019-09-09","W_Lead.26"
"20190909101048549094","New","2019-08-21","Status","Working - Contacted","2019-09-09","W_Lead.26"
"20190909101048549094","Working - Contacted","2019-08-24","Status","Nurturing - Contacted","2019-09-09","W_Lead.26"
"20190909101048549094","Unqualified","2019-08-22","Status","Unqualified","2019-09-09","W_Lead.27"
"20190909101048549094","Unqualified","2019-08-23","Status","New","2019-09-09","W_Lead.27"
"20190909101048549094","New","2019-08-23","Status","Working - Contacted","2019-09-09","W_Lead.27"
"20190909101048549094","Working - Contacted","2019-08-24","Status","Nurturing - Contacted","2019-09-09","W_Lead.27"
"20190909101048549094","Unqualified","2019-08-05","Status","Unqualified","2019-09-09","W_Lead.28"
"20190909101048549094","Unqualified","2019-08-15","Status","New","2019-09-09","W_Lead.28"
"20190909101048549094","New","2019-08-16","Status","Working - Contacted","2019-09-09","W_Lead.28"
"20190909101048549094","Working - Contacted","2019-08-17","Status","Nurturing - Contacted","2019-09-09","W_Lead.28"
"20190909101048549094","Unqualified","2019-09-02","Status","Unqualified","2019-09-09","W_Lead.29"
"20190909101048549094","Unqualified","2019-09-06","Status","New","2019-09-09","W_Lead.29"
"20190909101048549094","Unqualified","2019-08-25","Status","Unqualified","2019-09-09","W_Lead.30"
"20190909101048549094","Unqualified","2019-08-30","Status","New","2019-09-09","W_Lead.30"
"20190909101048549094","New","2019-08-31","Status","Working - Contacted","2019-09-09","W_Lead.30"
"20190909101048549094","Working - Contacted","2019-09-03","Status","Nurturing - Contacted","2019-09-09","W_Lead.30"
"20190909101048549094","Unqualified","2019-06-01","Status","Unqualified","2019-09-09","W_Lead.31"
"20190909101048549094","Unqualified","2019-06-02","Status","New","2019-09-09","W_Lead.31"
"20190909101048549094","New","2019-06-02","Status","Working - Contacted","2019-09-09","W_Lead.31"
"20190909101048549094","Working - Contacted","2019-06-03","Status","Nurturing - Contacted","2019-09-09","W_Lead.31"
"20190909101048549094","Nurturing - Contacted","2019-06-04","Status","Converted","2019-09-09","W_Lead.31"
"20190909101048549094","Unqualified","2019-08-24","Status","Unqualified","2019-09-09","W_Lead.32"
"20190909101048549094","Unqualified","2019-08-28","Status","New","2019-09-09","W_Lead.32"
"20190909101048549094","New","2019-08-28","Status","Working - Contacted","2019-09-09","W_Lead.32"
"20190909101048549094","Working - Contacted","2019-08-29","Status","Nurturing - Contacted","2019-09-09","W_Lead.32"
"20190909101048549094","Nurturing - Contacted","2019-09-02","Status","Converted","2019-09-09","W_Lead.32"
"20190909101048549094","Unqualified","2019-08-03","Status","Unqualified","2019-09-09","W_Lead.33"
"20190909101048549094","Unqualified","2019-08-20","Status","New","2019-09-09","W_Lead.33"
"20190909101048549094","New","2019-09-02","Status","Working - Contacted","2019-09-09","W_Lead.33"
"20190909101048549094","Working - Contacted","2019-09-07","Status","Nurturing - Contacted","2019-09-09","W_Lead.33"
"20190909101048549094","Unqualified","2019-09-07","Status","Unqualified","2019-09-09","W_Lead.34"
"20190909101048549094","Unqualified","2019-08-11","Status","Unqualified","2019-09-09","W_Lead.35"
"20190909101048549094","Unqualified","2019-08-11","Status","New","2019-09-09","W_Lead.35"
"20190909101048549094","New","2019-08-11","Status","Working - Contacted","2019-09-09","W_Lead.35"
"20190909101048549094","Unqualified","2019-08-02","Status","Unqualified","2019-09-09","W_Lead.36"
"20190909101048549094","Unqualified","2019-08-17","Status","New","2019-09-09","W_Lead.36"
"20190909101048549094","New","2019-08-20","Status","Working - Contacted","2019-09-09","W_Lead.36"
"20190909101048549094","Working - Contacted","2019-08-25","Status","Nurturing - Contacted","2019-09-09","W_Lead.36"
"20190909101048549094","Nurturing - Contacted","2019-08-29","Status","Closed - Not Converted","2019-09-09","W_Lead.36"
"20190909101048549094","Unqualified","2019-08-12","Status","Unqualified","2019-09-09","W_Lead.37"
"20190909101048549094","Unqualified","2019-08-21","Status","New","2019-09-09","W_Lead.37"
"20190909101048549094","New","2019-08-22","Status","Working - Contacted","2019-09-09","W_Lead.37"
"20190909101048549094","Working - Contacted","2019-08-31","Status","Nurturing - Contacted","2019-09-09","W_Lead.37"
"20190909101048549094","Unqualified","2019-08-08","Status","Unqualified","2019-09-09","W_Lead.38"
"20190909101048549094","Unqualified","2019-08-27","Status","New","2019-09-09","W_Lead.38"
"20190909101048549094","New","2019-08-28","Status","Working - Contacted","2019-09-09","W_Lead.38"
"20190909101048549094","Working - Contacted","2019-09-02","Status","Nurturing - Contacted","2019-09-09","W_Lead.38"
"20190909101048549094","Unqualified","2019-08-14","Status","Unqualified","2019-09-09","W_Lead.39"
"20190909101048549094","Unqualified","2019-08-19","Status","New","2019-09-09","W_Lead.39"
"20190909101048549094","New","2019-08-24","Status","Working - Contacted","2019-09-09","W_Lead.39"
"20190909101048549094","Unqualified","2019-09-09","Status","Unqualified","2019-09-09","W_Lead.40"
"20190909101048549094","Unqualified","2019-09-09","Status","New","2019-09-09","W_Lead.40"
"20190909101048549094","New","2019-09-09","Status","Working - Contacted","2019-09-09","W_Lead.40"
"20190909101048549094","Unqualified","2019-06-14","Status","Unqualified","2019-09-09","W_Lead.41"
"20190909101048549094","Unqualified","2019-06-20","Status","New","2019-09-09","W_Lead.41"
"20190909101048549094","New","2019-06-20","Status","Working - Contacted","2019-09-09","W_Lead.41"
"20190909101048549094","Working - Contacted","2019-06-23","Status","Nurturing - Contacted","2019-09-09","W_Lead.41"
"20190909101048549094","Nurturing - Contacted","2019-06-25","Status","Converted","2019-09-09","W_Lead.41"
"20190909101048549094","Unqualified","2019-07-14","Status","Unqualified","2019-09-09","W_Lead.42"
"20190909101048549094","Unqualified","2019-07-15","Status","New","2019-09-09","W_Lead.42"
"20190909101048549094","New","2019-07-16","Status","Working - Contacted","2019-09-09","W_Lead.42"
"20190909101048549094","Unqualified","2019-08-19","Status","Unqualified","2019-09-09","W_Lead.43"
"20190909101048549094","Unqualified","2019-08-25","Status","New","2019-09-09","W_Lead.43"
"20190909101048549094","New","2019-08-27","Status","Working - Contacted","2019-09-09","W_Lead.43"
"20190909101048549094","Unqualified","2019-08-24","Status","Unqualified","2019-09-09","W_Lead.44"
"20190909101048549094","Unqualified","2019-08-27","Status","New","2019-09-09","W_Lead.44"
"20190909101048549094","New","2019-08-27","Status","Working - Contacted","2019-09-09","W_Lead.44"
"20190909101048549094","Working - Contacted","2019-08-30","Status","Nurturing - Contacted","2019-09-09","W_Lead.44"
"20190909101048549094","Unqualified","2019-09-04","Status","Unqualified","2019-09-09","W_Lead.45"
"20190909101048549094","Unqualified","2019-09-05","Status","New","2019-09-09","W_Lead.45"
"20190909101048549094","New","2019-09-06","Status","Working - Contacted","2019-09-09","W_Lead.45"
"20190909101048549094","Unqualified","2019-07-23","Status","Unqualified","2019-09-09","W_Lead.46"
"20190909101048549094","Unqualified","2019-07-29","Status","New","2019-09-09","W_Lead.46"
"20190909101048549094","New","2019-07-29","Status","Working - Contacted","2019-09-09","W_Lead.46"
"20190909101048549094","Working - Contacted","2019-07-29","Status","Nurturing - Contacted","2019-09-09","W_Lead.46"
"20190909101048549094","Nurturing - Contacted","2019-08-05","Status","Converted","2019-09-09","W_Lead.46"
"20190909101048549094","Unqualified","2019-09-03","Status","Unqualified","2019-09-09","W_Lead.47"
"20190909101048549094","Unqualified","2019-09-04","Status","New","2019-09-09","W_Lead.47"
"20190909101048549094","New","2019-09-05","Status","Working - Contacted","2019-09-09","W_Lead.47"
"20190909101048549094","Unqualified","2019-08-05","Status","Unqualified","2019-09-09","W_Lead.48"
"20190909101048549094","Unqualified","2019-08-11","Status","New","2019-09-09","W_Lead.48"
"20190909101048549094","New","2019-08-11","Status","Working - Contacted","2019-09-09","W_Lead.48"
"20190909101048549094","Working - Contacted","2019-08-14","Status","Nurturing - Contacted","2019-09-09","W_Lead.48"
"20190909101048549094","Nurturing - Contacted","2019-08-18","Status","Closed - Not Converted","2019-09-09","W_Lead.48"
"20190909101048549094","Unqualified","2019-09-08","Status","Unqualified","2019-09-09","W_Lead.49"
"20190909101048549094","Unqualified","2019-09-08","Status","New","2019-09-09","W_Lead.49"
"20190909101048549094","New","2019-09-08","Status","Working - Contacted","2019-09-09","W_Lead.49"
"20190909101048549094","Unqualified","2019-08-20","Status","Unqualified","2019-09-09","W_Lead.50"
"20190909101048549094","Unqualified","2019-08-20","Status","New","2019-09-09","W_Lead.50"
"20190909101048549094","New","2019-08-21","Status","Working - Contacted","2019-09-09","W_Lead.50"
"20190909101048549094","Unqualified","2019-05-15","Status","Unqualified","2019-09-09","W_Lead.51"
"20190909101048549094","Unqualified","2019-06-14","Status","New","2019-09-09","W_Lead.51"
"20190909101048549094","New","2019-06-17","Status","Working - Contacted","2019-09-09","W_Lead.51"
"20190909101048549094","Working - Contacted","2019-07-06","Status","Nurturing - Contacted","2019-09-09","W_Lead.51"
"20190909101048549094","Nurturing - Contacted","2019-07-14","Status","Converted","2019-09-09","W_Lead.51"
"20190909101048549094","Unqualified","2019-08-23","Status","Unqualified","2019-09-09","W_Lead.52"
"20190909101048549094","Unqualified","2019-08-27","Status","New","2019-09-09","W_Lead.52"
"20190909101048549094","New","2019-08-27","Status","Working - Contacted","2019-09-09","W_Lead.52"
"20190909101048549094","Working - Contacted","2019-08-30","Status","Nurturing - Contacted","2019-09-09","W_Lead.52"
"20190909101048549094","Nurturing - Contacted","2019-09-01","Status","Closed - Not Converted","2019-09-09","W_Lead.52"
"20190909101048549094","Unqualified","2019-08-19","Status","Unqualified","2019-09-09","W_Lead.53"
"20190909101048549094","Unqualified","2019-08-22","Status","New","2019-09-09","W_Lead.53"
"20190909101048549094","New","2019-08-23","Status","Working - Contacted","2019-09-09","W_Lead.53"
"20190909101048549094","Unqualified","2019-09-09","Status","Unqualified","2019-09-09","W_Lead.54"
"20190909101048549094","Unqualified","2019-09-09","Status","New","2019-09-09","W_Lead.54"
"20190909101048549094","Unqualified","2019-07-25","Status","Unqualified","2019-09-09","W_Lead.55"
"20190909101048549094","Unqualified","2019-07-31","Status","New","2019-09-09","W_Lead.55"
"20190909101048549094","New","2019-08-01","Status","Working - Contacted","2019-09-09","W_Lead.55"
"20190909101048549094","Working - Contacted","2019-08-04","Status","Nurturing - Contacted","2019-09-09","W_Lead.55"
"20190909101048549094","Unqualified","2019-07-17","Status","Unqualified","2019-09-09","W_Lead.56"
"20190909101048549094","Unqualified","2019-08-03","Status","New","2019-09-09","W_Lead.56"
"20190909101048549094","New","2019-08-03","Status","Working - Contacted","2019-09-09","W_Lead.56"
"20190909101048549094","Working - Contacted","2019-08-04","Status","Nurturing - Contacted","2019-09-09","W_Lead.56"
"20190909101048549094","Nurturing - Contacted","2019-08-20","Status","Converted","2019-09-09","W_Lead.56"
"20190909101048549094","Unqualified","2019-08-17","Status","Unqualified","2019-09-09","W_Lead.57"
"20190909101048549094","Unqualified","2019-08-20","Status","New","2019-09-09","W_Lead.57"
"20190909101048549094","New","2019-08-21","Status","Working - Contacted","2019-09-09","W_Lead.57"
"20190909101048549094","Working - Contacted","2019-08-22","Status","Nurturing - Contacted","2019-09-09","W_Lead.57"
"20190909101048549094","Unqualified","2019-09-03","Status","Unqualified","2019-09-09","W_Lead.58"
"20190909101048549094","Unqualified","2019-09-05","Status","New","2019-09-09","W_Lead.58"
"20190909101048549094","New","2019-09-08","Status","Working - Contacted","2019-09-09","W_Lead.58"
"20190909101048549094","Unqualified","2019-07-31","Status","Unqualified","2019-09-09","W_Lead.59"
"20190909101048549094","Unqualified","2019-08-19","Status","New","2019-09-09","W_Lead.59"
"20190909101048549094","New","2019-08-29","Status","Working - Contacted","2019-09-09","W_Lead.59"
"20190909101048549094","Working - Contacted","2019-09-06","Status","Nurturing - Contacted","2019-09-09","W_Lead.59"
"20190909101048549094","Unqualified","2019-08-14","Status","Unqualified","2019-09-09","W_Lead.60"
"20190909101048549094","Unqualified","2019-08-27","Status","New","2019-09-09","W_Lead.60"
"20190909101048549094","New","2019-08-30","Status","Working - Contacted","2019-09-09","W_Lead.60"
"20190909101048549094","Working - Contacted","2019-08-31","Status","Nurturing - Contacted","2019-09-09","W_Lead.60"
"20190909101048549094","Nurturing - Contacted","2019-09-01","Status","Closed - Not Converted","2019-09-09","W_Lead.60"
"20190909101048549094","Unqualified","2019-07-15","Status","Unqualified","2019-09-09","W_Lead.61"
"20190909101048549094","Unqualified","2019-08-03","Status","New","2019-09-09","W_Lead.61"
"20190909101048549094","New","2019-08-06","Status","Working - Contacted","2019-09-09","W_Lead.61"
"20190909101048549094","Working - Contacted","2019-08-16","Status","Nurturing - Contacted","2019-09-09","W_Lead.61"
"20190909101048549094","Unqualified","2019-08-09","Status","Unqualified","2019-09-09","W_Lead.62"
"20190909101048549094","Unqualified","2019-08-09","Status","New","2019-09-09","W_Lead.62"
"20190909101048549094","New","2019-08-09","Status","Working - Contacted","2019-09-09","W_Lead.62"
"20190909101048549094","Working - Contacted","2019-08-09","Status","Nurturing - Contacted","2019-09-09","W_Lead.62"
"20190909101048549094","Nurturing - Contacted","2019-08-09","Status","Converted","2019-09-09","W_Lead.62"
"20190909101048549094","Unqualified","2019-06-17","Status","Unqualified","2019-09-09","W_Lead.63"
"20190909101048549094","Unqualified","2019-08-02","Status","New","2019-09-09","W_Lead.63"
"20190909101048549094","New","2019-08-02","Status","Working - Contacted","2019-09-09","W_Lead.63"
"20190909101048549094","Working - Contacted","2019-08-20","Status","Nurturing - Contacted","2019-09-09","W_Lead.63"
"20190909101048549094","Nurturing - Contacted","2019-09-07","Status","Closed - Not Converted","2019-09-09","W_Lead.63"
"20190909101048549094","Unqualified","2019-08-24","Status","Unqualified","2019-09-09","W_Lead.64"
"20190909101048549094","Unqualified","2019-08-29","Status","New","2019-09-09","W_Lead.64"
"20190909101048549094","New","2019-09-03","Status","Working - Contacted","2019-09-09","W_Lead.64"
"20190909101048549094","Working - Contacted","2019-09-04","Status","Nurturing - Contacted","2019-09-09","W_Lead.64"
"20190909101048549094","Unqualified","2019-08-28","Status","Unqualified","2019-09-09","W_Lead.65"
"20190909101048549094","Unqualified","2019-09-01","Status","New","2019-09-09","W_Lead.65"
"20190909101048549094","New","2019-09-02","Status","Working - Contacted","2019-09-09","W_Lead.65"
"20190909101048549094","Working - Contacted","2019-09-05","Status","Nurturing - Contacted","2019-09-09","W_Lead.65"
"20190909101048549094","Unqualified","2019-07-30","Status","Unqualified","2019-09-09","W_Lead.66"
"20190909101048549094","Unqualified","2019-07-31","Status","New","2019-09-09","W_Lead.66"
"20190909101048549094","New","2019-07-31","Status","Working - Contacted","2019-09-09","W_Lead.66"
"20190909101048549094","Working - Contacted","2019-07-31","Status","Nurturing - Contacted","2019-09-09","W_Lead.66"
"20190909101048549094","Nurturing - Contacted","2019-08-01","Status","Closed - Not Converted","2019-09-09","W_Lead.66"
"20190909101048549094","Unqualified","2019-09-05","Status","Unqualified","2019-09-09","W_Lead.67"
"20190909101048549094","Unqualified","2019-08-10","Status","Unqualified","2019-09-09","W_Lead.68"
"20190909101048549094","Unqualified","2019-08-13","Status","New","2019-09-09","W_Lead.68"
"20190909101048549094","New","2019-08-14","Status","Working - Contacted","2019-09-09","W_Lead.68"
"20190909101048549094","Working - Contacted","2019-08-17","Status","Nurturing - Contacted","2019-09-09","W_Lead.68"
"20190909101048549094","Unqualified","2019-08-29","Status","Unqualified","2019-09-09","W_Lead.69"
"20190909101048549094","Unqualified","2019-09-04","Status","New","2019-09-09","W_Lead.69"
"20190909101048549094","New","2019-09-07","Status","Working - Contacted","2019-09-09","W_Lead.69"
"20190909101048549094","Unqualified","2019-07-24","Status","Unqualified","2019-09-09","W_Lead.70"
"20190909101048549094","Unqualified","2019-07-28","Status","New","2019-09-09","W_Lead.70"
"20190909101048549094","New","2019-07-29","Status","Working - Contacted","2019-09-09","W_Lead.70"
"20190909101048549094","Working - Contacted","2019-07-31","Status","Nurturing - Contacted","2019-09-09","W_Lead.70"
"20190909101048549094","Unqualified","2019-08-10","Status","Unqualified","2019-09-09","W_Lead.71"
"20190909101048549094","Unqualified","2019-08-22","Status","New","2019-09-09","W_Lead.71"
"20190909101048549094","New","2019-08-24","Status","Working - Contacted","2019-09-09","W_Lead.71"
"20190909101048549094","Unqualified","2019-07-19","Status","Unqualified","2019-09-09","W_Lead.72"
"20190909101048549094","Unqualified","2019-08-13","Status","New","2019-09-09","W_Lead.72"
"20190909101048549094","New","2019-08-15","Status","Working - Contacted","2019-09-09","W_Lead.72"
"20190909101048549094","Working - Contacted","2019-08-25","Status","Nurturing - Contacted","2019-09-09","W_Lead.72"
"20190909101048549094","Nurturing - Contacted","2019-08-26","Status","Converted","2019-09-09","W_Lead.72"
"20190909101048549094","Unqualified","2019-08-14","Status","Unqualified","2019-09-09","W_Lead.73"
"20190909101048549094","Unqualified","2019-08-28","Status","New","2019-09-09","W_Lead.73"
"20190909101048549094","New","2019-09-07","Status","Working - Contacted","2019-09-09","W_Lead.73"
"20190909101048549094","Unqualified","2019-09-07","Status","Unqualified","2019-09-09","W_Lead.74"
"20190909101048549094","Unqualified","2019-09-07","Status","New","2019-09-09","W_Lead.74"
"20190909101048549094","Unqualified","2019-06-24","Status","Unqualified","2019-09-09","W_Lead.75"
"20190909101048549094","Unqualified","2019-07-22","Status","New","2019-09-09","W_Lead.75"
"20190909101048549094","New","2019-07-23","Status","Working - Contacted","2019-09-09","W_Lead.75"
"20190909101048549094","Working - Contacted","2019-07-24","Status","Nurturing - Contacted","2019-09-09","W_Lead.75"
"20190909101048549094","Nurturing - Contacted","2019-08-20","Status","Closed - Not Converted","2019-09-09","W_Lead.75"
"20190909101048549094","Unqualified","2019-08-01","Status","Unqualified","2019-09-09","W_Lead.76"
"20190909101048549094","Unqualified","2019-08-07","Status","New","2019-09-09","W_Lead.76"
"20190909101048549094","New","2019-08-07","Status","Working - Contacted","2019-09-09","W_Lead.76"
"20190909101048549094","Working - Contacted","2019-08-11","Status","Nurturing - Contacted","2019-09-09","W_Lead.76"
"20190909101048549094","Nurturing - Contacted","2019-08-14","Status","Closed - Not Converted","2019-09-09","W_Lead.76"
"20190909101048549094","Unqualified","2019-09-09","Status","Unqualified","2019-09-09","W_Lead.77"
"20190909101048549094","Unqualified","2019-09-09","Status","New","2019-09-09","W_Lead.77"
"20190909101048549094","New","2019-09-09","Status","Working - Contacted","2019-09-09","W_Lead.77"
