"PromotionProduct_PromotionId","RetailStoreId","RetailStore_RetailStoreGroup_Name","RetailStore_Account_Name","RetailStore_Location_Address_State","RetailStore_Location_Address_City","Product_Name","ProductId","EndDate","Name","StartDate","ProductCategory_ProductCategory_Name","RetailStore_Name","RetailStore_Location_Name","Id"
"0c8B0000000L084IAC","0YQB0000000L0C9OAK","South","Nutrition Stop Account","CA","San Jose","Gentle","01tB0000000UI8dIAG","2021-06-05","00000015","2018-01-02","Product Category 2","Alpine Nutrition Outlet (Hayward)","Dmart Location 15","0bUB0000000L8IkMAK"
"0c8B0000000L085IAC","0YQB0000000L0C9OAK","South","Nutrition Stop Account","CA","San Jose","Omalay","01tB0000000UI8jIAG","2021-06-05","00000016","2018-01-03","Product Category 6","Alpine Nutrition Outlet (Hayward)","Dmart Location 15","0bUB0000000L8IlMAK"
"0c8B0000000L084IAC","0YQB0000000L0C9OAK","South","Nutrition Stop Account","CA","San Jose","Angel Look","01tB0000000UI8cIAG","2021-06-03","00000017","2018-01-02","Product Category 1","Alpine Nutrition Outlet (Hayward)","Dmart Location 15","0bUB0000000L8ImMAK"
"0c8B0000000L083IAC","0YQB0000000L0C9OAK","South","Nutrition Stop Account","CA","San Jose","Laffayette","01tB0000000UI8gIAG","2021-06-02","00000018","2018-01-05","Product Category 5","Alpine Nutrition Outlet (Hayward)","Dmart Location 15","0bUB0000000L8InMAK"
"0c8B0000000L084IAC","0YQB0000000L0C9OAK","South","Nutrition Stop Account","CA","San Jose","Lady link","01tB0000000UI8fIAG","2021-06-06","00000019","2018-01-06","Product Category 4","Alpine Nutrition Outlet (Hayward)","Dmart Location 15","0bUB0000000L8IoMAK"
"0c8B0000000L083IAC","0YQB0000000L0C9OAK","South","Nutrition Stop Account","CA","San Jose","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-06","00000020","2018-01-05","Product Category 3","Alpine Nutrition Outlet (Hayward)","Dmart Location 15","0bUB0000000L8IpMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Whitezen","01tB0000000UI8XIAW","2021-06-03","00000021","2018-01-05","Product Category 9","NTO Store - Noe Valley","Location","0bUB0000000L8IqMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Orgma","01tB0000000UI8kIAG","2021-06-05","00000022","2018-01-06","Product Category 7","NTO Store - Noe Valley","Location","0bUB0000000L8IrMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Face matter","01tB0000000UI8aIAG","2021-06-02","00000023","2018-01-05","Product Category 10","NTO Store - Noe Valley","Location","0bUB0000000L8IsMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Soft Finger","01tB0000000UI8eIAG","2021-06-06","00000024","2018-01-02","Product Category 8","NTO Store - Noe Valley","Location","0bUB0000000L8ItMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Pure Perfect","01tB0000000UI8WIAW","2021-06-05","00000025","2018-01-02","Product Category 7","NTO Store - Noe Valley","Location","0bUB0000000L8IuMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Neptune","01tB0000000UI8iIAG","2021-06-06","00000026","2018-01-04","Product Category 6","NTO Store - Noe Valley","Location","0bUB0000000L8IvMAK"
"0c8B0000000L085IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Whole green","01tB0000000UI8YIAW","2021-06-06","00000027","2018-01-02","Product Category 9","NTO Store - Noe Valley","Location","0bUB0000000L8IwMAK"
"0c8B0000000L084IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Active care","01tB0000000UI8lIAG","2021-06-04","00000028","2018-01-04","Product Category 1","NTO Store - Noe Valley","Location","0bUB0000000L8IxMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-03","00000029","2018-01-05","Product Category 3","NTO Store - Noe Valley","Location","0bUB0000000L8IyMAK"
"0c8B0000000L084IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Tatva","01tB0000000UI8VIAW","2021-06-05","00000030","2018-01-02","Product Category 8","NTO Store - Noe Valley","Location","0bUB0000000L8IzMAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Lucima","01tB0000000UI8hIAG","2021-06-06","00000031","2018-01-02","Product Category 5","NTO Store - Noe Valley","Location","0bUB0000000L8J0MAK"
"0c8B0000000CdTGIA0","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-03","00000032","2018-01-05","Product Category 11","NTO Store - Noe Valley","Location","0bUB0000000L8J1MAK"
"0c8B0000000L084IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Honey dew","01tB0000000UI8nIAG","2021-06-06","00000033","2018-01-05","Product Category 2","NTO Store - Noe Valley","Location","0bUB0000000L8J2MAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Elliotte","01tB0000000UI8mIAG","2021-06-06","00000034","2018-01-05","Product Category 10","NTO Store - Noe Valley","Location","0bUB0000000L8J3MAK"
"0c8B0000000L084IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Gentle","01tB0000000UI8dIAG","2021-06-02","00000035","2018-01-04","Product Category 2","NTO Store - Noe Valley","Location","0bUB0000000L8J4MAK"
"0c8B0000000L085IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Omalay","01tB0000000UI8jIAG","2021-06-04","00000036","2018-01-03","Product Category 6","NTO Store - Noe Valley","Location","0bUB0000000L8J5MAK"
"0c8B0000000L084IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Angel Look","01tB0000000UI8cIAG","2021-06-04","00000037","2018-01-05","Product Category 1","NTO Store - Noe Valley","Location","0bUB0000000L8J6MAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Laffayette","01tB0000000UI8gIAG","2021-06-03","00000038","2018-01-02","Product Category 5","NTO Store - Noe Valley","Location","0bUB0000000L8J7MAK"
"0c8B0000000L084IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Lady link","01tB0000000UI8fIAG","2021-06-05","00000039","2018-01-06","Product Category 4","NTO Store - Noe Valley","Location","0bUB0000000L8J8MAK"
"0c8B0000000L083IAC","0YQB0000000L0C8OAK","Bay Area","Alpine Nutrition Account",,,"Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-06","00000040","2018-01-06","Product Category 3","NTO Store - Noe Valley","Location","0bUB0000000L8J9MAK"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Whitezen","01tB0000000UI8XIAW","2021-06-04","00000041","2018-01-06","Product Category 9","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JAMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Orgma","01tB0000000UI8kIAG","2021-06-04","00000042","2018-01-02","Product Category 7","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JBMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Face matter","01tB0000000UI8aIAG","2021-06-03","00000043","2018-01-05","Product Category 10","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JCMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Soft Finger","01tB0000000UI8eIAG","2021-06-05","00000044","2018-01-03","Product Category 8","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JDMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Pure Perfect","01tB0000000UI8WIAW","2021-06-05","00000045","2018-01-02","Product Category 7","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JEMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Neptune","01tB0000000UI8iIAG","2021-06-03","00000046","2018-01-03","Product Category 6","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JFMA0"
"0c8B0000000L085IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Whole green","01tB0000000UI8YIAW","2021-06-05","00000047","2018-01-05","Product Category 9","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JGMA0"
"0c8B0000000L084IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Active care","01tB0000000UI8lIAG","2021-06-06","00000048","2018-01-05","Product Category 1","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JHMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-04","00000049","2018-01-05","Product Category 3","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JIMA0"
"0c8B0000000L084IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Tatva","01tB0000000UI8VIAW","2021-06-04","00000050","2018-01-02","Product Category 8","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JJMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Lucima","01tB0000000UI8hIAG","2021-06-04","00000051","2018-01-05","Product Category 5","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JKMA0"
"0c8B0000000CdTGIA0","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-04","00000052","2018-01-02","Product Category 11","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JLMA0"
"0c8B0000000L084IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Honey dew","01tB0000000UI8nIAG","2021-06-04","00000053","2018-01-06","Product Category 2","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JMMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Elliotte","01tB0000000UI8mIAG","2021-06-05","00000054","2018-01-05","Product Category 10","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JNMA0"
"0c8B0000000L084IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Gentle","01tB0000000UI8dIAG","2021-06-03","00000055","2018-01-06","Product Category 2","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JOMA0"
"0c8B0000000L085IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Omalay","01tB0000000UI8jIAG","2021-06-04","00000056","2018-01-06","Product Category 6","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JPMA0"
"0c8B0000000L084IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Angel Look","01tB0000000UI8cIAG","2021-06-02","00000057","2018-01-04","Product Category 1","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JQMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Laffayette","01tB0000000UI8gIAG","2021-06-05","00000058","2018-01-05","Product Category 5","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JRMA0"
"0c8B0000000L084IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Lady link","01tB0000000UI8fIAG","2021-06-06","00000059","2018-01-02","Product Category 4","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JSMA0"
"0c8B0000000L083IAC","0YQB0000000L0CCOA0","West","Rondel Account","CA","San Jose","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-02","00000060","2018-01-04","Product Category 3","Nutrition Stop - Kennesaw","Dmart Location 17","0bUB0000000L8JTMA0"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Whitezen","01tB0000000UI8XIAW","2021-06-03","00000061","2018-01-03","Product Category 9","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JUMA0"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Orgma","01tB0000000UI8kIAG","2021-06-05","00000062","2018-01-06","Product Category 7","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JVMA0"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Face matter","01tB0000000UI8aIAG","2021-06-03","00000063","2018-01-05","Product Category 10","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JWMA0"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Soft Finger","01tB0000000UI8eIAG","2021-06-03","00000064","2018-01-02","Product Category 8","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JXMA0"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Pure Perfect","01tB0000000UI8WIAW","2021-06-05","00000065","2018-01-02","Product Category 7","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JYMA0"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Neptune","01tB0000000UI8iIAG","2021-06-02","00000066","2018-01-04","Product Category 6","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JZMA0"
"0c8B0000000L085IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Whole green","01tB0000000UI8YIAW","2021-06-06","00000067","2018-01-02","Product Category 9","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JaMAK"
"0c8B0000000L084IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Active care","01tB0000000UI8lIAG","2021-06-02","00000068","2018-01-03","Product Category 1","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JbMAK"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-05","00000069","2018-01-04","Product Category 3","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JcMAK"
"0c8B0000000L084IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Tatva","01tB0000000UI8VIAW","2021-06-02","00000070","2018-01-04","Product Category 8","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JdMAK"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Lucima","01tB0000000UI8hIAG","2021-06-04","00000071","2018-01-03","Product Category 5","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JeMAK"
"0c8B0000000CdTGIA0","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-06","00000072","2018-01-03","Product Category 11","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JfMAK"
"0c8B0000000L084IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Honey dew","01tB0000000UI8nIAG","2021-06-03","00000073","2018-01-04","Product Category 2","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JgMAK"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Elliotte","01tB0000000UI8mIAG","2021-06-04","00000074","2018-01-05","Product Category 10","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JhMAK"
"0c8B0000000L084IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Gentle","01tB0000000UI8dIAG","2021-06-06","00000075","2018-01-02","Product Category 2","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JiMAK"
"0c8B0000000L085IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Omalay","01tB0000000UI8jIAG","2021-06-05","00000076","2018-01-02","Product Category 6","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JjMAK"
"0c8B0000000L084IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Angel Look","01tB0000000UI8cIAG","2021-06-05","00000077","2018-01-05","Product Category 1","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JkMAK"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Laffayette","01tB0000000UI8gIAG","2021-06-05","00000078","2018-01-04","Product Category 5","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JlMAK"
"0c8B0000000L084IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Lady link","01tB0000000UI8fIAG","2021-06-05","00000079","2018-01-03","Product Category 4","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JmMAK"
"0c8B0000000L083IAC","0YQB0000000L0ByOAK","Bay Area","Gabe Hotkins","PA","Kulpsville","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-02","00000080","2018-01-02","Product Category 3","NTO Store - Presidio","Dmart Location 4","0bUB0000000L8JnMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Whitezen","01tB0000000UI8XIAW","2021-06-04","00000081","2018-01-04","Product Category 9","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JoMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Orgma","01tB0000000UI8kIAG","2021-06-04","00000082","2018-01-06","Product Category 7","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JpMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Face matter","01tB0000000UI8aIAG","2021-06-06","00000083","2018-01-02","Product Category 10","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JqMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Soft Finger","01tB0000000UI8eIAG","2021-06-03","00000084","2018-01-06","Product Category 8","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JrMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Pure Perfect","01tB0000000UI8WIAW","2021-06-05","00000085","2018-01-02","Product Category 7","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JsMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Neptune","01tB0000000UI8iIAG","2021-06-02","00000086","2018-01-05","Product Category 6","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JtMAK"
"0c8B0000000L085IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Whole green","01tB0000000UI8YIAW","2021-06-04","00000087","2018-01-06","Product Category 9","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JuMAK"
"0c8B0000000L084IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Active care","01tB0000000UI8lIAG","2021-06-06","00000088","2018-01-02","Product Category 1","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JvMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-04","00000089","2018-01-03","Product Category 3","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JwMAK"
"0c8B0000000L084IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Tatva","01tB0000000UI8VIAW","2021-06-04","00000090","2018-01-03","Product Category 8","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JxMAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Lucima","01tB0000000UI8hIAG","2021-06-03","00000091","2018-01-05","Product Category 5","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JyMAK"
"0c8B0000000CdTGIA0","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-05","00000092","2018-01-04","Product Category 11","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8JzMAK"
"0c8B0000000L084IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Honey dew","01tB0000000UI8nIAG","2021-06-04","00000093","2018-01-04","Product Category 2","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K0MAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Elliotte","01tB0000000UI8mIAG","2021-06-04","00000094","2018-01-04","Product Category 10","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K1MAK"
"0c8B0000000L084IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Gentle","01tB0000000UI8dIAG","2021-06-06","00000095","2018-01-05","Product Category 2","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K2MAK"
"0c8B0000000L085IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Omalay","01tB0000000UI8jIAG","2021-06-05","00000096","2018-01-06","Product Category 6","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K3MAK"
"0c8B0000000L084IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Angel Look","01tB0000000UI8cIAG","2021-06-06","00000097","2018-01-06","Product Category 1","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K4MAK"
"0c8B0000000L083IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Laffayette","01tB0000000UI8gIAG","2021-06-05","00000098","2018-01-03","Product Category 5","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K5MAK"
"0c8B0000000L084IAC","0YQB0000000L0CGOA0","Midwest","Fare Merchants Account","AK","Anchorage","Lady link","01tB0000000UI8fIAG","2021-06-06","00000099","2018-01-04","Product Category 4","NTO Store - Ferry Plaza Market","Dmart Location 21","0bUB0000000L8K6MAK"
