"LastModifiedDate","AreWeFollowing","LastReferencedDate","Contact.Id","Name","Account.Industry","Account.Id","SourceApp","AuthorLabels","MediaType","IsVerified","IsDefault","ParentId","IsDeleted","ProfileType","ExternalPictureURL","Account.BillingState","LastViewedDate","Bio","Contact.Name","IsFollowingUs","NumberOfFriends","Provider","IsBlacklisted","TopicType","Account.BillingCountry","MediaProvider","CreatedDate","Account.Name","Id","RealName","ProfileUrl","NumberOfTweets","InfluencerScore","ListedCount","Following","Followers","R6SourceId"
"2019-06-28T12:04:34.000Z","FALSE",,,"besttech_help","Retail","001B000000MC7DwIAL","SCS",,"Twitter","FALSE","FALSE","001B000000MC7DwIAL","FALSE","PERSON","http://pbs.twimg.com/profile_images/438905556137304064/b52HPrsh_normal.jpeg",,,"The place for BestTech Help & Support. We staff our social account 24x7. Expect a response in 30 minutes or less.",,"FALSE",,"Twitter","FALSE","Managed","USA","TWITTER","2019-04-25T14:48:09.000Z","Delta City","0SPB0000000CZatOAG","BestTech Helpdesk","http://twitter.com/besttech_help",6442,0,3,16,28,3452559048
"2020-06-28T23:20:25.000Z","FALSE",,,"Cliff Corporation",,"001B000000WWXurIAH","SCS",,"Facebook","FALSE","FALSE","001B000000WWXurIAH","FALSE","PAGE","http://graph.facebook.com/v1.0/411558235557535/picture",,,,,"FALSE",,"Facebook","FALSE","Managed","Canada","Facebook Comments","2019-08-01T19:02:20.000Z","Courtney Williams","0SPB0000000QCKaOAO","Cliff Corporation","https://www.facebook.com/CliffCorporation/",0,0,0,0,0,2303778129
"2019-06-26T15:26:01.000Z","FALSE",,,"bK1dd0",,"001B000000TKs4LIAT","SCS",,"Private Data","FALSE","FALSE","001B000000TKs4LIAT","FALSE","PERSON","http://pbs.twimg.com/profile_images/735891293633662976/X17aymfE_normal.jpg",,,,,"FALSE",,"Twitter","FALSE","Managed","Canada","Twitter Received DM","2019-05-16T15:05:10.000Z","Mitchell & Co.","0SPB0000000TN5NOAW","beatrice bambino","http://twitter.com/bK1dd0",3137,0,0,12,12,5276108530
"2020-01-28T22:15:51.000Z","FALSE",,,"Boyle212Lauren",,"001B000000jX9pMIAS","SCS","Influence, VIP","Twitter","TRUE","FALSE","001B000000jX9pMIAS","FALSE","PERSON","https://pbs.twimg.com/profile_images/693243178485297152/UxevRtyd_400x400.png",,,"I'm a VP at ACME and I love my job!",,"FALSE",,"Twitter","FALSE","Managed","USA","TWITTER","2020-01-28T21:29:41.000Z","Cleveland Cavaliers","0SPB0000000MUhxOAG","LaurenBoyle212","http://twitter.com/Boyle212Lauren",12664,100,0,809,20298,7275447242
"2019-06-18T14:17:26.000Z","FALSE",,,"cooltech_help",,"001B000000jX9hwIAC","SCS",,"Twitter","FALSE","FALSE","001B000000jX9hwIAC","FALSE","PERSON","http://pbs.twimg.com/profile_images/861605827190325248/N8EWsAcO_normal.jpg",,,,,"FALSE",,"Twitter","FALSE","Managed","USA","TWITTER","2019-06-05T15:35:53.000Z","Golden State Warriors","0SPB0000000HNrROAW","Alti account 1","http://twitter.com/cooltech_help",19,0,0,6,6,5271922138
"2020-06-27T00:09:49.000Z","FALSE",,,"eddiecliff","Manufacturing","001B000000LocJtIAJ","SCS",,"Twitter","FALSE","FALSE","001B000000LocJtIAJ","FALSE","PERSON","http://pbs.twimg.com/profile_images/639366931649179648/Lbo_4T5V_normal.png","NY",,"Senior Manager, Product Management - Social Customer Service, at @Salesforce. I like to use my surf/snow/wake boards",,"FALSE",,"Twitter","FALSE","Managed","USA","TWITTER","2019-07-29T17:43:10.000Z","Acme","0SPB0000000QBn5OAG","Eddie Cliff","http://twitter.com/eddiecliff",1513,54,70,1509,2847,33985035
"2019-08-02T13:28:12.000Z","FALSE",,,"testinguser_3","Technology","001B000000LocJuIAJ","SCS",,"Twitter","FALSE","FALSE","001B000000LocJuIAJ","FALSE","PERSON","http://pbs.twimg.com/profile_images/712029379505729538/zTPqeIv3_normal.jpg","CA",,"Outdoors enthusiast",,"FALSE",,"Twitter","FALSE","Managed","USA","TWITTER","2019-08-02T13:28:12.000Z","salesforce.com","0SPB0000000QCOnOAO","John West","http://twitter.com/testinguser_3",270,0,0,18,14,2212040360
"2020-07-07T20:16:55.000Z","FALSE",,,"CliffCorp","Media","001B000000LocJsIAJ","SCS",,"Twitter","FALSE","FALSE","001B000000LocJsIAJ","FALSE","PERSON","http://pbs.twimg.com/profile_images/378800000536082222/485368a83e25f0ae57671da56b1804ed_normal.jpeg","Ontario",,,,"FALSE",,"Twitter","FALSE","Managed","Canada","TWITTER","2019-07-15T17:32:05.000Z","Global Media","0SPB0000000Q8NCOA0","Cliff Corporation","http://twitter.com/CliffCorp",99,9,0,9,25,2476435884
"2019-02-12T17:38:54.000Z","FALSE",,,"Capt_LoneStarr",,"001B000000eCeJKIA0","SCS",,"Twitter","FALSE","FALSE","001B000000eCeJKIA0","FALSE","PERSON","http://pbs.twimg.com/profile_images/461540948418101248/lNXbgl8q_normal.jpeg","Massachusetts",,"The very big captain of a very big state.",,"FALSE",,"Twitter","FALSE","Managed","United States","TWITTER","2019-02-12T17:38:54.000Z","Consulting Inc","0SPB0000000CEqROAW","Captain Lone Starr","http://twitter.com/Capt_LoneStarr",879,0,0,141,44,140437420
"2020-06-26T23:06:45.000Z","FALSE",,,"goosesmaverick",,"001B000000Z0btmIAB","SCS","Maverick, Tower Buzzer, VIP","Private Data","FALSE","FALSE","001B000000Z0btmIAB","FALSE","PERSON","http://pbs.twimg.com/profile_images/798324331075883009/q6hKH2Ym_normal.jpg",,,"Buzzing towers and keeping up foreign relations",,"FALSE",,"Twitter","FALSE","Managed","Canada","Twitter Received DM","2019-07-15T17:32:00.000Z","Mark Hay","0SPB0000000Q8N7OAK","Pete Mitchell","http://twitter.com/goosesmaverick",70,9,0,4,1,6904740094
"2019-06-28T12:09:56.000Z","FALSE",,,"73s7U53r",,"001B000000eCeJKIA0","SCS",,"Private Data","FALSE","FALSE","001B000000eCeJKIA0","FALSE","PERSON","http://pbs.twimg.com/profile_images/723495237247766529/DBxKeJWt_normal.jpg","Massachusetts",,,,"FALSE",,"Twitter","FALSE","Managed","United States","Twitter Received DM","2019-03-05T18:36:24.000Z","Consulting Inc","0SPB0000000CNwUOAW","test User","http://twitter.com/73s7U53r",600,0,0,8,7,6555948995
"2019-10-03T15:34:34.000Z","FALSE",,,"Zach Garfinkel",,"001B000000jHxCuIAK","SCS",,"Facebook","FALSE","FALSE","001B000000jHxCuIAK","FALSE","PERSON","http://graph.facebook.com/v1.0/10103853929401507/picture",,,,,"FALSE",,"Facebook","FALSE","Managed","USA","facebook.com Discussions","2019-10-03T15:34:34.000Z","CourtsCo","0SPB0000000QYT8OAO","Zach Garfinkel","https://www.facebook.com/app_scoped_user_id/10103853929401507/",0,0,0,0,0,2303778129
"2020-06-27T13:50:21.000Z","FALSE",,,"Pete Mitchell",,"001B000000eCeJKIA0","SCS","VIP","Private Data","FALSE","FALSE","001B000000eCeJKIA0","FALSE","PAGE","http://graph.facebook.com/v1.0/182410122275766/picture","Massachusetts",,,,"FALSE",,"Facebook","FALSE","Managed","United States","Facebook Page Incoming Inbox Messages","2019-08-23T22:18:10.000Z","Consulting Inc","0SPB0000000QClBOAW","Pete Mitchell","https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEZAQTWk0UlpXQUdjUmZASRlNGaTNwODhpR2VsT0RtUWNOcHM5TzA5bDk2U2FfY3pZAbzExRkFJWXQ4YkZATM04xZAEhjZAFNVU3FyREp6eUdqZAzQtMTFpQlJaRDNCQ3BIcEo5NFBXUUJOa0NKUkFGNlRB/",0,0,0,0,0,7087207000
"2019-09-27T18:24:07.000Z","FALSE",,,"evernotehelps","Retail","001B000000MC7DwIAL","SCS",,"Private Data","TRUE","FALSE","001B000000MC7DwIAL","FALSE","PERSON","http://pbs.twimg.com/profile_images/725046102030839808/UbSeQAWV_normal.jpg",,,"The official account of Evernote Support—we're here to help. Most active M-F from 7am-4pm CST. Submit a support ticket at: https://help.evernote.com",,"FALSE",,"Twitter","FALSE","Managed","USA","Twitter Received DM","2019-09-27T17:51:09.000Z","Delta City","0SPB0000000QP0AOAW","Evernote Helps","http://twitter.com/evernotehelps",46803,70,428,2319,11079,5876053766
"2020-06-29T02:27:52.000Z","FALSE",,,"Eddie Cliff",,"001B000000WWXurIAH","SCS",,"Facebook","FALSE","FALSE","001B000000WWXurIAH","FALSE","PAGE","http://graph.facebook.com/v1.0/708448813/picture",,,,,"FALSE",,"Facebook","FALSE","Managed","Canada","Facebook Comments","2019-07-22T09:37:29.000Z","Courtney Williams","0SPB0000000QAicOAG","Eddie Cliff","https://www.facebook.com/app_scoped_user_id/708448813/",0,0,0,0,0,2303778129
"2020-11-03T09:37:29.000Z","FALSE",,,"Erik Red",,"001B000000TKs4LIAT","SCS",,"Private Data","FALSE","FALSE","001B000000TKs4LIAT","FALSE","PERSON",,,,,,"FALSE",,"Twitter","FALSE","Managed","Canada","TWITTER","2020-07-26T09:37:29.000Z","Mitchell & Co.","1","Erik Red","http://twitter.com/erikred",2147,0,0,819,47,2476435885
