"PostTags","LastModifiedDate","Case.Account.BillingState","InboundLinkCount","Classification","MediaType","Case.ClosedDate","SocialPersona.Bio","Shares","Status","IsDeleted","RecipientType","SocialPersona.Id","Case.LastModifiedDate","Handle","TopicProfileName","MediaProvider","Reply.Is_FirstReply","Id","Case.Contact.Name","Case.Owner.Name","KeywordGroupName","SocialPersona.Name","Case.Role.Name","Case.CreatedDate","SocialPersona.CreatedDate","SocialPersona.LastModifiedDate","Case.Origin","Case.RecordTypeId","LikesAndVotes","OwnerId","SocialPersona.IsDeleted","Case.Role.ParentRoleId","SocialPersona.TopicType","UniqueCommentors","Case.Priority","LikedBy","ParentId","Case.RecordTypeName","SourceTags","HarvestDate","PostUrl","SocialPersona.IsDefault","ViewCount","Sentiment","AnalyzerScore","TopicType","SocialPersona.IsVerified","Case.Account.Id","SocialPersona.AuthorLabels","Case.CaseNumber","ReplyToId","Case.Account.Industry","SocialPersona.AreWeFollowing","ThreadSize","Case.OwnerId","SocialPersona.Provider","Case.Type","Posted","PersonaId","Case.IsClosed","Case.Reason","SocialPersona.IsBlacklisted","Name","PostPriority","SocialPersona.Account.BillingCountry","Headline","Case.AccountId","ResponseContextExternalId","MessageType","Case.Account.Name","Case.IsEscalated","WhoId","Case.Status","SocialPersona.IsFollowingUs","LastViewedDate","IsOutbound","Recipient","SocialPersona.NumberOfFriends","Case.Owner.CallCenterId","Content","CreatedDate","CommentCount","Case.ContactId","SocialPersona.RealName","Case.Owner.Id","ReviewedStatus","Case.ValidToWithNow","SocialPersona.ProfileType","EngagementLevel","LastReferencedDate","SocialPersona.MediaProvider","Case.CurrentDate","Case.Id","Language","SocialPersona.ExternalPictureURL","SocialPersona.ProfileUrl","Has_Case_Created","Case.Contact.Id","AttachmentUrl","AttachmentType","SocialPersona.LastViewedDate","Provider","StatusMessage","AssignedTo","SpamRating","Case.Owner.UserRoleId","ExternalPostId","SocialPersona.SourceApp","Case.Owner.Type","SocialPersona.MediaType","SocialPersona.LastReferencedDate","Case.DurationCalculatedField","Reply.First_Response_Time","R6SourceId","ReviewScore","SocialPersona.R6SourceId","R6TopicId","SocialPersona.Following","ReviewScale","SocialPersona.InfluencerScore","SocialPersona.NumberOfTweets","SocialPersona.ListedCount","R6PostId","SocialPersona.Followers"
,"2019-11-19T15:38:41.000Z",,,,"Twitter","2019-11-21T22:45:20.000Z",,,"SENT","false","Person",,"2020-04-27T21:47:47.000Z","CliffCorp","SCS 1925236220","TWITTER","true","0STB0000000LYhoOAG","Pete Mitchell","Eddie Cliff",,,"CEO","2019-11-19T14:54:31.000Z",,,"Twitter",,,"005B0000003IZadIAG",,,,,"Medium",,"500B0000002vi1aIAA","N/A",,"2019-11-19T15:36:49.000Z","http://twitter.com/1925236220/statuses/917775924615090176",,,"Neutral",,"Managed",,"001B000000TKs4LIAT",,"00001945","0STB0000000LYhFOAW",,,,"005B0000003IZadIAG",,,"2019-11-19T15:36:46.000Z",,"true",,,"TWEET FROM: CliffCorp",,,,"001B000000TKs4LIAT","917764997245050881","Reply","Mitchell & Co.","false",,"Closed",,,"true","1925236220",,,"@goosesmaverick sorry to hear that, please DM us and we'll setup a return  https://t.co/LEdNNUx4r8","2019-11-19T15:36:45.000Z",,"003B0000008VpIcIAK",,"005B0000003IZadIAG",,"2019-11-21T22:45:20.000Z",,,,,"2020-08-06T17:26:43.637Z","500B0000002vi1aIAA","English",,,"Yes","003B0000008VpIcIAK","https://twitter.com/messages/compose?recipient_id=1925236220","UNKNOWN",,"Twitter","Sent",,"NotSpam","00EB0000000bWXOMA2","917775924615090176",,"User",,,201049,2604,2476435884,0,,1142782,,0,,,,692754196323,
,"2019-11-21T16:35:46.000Z",,,,"Private Data","2020-01-16T21:52:16.000Z",,,"SENT","false",,,"2020-04-27T21:47:47.000Z","Cliff Corporation","SCS 411558235557535","Facebook Page Outgoing Inbox Messages","true","0STB0000000DKEPOA4","Pete Mitchell","Eddie Cliff",,,"CEO","2019-10-16T16:49:58.000Z",,,"Facebook",,,"005B0000003IZadIAG",,,,,"Medium",,"500B0000002jz3bIAA","N/A",,"2019-11-21T16:32:03.000Z","https://www.facebook.com/messages?action=read&tid=id.t_100015203384100&mid=id.m_mid.$cAAEsucTENbtlQq_FHlfEWp8V60rf&clientId=30626",,,"Neutral",,"Managed",,,,"00001634","0STB00000009SrQOAU",,,,"005B0000003IZadIAG",,,"2019-11-21T16:28:32.000Z",,"true",,,"Inbox Message from: Cliff Corporation to: Pete Mitchell",,,,,"t_100015203384100","Private",,"false",,"Closed",,,"true","411558235557535",,,"Great!","2019-11-21T16:28:29.000Z",,"003B0000008XJceIAG",,"005B0000003IZadIAG",,"2020-01-16T21:52:16.000Z",,,,,"2020-08-06T17:26:43.637Z","500B0000002jz3bIAA","English",,,"Yes","003B0000008XJceIAG",,,,"Facebook","Sent",,"NotSpam","00EB0000000bWXOMA2","m_mid.$cAAEsucTENbtlQq_FHlfEWp8V60rf",,"User",,,7966938,2915630,7106023156,0,,1141296,,0,,,,693488812909,
,"2019-10-03T19:19:58.000Z",,,,"Facebook","2020-06-26T23:21:53.000Z",,,,"false",,"0SPB0000000QCKaOAO","2020-06-26T23:21:53.000Z","Cliff Corporation","SCS 411558235557535","Facebook Comments",,"0STB00000009OENOA2","Cliff Corporation","Gautam Vasudev",,"Cliff Corporation","CEO","2019-08-01T19:02:20.000Z","2019-08-01T19:02:20.000Z","2020-06-28T23:20:25.000Z","Facebook",,,"005B0000003IZadIAG","FALSE",,"Managed",,"Medium",,"500B0000002iVpCIAU","N/A",,"2019-10-03T19:18:36.000Z","http://www.facebook.com/permalink.php?story_fbid=1520515761328438&id=411558235557535&comment_id=1520678931312121","FALSE",,"Neutral",,"Managed","FALSE",,,"00001356","0STB00000009ODjOAM",,"FALSE",,"005B0000002jFMlIAM","Facebook",,"2019-10-03T19:15:02.000Z","0SPB0000000QCKaOAO","true",,"FALSE","Comment From: Cliff Corporation",,"Canada",,,"411558235557535_1520515761328438","Comment",,"false","003B0000008WZPBIA4","Closed","FALSE",,"false","411558235557535",,"04vB00000004DSXIA2","Thanks for your question, Zach!","2019-10-03T19:19:58.000Z",,"003B0000008WZPBIA4","Cliff Corporation","005B0000002jFMlIAM",,"2020-06-26T23:21:53.000Z","PAGE",,,"Facebook Comments","2020-08-06T17:26:43.637Z","500B0000002iVpCIAU","English","http://graph.facebook.com/v1.0/411558235557535/picture","https://www.facebook.com/CliffCorporation/","Yes","003B0000008WZPBIA4","https://scontent.xx.fbcdn.net/v/t1.0-9/20992521_1520678914645456_1667903607523047291_n.jpg?oh=aedf30dba74b5dc72103c611d07705b0&oe=5A14ABA5","IMAGE",,"Facebook",,,"NotSpam","00EB0000000bWXOMA2","411558235557535_1520515761328438_1520678931312121","SCS","User","Facebook",,28527573,,2303778129,0,2303778129,1141296,0,0,0,0,0,675964322643,0
,"2020-05-29T23:30:45.000Z",,,,"Youtube","2020-06-01T14:38:04.000Z",,,,"false",,"0SPB0000000VFkMOAW","2020-06-01T14:38:04.000Z","Cliff Corporation","Cliff Corporation","YouTube Social Account Videos",,"0STB0000000M7zfOAC","Cliff Corporation","Eddie Cliff",,"Pete Mitchell","CEO","2020-05-29T23:30:45.000Z","2020-05-29T23:30:45.000Z","2020-06-01T16:23:48.000Z","YouTube",,,"005B0000003IZadIAG","FALSE",,"Managed",,"Medium",,"500B0000003SC7eIAG","N/A",,"2020-05-29T23:29:09.000Z","https://www.youtube.com/watch?v=F7thaECCXHI","FALSE",,"Negative",,"Managed","FALSE",,,"00003380",,,"FALSE",,"005B0000003IZadIAG","YouTube",,"2020-05-29T23:23:59.000Z","0SPB0000000VFkMOAW","true",,"FALSE","Post from Cliff Corporation",,"United States",,,,"Post",,"false","003B000000BnRc8IAF","Closed","FALSE",,"false","UCg1n5UY3UwGwXnM5_SdijNA",,,"Santorini baby, the place of dreams. Also has a sick cliff jumping spot.","2020-05-29T23:30:45.000Z",,"003B000000BnRc8IAF","Pete Mitchell","005B0000003IZadIAG",,"2020-06-01T14:38:04.000Z","PERSON",,,"YouTube Social Account Comments","2020-08-06T17:26:43.637Z","500B0000003SC7eIAG","English","https://yt3.ggpht.com/-2T-e1KN4mvY/AAAAAAAAAAI/AAAAAAAAAAA/iilf6RIGZR4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg",,"Yes","003B000000BnRc8IAF","https://www.youtube.com/watch?v=F7thaECCXHI","VIDEO",,"YouTube",,,"NotSpam","00EB0000000bWXOMA2","F7thaECCXHI","SCS","User","Youtube",,227239,,7357302260,0,7357302260,1287066,0,0,0,0,0,762525124579,0
,"2020-05-29T23:32:15.000Z",,,,"Youtube","2020-06-01T14:38:04.000Z",,,,"false",,"0SPB0000000VFkMOAW","2020-06-01T14:38:04.000Z","Eddie Cliff","Cliff Corporation","YouTube Social Account Comments",,"0STB0000000M7zkOAC","Cliff Corporation","Eddie Cliff",,"Pete Mitchell","CEO","2020-05-29T23:30:45.000Z","2020-05-29T23:30:45.000Z","2020-06-01T16:23:48.000Z","YouTube",,,"005B0000003IZadIAG","FALSE",,"Managed",,"Medium",,"500B0000003SC7eIAG","N/A",,"2020-05-29T23:30:00.000Z","https://www.youtube.com/watch?v=F7thaECCXHI&lc=Ugy1-O5dM5QVPp46WvF4AaABAg","FALSE",,"Neutral",,"Managed","FALSE",,,"00003380","0STB0000000M7zfOAC",,"FALSE",,"005B0000003IZadIAG","YouTube",,"2020-05-29T23:25:47.000Z","0SPB0000000VFkMOAW","true",,"FALSE","Comment from Eddie Cliff",,"United States",,,"F7thaECCXHI","Post",,"false","003B000000BnRc8IAF","Closed","FALSE",,"false","UCg1n5UY3UwGwXnM5_SdijNA",,,"Where is this? I really want to go Cliff diving here!","2020-05-29T23:32:15.000Z",,"003B000000BnRc8IAF","Pete Mitchell","005B0000003IZadIAG",,"2020-06-01T14:38:04.000Z","PERSON",,,"YouTube Social Account Comments","2020-08-06T17:26:43.637Z","500B0000003SC7eIAG","English","https://yt3.ggpht.com/-2T-e1KN4mvY/AAAAAAAAAAI/AAAAAAAAAAA/iilf6RIGZR4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg",,"Yes","003B000000BnRc8IAF",,,,"YouTube",,,"NotSpam","00EB0000000bWXOMA2","Ugy1-O5dM5QVPp46WvF4AaABAg","SCS","User","Youtube",,227239,,7357302260,0,7357302260,1287066,0,0,0,0,0,762525308943,0
,"2019-10-16T21:13:55.000Z",,,,"Private Data","2020-01-16T21:52:16.000Z",,,,"false",,"0SPB0000000QClBOAW","2020-04-27T21:47:47.000Z","Pete Mitchell","SCS 411558235557535","Facebook Page Incoming Inbox Messages",,"0STB00000009QNNOA2","Pete Mitchell","Eddie Cliff",,"Pete Mitchell","CEO","2019-10-16T16:49:58.000Z","2019-08-23T22:18:10.000Z","2020-06-27T13:50:21.000Z","Facebook",,,"005B0000003IZadIAG","FALSE",,"Managed",,"Medium",,"500B0000002jz3bIAA","N/A",,"2019-10-16T21:08:01.000Z","https://www.facebook.com/messages?action=read&tid=id.t_100015203384100&mid=id.m_mid.$cAAEsucTENbtkiklxXFeWQQoKyjyS&clientId=30626","FALSE",,"Positive",,"Managed","FALSE",,"VIP","00001634","0STB00000009QNIOA2",,"FALSE",,"005B0000003IZadIAG","Facebook",,"2019-10-16T21:06:38.000Z","0SPB0000000QClBOAW","true",,"FALSE","Inbox Message from: Pete Mitchell to: Cliff Corporation",,"United States",,,"t_100015203384100","Private",,"false","003B0000008VpIcIAK","Closed","FALSE",,"false","411558235557535",,,"thank you!","2019-10-16T21:13:55.000Z",,"003B0000008XJceIAG","Pete Mitchell","005B0000003IZadIAG",,"2020-01-16T21:52:16.000Z","PAGE",,,"Facebook Page Incoming Inbox Messages","2020-08-06T17:26:43.637Z","500B0000002jz3bIAA","English","http://graph.facebook.com/v1.0/182410122275766/picture","https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEZAQTWk0UlpXQUdjUmZASRlNGaTNwODhpR2VsT0RtUWNOcHM5TzA5bDk2U2FfY3pZAbzExRkFJWXQ4YkZATM04xZAEhjZAFNVU3FyREp6eUdqZAzQtMTFpQlJaRDNCQ3BIcEo5NFBXUUJOa0NKUkFGNlRB/","Yes","003B0000008XJceIAG",,,,"Facebook",,,"NotSpam","00EB0000000bWXOMA2","m_mid.$cAAEsucTENbtkiklxXFeWQQoKyjyS","SCS","User","Private Data",,7966938,,7106023156,0,7087207000,1141296,0,0,0,0,0,680777503452,0
,"2019-10-03T19:15:06.000Z",,,,,"2020-04-27T21:47:47.000Z",,,"SENT","false",,,"2020-04-27T21:47:47.000Z",,,,"true","0STB00000009OEIOA2","Zach Garfinkel","Eddie Cliff",,,"CEO","2019-10-03T15:34:34.000Z",,,"Facebook",,,"005B0000003IZadIAG",,,,,"Medium",,"500B0000002jocCIAQ","N/A",,,,,,,,,,,,"00001547","0STB00000009ODjOAM",,,,"005B0000003IZadIAG",,,"2019-10-03T19:14:58.000Z",,"true",,,"00001547 2017-08-24 19:14:58Z",,,,,"411558235557535_1520515761328438","Comment",,"false",,"Closed",,,"true",,,,"Thanks for your question, Zach!","2019-10-03T19:14:59.000Z",,"003B0000009SAfjIAG",,"005B0000003IZadIAG",,"2020-04-27T21:47:47.000Z",,,,,"2020-08-06T17:26:43.637Z","500B0000002jocCIAQ",,,,"Yes","003B0000009SAfjIAG",,,,"Facebook","public",,,"00EB0000000bWXOMA2","1520515761328438_1520678931312121",,"User",,,17907193,13448,0,0,,0,,0,,,,0,
,"2019-06-26T13:52:31.000Z",,,,"Private Data",,"The place for BestTech Help & Support. We staff our social account 24x7. Expect a response in 30 minutes or less.",,,"false","Person","0SPB0000000CZatOAG","2019-04-25T14:48:09.000Z","besttech_help","SCS 2363660184","Twitter Sent DM",,"0STB0000000CtR5OAK","BestTech Helpdesk","Gautam Vasudev",,"besttech_help","CEO","2019-04-25T14:48:09.000Z","2019-04-25T14:48:09.000Z","2019-06-28T12:04:34.000Z","Twitter",,,"005B0000002jFMlIAM","FALSE",,"Managed",,"Medium",,"500B0000002atAIIAY","N/A",,"2019-06-26T13:47:54.000Z","http://twitter.com/2363660184/dm_s/864839872971984899","FALSE",,"Positive",,"Managed","FALSE",,,"00001234",,,"FALSE",,"005B0000002jFMlIAM","Twitter",,"2019-06-26T13:47:48.000Z","0SPB0000000CZatOAG","false",,"FALSE","DM from besttech_help to: Demo1User",,"USA",,,"864839872971984899","Direct",,"false","003B0000007aY8PIAU","Escalated","FALSE",,"false","2363660184",,"04vB00000004DSXIA2","That would be ok but you are going to need a 24 mb videocard","2019-06-26T13:52:31.000Z",,"003B0000007aY8PIAU","BestTech Helpdesk","005B0000002jFMlIAM",,"2020-08-06T17:26:43.637Z","PERSON",,,"TWITTER","2020-08-06T17:26:43.637Z","500B0000002atAIIAY","English","http://pbs.twimg.com/profile_images/438905556137304064/b52HPrsh_normal.jpeg","http://twitter.com/besttech_help","Yes","003B0000007aY8PIAU",,,,"Twitter",,,"NotSpam","00EB0000000bWXOMA2","864839872971984899","SCS","User","Twitter",,40531114,,3452559048,0,3452559048,1068686,16,0,0,6442,3,638954564650,28
,"2019-05-21T17:26:19.000Z",,,,"Private Data",,,,,"false","Person","0SPB0000000TN5NOAW","2019-05-16T15:05:10.000Z","bK1dd0","SCS 2363660184","Twitter Received DM",,"0STB0000000L1FmOAK","beatrice bambino","Gautam Vasudev",,"bK1dd0","CEO","2019-05-16T15:05:10.000Z","2019-05-16T15:05:10.000Z","2019-06-26T15:26:01.000Z","Twitter",,,"005B0000002jFMlIAM","FALSE",,"Managed",,"Medium",,"500B0000002b3CvIAI","N/A",,"2019-05-21T17:23:56.000Z","http://twitter.com/2363660184/dm_r/851848286927499267","FALSE",,"Neutral",,"Managed","FALSE",,,"00001248",,,"FALSE",,"005B0000002jFMlIAM","Twitter",,"2019-05-21T17:23:52.000Z","0SPB0000000TN5NOAW","false",,"FALSE","DM from bK1dd0 to: besttech_help",,"Canada",,,"851848286927499267","Direct",,"false","003B00000089uVjIAI","Escalated","FALSE",,"false","2363660184",,"04vB00000004DSXIA2","Hey, man","2019-05-21T17:26:19.000Z",,"003B00000089uVjIAI","beatrice bambino","005B0000002jFMlIAM",,"2020-08-06T17:26:43.637Z","PERSON",,,"Twitter Received DM","2020-08-06T17:26:43.637Z","500B0000002b3CvIAI","English","http://pbs.twimg.com/profile_images/735891293633662976/X17aymfE_normal.jpg","http://twitter.com/bK1dd0","Yes","003B00000089uVjIAI",,,,"Twitter",,,"NotSpam","00EB0000000bWXOMA2","851848286927499267","SCS","User","Private Data",,38715693,,5276108530,0,5276108530,1068686,12,0,0,3137,0,626135019230,12
,"2019-05-21T17:26:20.000Z",,,,"Private Data",,,,,"false","Person","0SPB0000000TN5NOAW","2019-05-16T15:05:10.000Z","bK1dd0","SCS 2363660184","Twitter Received DM",,"0STB0000000L1FnOAK","beatrice bambino","Gautam Vasudev",,"bK1dd0","CEO","2019-05-16T15:05:10.000Z","2019-05-16T15:05:10.000Z","2019-06-26T15:26:01.000Z","Twitter",,,"005B0000002jFMlIAM","FALSE",,"Managed",,"Medium",,"500B0000002b3CvIAI","N/A",,"2019-05-21T17:25:15.000Z","http://twitter.com/2363660184/dm_r/851848557623685123","FALSE",,"Neutral",,"Managed","FALSE",,,"00001248",,,"FALSE",,"005B0000002jFMlIAM","Twitter",,"2019-05-21T17:24:57.000Z","0SPB0000000TN5NOAW","false",,"FALSE","DM from bK1dd0 to: besttech_help",,"Canada",,,"851848557623685123","Direct",,"false","003B00000089uVjIAI","Escalated","FALSE",,"false","2363660184",,"04vB00000004DSXIA2","Went away with the milkman","2019-05-21T17:26:20.000Z",,"003B00000089uVjIAI","beatrice bambino","005B0000002jFMlIAM",,"2020-08-06T17:26:43.637Z","PERSON",,,"Twitter Received DM","2020-08-06T17:26:43.637Z","500B0000002b3CvIAI","English","http://pbs.twimg.com/profile_images/735891293633662976/X17aymfE_normal.jpg","http://twitter.com/bK1dd0","Yes","003B00000089uVjIAI",,,,"Twitter",,,"NotSpam","00EB0000000bWXOMA2","851848557623685123","SCS","User","Private Data",,38715693,,5276108530,0,5276108530,1068686,12,0,0,3137,0,626135371476,12
,"2020-01-16T22:23:39.000Z",,,,"Twitter",,"Buzzing towers and keeping up foreign relations",,,"false","Person","0SPB0000000Q8N7OAK",,"goosesmaverick","SCS 1925236220","TWITTER",,"0STB00000009ETOOA2",,,,"goosesmaverick",,,"2019-07-15T17:32:00.000Z","2020-06-26T23:06:45.000Z",,,,"005B0000002jFMlIAM","FALSE",,"Managed",,,,,,,"2019-08-21T16:57:23.000Z","http://twitter.com/798323655402868736/statuses/885181297852768258","FALSE",,"Neutral",,"Managed","FALSE",,"Maverick, Tower Buzzer, VIP",,,,"FALSE",,,"Twitter",,"2019-08-21T16:57:21.000Z","0SPB0000000Q8N7OAK",,,"FALSE","TWEET FROM: goosesmaverick",,"Canada",,,,"Tweet",,,"003B0000008VpIcIAK",,"FALSE",,"false","1925236220",,,"@CliffCorp I'm having a side effect, what should I do?","2019-08-21T17:02:42.000Z",,,"Pete Mitchell",,,,"PERSON",,,"Twitter Received DM",,,"English","http://pbs.twimg.com/profile_images/798324331075883009/q6hKH2Ym_normal.jpg","http://twitter.com/goosesmaverick","No",,,,,"Twitter",,,"NotSpam",,"885181297852768258","SCS",,"Private Data",,,,6904740094,0,6904740094,1142782,4,0,9,70,0,659452650963,1
,"2019-08-01T19:02:21.000Z",,,,"Private Data","2020-06-26T23:21:53.000Z",,,,"false",,"0SPB0000000QCKaOAO","2020-06-26T23:21:53.000Z","Cliff Corporation","SCS 411558235557535","Facebook Page Outgoing Inbox Messages",,"0STB00000009DLeOAM","Cliff Corporation","Gautam Vasudev",,"Cliff Corporation","CEO","2019-08-01T19:02:20.000Z","2019-08-01T19:02:20.000Z","2020-06-28T23:20:25.000Z","Facebook",,,"005B0000002jFMlIAM","FALSE",,"Managed",,"Medium",,"500B0000002iVpCIAU","N/A",,"2019-08-01T18:57:06.000Z","https://www.facebook.com/messages?action=read&tid=id.1479171648972:b06990e097&mid=id.$cAAF2T3RVXLJjAm8Y71c0SnQklQof&clientId=30626","FALSE",,"Neutral",,"Managed","FALSE",,,"00001356","0STB00000009DLFOA2",,"FALSE",,"005B0000002jFMlIAM","Facebook",,"2019-08-01T18:56:37.000Z","0SPB0000000QCKaOAO","true",,"FALSE","Inbox Message from: Cliff Corporation to: Eddie Cliff",,"Canada",,,"1479171648972:b06990e097","Private",,"false","003B0000008WZPBIA4","Closed","FALSE",,"false","411558235557535",,"04vB00000004DSXIA2","Thanks for rating our service!","2019-08-01T19:02:21.000Z",,"003B0000008WZPBIA4","Cliff Corporation","005B0000002jFMlIAM",,"2020-06-26T23:21:53.000Z","PAGE",,,"Facebook Comments","2020-08-06T17:26:43.637Z","500B0000002iVpCIAU","English","http://graph.facebook.com/v1.0/411558235557535/picture","https://www.facebook.com/CliffCorporation/","Yes","003B0000008WZPBIA4",,,,"Facebook",,,"NotSpam","00EB0000000bWXOMA2","$cAAF2T3RVXLJjAm8Y71c0SnQklQof","SCS","User","Facebook",,28527573,,7106023156,0,2303778129,1141296,0,0,0,0,0,652249685081,0
,"2020-01-16T22:34:44.000Z",,,,"Twitter","2020-06-16T20:39:48.000Z",,,,"false","Person","0SPB0000000Q8NCOA0","2020-06-26T20:40:27.000Z","CliffCorp","SCS 1925236220","TWITTER",,"0STB0000000HOipOAG","Cliff Corporation","Gautam Vasudev",,"CliffCorp","CEO","2019-07-15T17:32:05.000Z","2019-07-15T17:32:05.000Z","2020-07-07T20:16:55.000Z","Twitter",,,"005B0000003IZadIAG","FALSE",,"Managed",,"Medium",,"500B0000002iHIhIAM","N/A",,"2020-01-16T22:29:27.000Z","http://twitter.com/1925236220/statuses/938898257123487744","FALSE",,"Negative",,"Managed","FALSE",,,"00001350",,,"FALSE",,"005B0000002jFMlIAM","Twitter",,"2020-01-16T22:29:23.000Z","0SPB0000000Q8NCOA0","true",,"FALSE","TWEET FROM: CliffCorp",,"Canada",,,,"Tweet",,"false","003B0000008VpIhIAK","Closed","FALSE",,"false","1925236220",,"04vB00000004DSXIA2","Check out our latest Tomcat buzzing the tower, it's super fast and accurate. Bad news for those pesky MiG pilots! https://t.co/SHNePsD1uJ","2020-01-16T22:34:44.000Z",,"003B0000008VpIhIAK","Cliff Corporation","005B0000002jFMlIAM",,"2020-06-16T20:39:48.000Z","PERSON",,,"TWITTER","2020-08-06T17:26:43.637Z","500B0000002iHIhIAM","English","http://pbs.twimg.com/profile_images/378800000536082222/485368a83e25f0ae57671da56b1804ed_normal.jpeg","http://twitter.com/CliffCorp","Yes","003B0000008VpIhIAK","http://pbs.twimg.com/media/DQei9V5UEAEVhRh.jpg","IMAGE",,"Twitter",,,"NotSpam","00EB0000000bWXOMA2","938898257123487744","SCS","User","Twitter",,29128063,,2476435884,0,2476435884,1142782,9,0,9,99,0,713508487240,25
,"2020-01-16T22:34:45.000Z",,,,"Twitter","2020-01-21T19:30:50.000Z","Buzzing towers and keeping up foreign relations",,,"false","Person","0SPB0000000Q8N7OAK","2020-01-21T19:30:50.000Z","goosesmaverick","SCS 1925236220","TWITTER",,"0STB0000000HOiuOAG","Pete Mitchell","Eddie Cliff",,"goosesmaverick","CEO","2020-01-16T22:34:45.000Z","2019-07-15T17:32:00.000Z","2020-06-26T23:06:45.000Z","Twitter",,,"005B0000003IZadIAG","FALSE",,"Managed",,"High",,"500B0000002xJ7bIAE","N/A",,"2020-01-16T22:31:09.000Z","http://twitter.com/798323655402868736/statuses/938898694828580865","FALSE",,"Neutral",,"Managed","FALSE","001B000000TKs4LIAT","Maverick, Tower Buzzer, VIP","00002506","0STB0000000HOipOAG",,"FALSE",,"005B0000003IZadIAG","Twitter",,"2020-01-16T22:31:07.000Z","0SPB0000000Q8N7OAK","true",,"FALSE","TWEET FROM: goosesmaverick",,"Canada",,"001B000000TKs4LIAT","938898257123487744","Reply","Mitchell & Co.","false","003B0000008VpIcIAK","Closed","FALSE",,"false","1925236220",,,"@CliffCorp My new Tomcat can only pull 4 Gs while inverted, is that the expected G-force while keeping up relations? https://t.co/xVVXXcGPa0","2020-01-16T22:34:45.000Z",,"003B0000008VpIcIAK","Pete Mitchell","005B0000003IZadIAG",,"2020-01-21T19:30:50.000Z","PERSON",,,"Twitter Received DM","2020-08-06T17:26:43.637Z","500B0000002xJ7bIAE","English","http://pbs.twimg.com/profile_images/798324331075883009/q6hKH2Ym_normal.jpg","http://twitter.com/goosesmaverick","Yes","003B0000008VpIcIAK","http://pbs.twimg.com/media/DQejXHOU8AE8RPp.jpg","IMAGE",,"Twitter",,,"NotSpam","00EB0000000bWXOMA2","938898694828580865","SCS","User","Private Data",,420965,,6904740094,0,6904740094,1142782,4,0,9,70,0,713508960068,1
,"2020-01-16T22:18:19.000Z",,,,"Twitter","2020-01-16T22:30:22.000Z","Buzzing towers and keeping up foreign relations",,,"false","Person","0SPB0000000Q8N7OAK","2020-04-27T21:47:47.000Z","goosesmaverick","SCS 1925236220","TWITTER",,"0STB0000000HOiaOAG","Pete Mitchell","Eddie Cliff",,"goosesmaverick","CEO","2020-01-16T22:18:17.000Z","2019-07-15T17:32:00.000Z","2020-06-26T23:06:45.000Z","Twitter",,,"005B0000003IZadIAG","FALSE",,"Managed",,"Medium",,"500B0000002xJ77IAE","N/A",,"2020-01-16T22:14:08.000Z","http://twitter.com/798323655402868736/statuses/938894408094703616","FALSE",,"Neutral",,"Managed","FALSE","001B000000TKs4LIAT","Maverick, Tower Buzzer, VIP","00002505",,,"FALSE",,"005B0000003IZadIAG","Twitter",,"2020-01-16T22:14:05.000Z","0SPB0000000Q8N7OAK","true",,"FALSE","TWEET FROM: goosesmaverick",,"Canada",,"001B000000TKs4LIAT",,"Tweet","Mitchell & Co.","false","003B0000008VpIcIAK","Closed","FALSE",,"false","1925236220",,,"@CliffCorp my new Tomcat can only pull 4 Gs while inverted, is that the expected G-force while keeping up relations? https://t.co/b1OdJE6OEZ","2020-01-16T22:18:19.000Z",,"003B0000008VpIcIAK","Pete Mitchell","005B0000003IZadIAG",,"2020-01-16T22:30:22.000Z","PERSON",,,"Twitter Received DM","2020-08-06T17:26:43.637Z","500B0000002xJ77IAE","English","http://pbs.twimg.com/profile_images/798324331075883009/q6hKH2Ym_normal.jpg","http://twitter.com/goosesmaverick","Yes","003B0000008VpIcIAK","http://pbs.twimg.com/media/DQefefLVoAEDTBt.jpg","IMAGE",,"Twitter",,,"NotSpam","00EB0000000bWXOMA2","938894408094703616","SCS","User","Private Data",,725,,6904740094,0,6904740094,1142782,4,0,9,70,0,713504639280,1
