"Owner_SmallPhotoUrl","Category","Description","Owner_City","Owner_Department","IsActive","Owner_Role_RolePath","Owner_Email","Owner_UniqueUserName","Name","Owner_Country","StartDate","Owner_Phone","OwnerId","CampaignId","Owner_State","EndDate_Computed","Owner_Division","IsDeleted","EndDate","Owner_FullPhotoUrl","Owner_Name","SystemModstamp","Objective","Owner_Role_Roles","CreatedDate","Level","Id","Methods"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 31","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 31","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 31",,"2019-12-24 13:47:20","Product","0c8B0000000L08XIAS","Display and Exhibition"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 38","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 38","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 38",,"2019-12-24 13:47:20","Product","0c8B0000000L08eIAC","Gifts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 7","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 7","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-02 00:00:00",,"false","2020-06-02 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 7",,"2019-12-24 13:47:20","Product Category","0c8B0000000L089IAC","Free Services"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 45","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 45","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 45",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08lIAC","Trade Show"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 14","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 14","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-02 00:00:00",,"false","2020-06-02 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 14",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08GIAS","Sampling and Demonstration"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 37","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 37","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 37",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08dIAC","Free Services"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 35","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 35","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 35",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08bIAC","Trade Show"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 41","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 41","US","2018-01-02 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 41",,"2019-12-24 13:47:20","Product","0c8B0000000L08hIAC","Display and Exhibition"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 43","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 43","US","2018-01-06 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 43",,"2019-12-24 13:47:20","Product","0c8B0000000L08jIAC","Coupons"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 22","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 22","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-04 00:00:00",,"false","2020-06-04 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 22",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08OIAS","Discounts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 4","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 4","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 4",,"2019-12-24 13:47:20","Product Category","0c8B0000000L086IAC","Sampling and Demonstration"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 47","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 47","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-02 00:00:00",,"false","2020-06-02 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 47",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08nIAC","Free Services"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 27","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 27","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 27",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08TIAS","Free Services"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 2","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 2","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-04 00:00:00",,"false","2020-06-04 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 2",,"2019-12-24 13:47:20","Product Category","0c8B0000000L084IAC","Discounts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 36","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 36","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 36",,"2019-12-24 13:47:20","Product","0c8B0000000L08cIAC","Exchange Offer"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 6","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 6","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 6",,"2019-12-24 13:47:20","Product","0c8B0000000L088IAC","Exchange Offer"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 40","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 40","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 40",,"2019-12-24 13:47:20","Product","0c8B0000000L08gIAC","Contests"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 29","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 29","US","2018-01-06 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 29",,"2019-12-24 13:47:20","Product","0c8B0000000L08VIAS","Credit Facility"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 44","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 44","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 44",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08kIAC","Sampling and Demonstration"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 34","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 34","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-02 00:00:00",,"false","2020-06-02 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 34",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08aIAC","Sampling and Demonstration"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 12","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 12","US","2018-01-06 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-03 00:00:00",,"false","2020-06-03 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 12",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08EIAS","Discounts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 30","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 30","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-04 00:00:00",,"false","2020-06-04 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 30",,"2019-12-24 13:47:20","Product","0c8B0000000L08WIAS","Contests"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 32","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 32","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-03 00:00:00",,"false","2020-06-03 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 32",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08YIAS","Discounts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 39","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 39","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-03 00:00:00",,"false","2020-06-03 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 39",,"2019-12-24 13:47:20","Product","0c8B0000000L08fIAC","Credit Facility"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 21","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 21","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 21",,"2019-12-24 13:47:20","Product","0c8B0000000L08NIAS","Display and Exhibition"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 9","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 9","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 9",,"2019-12-24 13:47:20","Product","0c8B0000000L08BIAS","Credit Facility"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 50","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 50","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-03 00:00:00",,"false","2020-06-03 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 50",,"2019-12-24 13:47:20","Product","0c8B0000000L08qIAC","Contests"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 28","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 28","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 28",,"2019-12-24 13:47:20","Product","0c8B0000000L08UIAS","Gifts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 25","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 25","US","2018-01-04 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-03 00:00:00",,"false","2020-06-03 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 25",,"2019-12-24 13:47:20","Product Category","0c8B0000000L08RIAS","Trade Show"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 13","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 13","US","2018-01-02 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 13",,"2019-12-24 13:47:20","Product","0c8B0000000L08FIAS","Coupons"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 49","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 49","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 49",,"2019-12-24 13:47:20","Product","0c8B0000000L08pIAC","Credit Facility"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 18","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 18","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 18",,"2019-12-24 13:47:20","Product","0c8B0000000L08KIAS","Gifts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 26","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 26","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-04 00:00:00",,"false","2020-06-04 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 26",,"2019-12-24 13:47:20","Product","0c8B0000000L08SIAS","Exchange Offer"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Personal Selling","Description of Dmart Store Promotion 16","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 16","US","2018-01-02 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-03 00:00:00",,"false","2020-06-03 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 16",,"2019-12-24 13:47:20","Product","0c8B0000000L08IIAS","Exchange Offer"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 20","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 20","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-04 00:00:00",,"false","2020-06-04 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 20",,"2019-12-24 13:47:20","Product","0c8B0000000L08MIAS","Contests"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 11","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 11","US","2018-01-02 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 11",,"2019-12-24 13:47:20","Product","0c8B0000000L08DIAS","Display and Exhibition"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 33","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 33","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-05 00:00:00",,"false","2020-06-05 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 33",,"2019-12-24 13:47:20","Product","0c8B0000000L08ZIAS","Coupons"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Pubicity","Description of Dmart Store Promotion 48","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 48","US","2018-01-02 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 48",,"2019-12-24 13:47:20","Product","0c8B0000000L08oIAC","Gifts"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Advertising","Description of Dmart Store Promotion 10","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 10","US","2018-01-03 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-04 00:00:00",,"false","2020-06-04 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 10",,"2019-12-24 13:47:20","Product","0c8B0000000L08CIAS","Contests"
"https://divyasharma--c.documentforce.com/profilephoto/005/T","Sales Promotion","Description of Dmart Store Promotion 3","San Francisco",,"true",,"industriesengineeringdevops@salesforce.com","Admin User","Dmart Store Promotion 3","US","2018-01-05 00:00:00",,"005B0000006NoPnIAK",,"CA","2020-06-06 00:00:00",,"false","2020-06-06 00:00:00","https://divyasharma--c.documentforce.com/profilephoto/005/F","Admin User","2019-12-24 13:47:20","Objective of Dmart Store Promotion 3",,"2019-12-24 13:47:20","Product","0c8B0000000L085IAC","Coupons"
