Opportunity.Owner.UniqueUserName,Account.Owner.Role.RolePath,Account.Owner.UniqueUserName,Opportunity.IsWon,Quote.SBQQ__Status__c,Account.ShippingLongitude,Account.BillingLatitude,TimePerStatus,Quote.SBQQ__PartnerDiscount__c,Quote.SBQQ__RegularAmount__c,Account Name,Account.BillingCity,Account.BillingCountry,Account.BillingGeocodeAccuracy,Account.BillingLongitude,Account.BillingPostalCode,Account.BillingState,Account.BillingStreet,Account.Id,Account.Owner.Name,Account.Owner.Role.Name,Account.Owner.Role.ParentRoleId,Account.Owner.Role.Roles,Account.PhotoUrl,Account.SBQQ__AssetQuantitiesCombined__c,Account.SBQQ__ContractCoTermination__c,Account.SBQQ__CoTermedContractsCombined__c,Account.SBQQ__CoTerminationEvent__c,Account.SBQQ__IgnoreParentContractedPrices__c,Account.SBQQ__PreserveBundle__c,Account.SBQQ__PriceHoldEnd__c,Account.SBQQ__PriceHoldEnd__c (Day),Account.SBQQ__PriceHoldEnd__c (Epoch days),Account.SBQQ__PriceHoldEnd__c (Epoch seconds),Account.SBQQ__PriceHoldEnd__c (Hour),Account.SBQQ__PriceHoldEnd__c (Minute),Account.SBQQ__PriceHoldEnd__c (Month),Account.SBQQ__PriceHoldEnd__c (Quarter),Account.SBQQ__PriceHoldEnd__c (Second),Account.SBQQ__PriceHoldEnd__c (Week),Account.SBQQ__PriceHoldEnd__c (Year),Account.SBQQ__RenewalModel__c,Account.SBQQ__RenewalPricingMethod__c,Account.ShippingCity,Account.ShippingCountry,Account.ShippingGeocodeAccuracy,Account.ShippingLatitude,Account.ShippingPostalCode,Account.ShippingState,Account.ShippingStreet,Approvals.Approver.UniqueUserName,Approvals.SubmittedBy.UniqueUserName,Created By ID,Field,Is Primary Quote?,IsDeleted,NewValue,OldValue,Opportunity Name,Opportunity owner,Opportunity.AccountId,Opportunity.Amount,Opportunity.ForecastCategory,Opportunity.ForecastCategoryName,Opportunity.HasOpenActivity,Opportunity.HasOverdueTask,Opportunity.Id,Opportunity.IsClosed,Opportunity.Owner.Name,Opportunity.Owner.Role.Name,Opportunity.Owner.Role.ParentRoleId,Opportunity.Owner.Role.RolePath,Opportunity.Owner.Role.Roles,Opportunity.Probability,Opportunity.SBQQ__Contracted__c,Opportunity.SBQQ__CreateContractedPrices__c,Opportunity.SBQQ__Ordered__c,Opportunity.SBQQ__QuotePricebookId__c,Opportunity.SBQQ__Renewal__c,Opportunity.StageName,Owner.FullPhotoUrl,Owner.Name,Owner.Role.DeveloperName,Owner.Role.Hierarchy_RoleNames,Owner.Role.Name,Owner.Role.ParentRole.DeveloperName,Owner.Role.ParentRole.Name,Owner.Role.ParentRoleId,Owner.Role.RoleNames,Owner.Role.RoleNamesPath,Owner.Role.RolePath,Owner.Role.Roles,Owner.SmallPhotoUrl,Owner.Username,Owner.UserRoleId,ParentId,Quote Name,Quote.Id,Quote.IsDeleted,Quote.SBQQ__AdditionalDiscountAmount__c,Quote.SBQQ__AverageCustomerDiscount__c,Quote.SBQQ__AveragePartnerDiscount__c,Quote.SBQQ__BillingCity__c,Quote.SBQQ__BillingCountry__c,Quote.SBQQ__BillingFrequency__c,Quote.SBQQ__BillingName__c,Quote.SBQQ__BillingPostalCode__c,Quote.SBQQ__BillingState__c,Quote.SBQQ__BillingStreet__c,Quote.SBQQ__ContractingMethod__c,Quote.SBQQ__CustomerAmount__c,Quote.SBQQ__CustomerDiscount__c,Quote.SBQQ__DaysQuoteOpen__c,Quote.SBQQ__DeliveryMethod__c,Quote.SBQQ__DistributorDiscount__c,Quote.SBQQ__DocumentStatus__c,Quote.SBQQ__EmailTemplateId__c,Quote.SBQQ__GenerateContractedPrice__c,Quote.SBQQ__Introduction__c,Quote.SBQQ__Key__c,Quote.SBQQ__LineItemCount__c,Quote.SBQQ__LineItemsGrouped__c,Quote.SBQQ__LineItemsPrinted__c,Quote.SBQQ__ListAmount__c,Quote.SBQQ__MarkupRate__c,Quote.SBQQ__NetAmount__c,Quote.SBQQ__Notes__c,Quote.SBQQ__Opportunity2__c,Quote.SBQQ__Ordered__c,Quote.SBQQ__PaymentTerms__c,Quote.SBQQ__PricebookId__c,Quote.SBQQ__QuoteProcessId__c,Quote.SBQQ__QuoteTemplateId__c,Quote.SBQQ__SalesRep__c,Quote.SBQQ__ShippingCity__c,Quote.SBQQ__ShippingCountry__c,Quote.SBQQ__ShippingName__c,Quote.SBQQ__ShippingPostalCode__c,Quote.SBQQ__ShippingState__c,Quote.SBQQ__ShippingStreet__c,Quote.SBQQ__SubscriptionTerm__c,Quote.SBQQ__TargetCustomerAmount__c,Quote.SBQQ__TotalCustomerDiscountAmount__c,Quote.SBQQ__Type__c,Quote.SBQQ__WatermarkShown__c,Record ID,StatusPreviousValue,StatusValue,Account.CreatedDate,Account.LastActivityDate,Account.LastModifiedDate,Account.LastReferencedDate,Account.LastViewedDate,CreatedDate,NextCreatedDate,Opportunity.CloseDate,Opportunity.CreatedDate,Opportunity.LastActivityDate,Opportunity.LastModifiedDate,Opportunity.LastReferencedDate,Opportunity.LastViewedDate,Quote.CreatedDate,Quote.LastActivityDate,Quote.LastModifiedDate,Quote.LastReferencedDate,Quote.LastViewedDate,Quote.SBQQ__EndDate__c,Quote.SBQQ__ExpirationDate__c,Quote.SBQQ__FirstSegmentTermEndDate__c,Quote.SBQQ__StartDate__c
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,306 Days,0.00,437788.00,Penny's Pinnies,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQA0WIAW,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQA0WIAW,431848.00,Closed,Closed,false,false,006B0000004P6MhIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VZIA0,Q-00703,a2dB0000000B7VZIA0,false,5940.00,1.4,0.0,Raleigh,United States,,Penny's Pinnies,27614,NC,10600 Hanarry Court,By Subscription End Date,431848.00,0.00,20,,0.00,,,,"Greetings Richard Fliehr,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you",,18,false,true,437788.15,0.00,431848.00,,006B0000004P6MhIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Penny's Pinnies,27614,NC,10600 Hanarry Court,12,0.00,5940.15,Quote,true,a91B00000008OROIA2,In Review,Approved,2017-12-18T20:30:21.000Z,,2018-09-11T19:15:38.000Z,,,2017-12-18T20:49:46.000Z,,2018-10-21,2017-12-18T20:37:12.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-12-25,,2018-01-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,437788.00,Penny's Pinnies,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQA0WIAW,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQA0WIAW,431848.00,Closed,Closed,false,false,006B0000004P6MhIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VZIA0,Q-00703,a2dB0000000B7VZIA0,false,5940.00,1.4,0.0,Raleigh,United States,,Penny's Pinnies,27614,NC,10600 Hanarry Court,By Subscription End Date,431848.00,0.00,20,,0.00,,,,"Greetings Richard Fliehr,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you",,18,false,true,437788.15,0.00,431848.00,,006B0000004P6MhIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Penny's Pinnies,27614,NC,10600 Hanarry Court,12,0.00,5940.15,Quote,true,a91B00000008ORPIA2,Draft,In Review,2017-12-18T20:30:21.000Z,,2018-09-11T19:15:38.000Z,,,2017-12-18T20:49:15.000Z,2017-12-18T20:49:46.000Z,2018-10-21,2017-12-18T20:37:12.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-12-25,,2018-01-01
"",,,,Approved,0.000000000000000,0.000000000000000,293 Days,0.00,497788.15,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.000000000000000,,,,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,,,,0.00,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,a2dB0000000B7UjIAK,Q-00651,a2dB0000000B7UjIAK,false,4400.00,0.9,0.0,,,,,,,,By Subscription End Date,493388.15,0.00,20,,0.00,,,,"Greetings  ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and gu",,25,false,true,497788.15,0.00,493388.15,,,false,Net 30,01sB0000001KrsAIAS,,,,,,,,,,12,0.00,4400.00,Quote,false,a91B00000008ORQIA2,In Review,Approved,,,,,,2017-12-15T03:43:15.000Z,,,,,,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-11-03,,2017-10-28
"",,,,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,497788.15,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.000000000000000,,,,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Approved,,,,0.00,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,a2dB0000000B7UjIAK,Q-00651,a2dB0000000B7UjIAK,false,4400.00,0.9,0.0,,,,,,,,By Subscription End Date,493388.15,0.00,20,,0.00,,,,"Greetings  ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and gu",,25,false,true,497788.15,0.00,493388.15,,,false,Net 30,01sB0000001KrsAIAS,,,,,,,,,,12,0.00,4400.00,Quote,false,a91B00000008ORRIA2,Approved,In Review,,,,,,2017-12-15T03:42:28.000Z,2017-12-15T03:43:15.000Z,,,,,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-11-03,,2017-10-28
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,438688.00,Fiberoptic Friends,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9y8IAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQ9y8IAC,434248.00,Closed,Closed,false,false,006B0000004P6LYIA0,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7WTIA0,Q-00759,a2dB0000000B7WTIA0,false,4440.00,1.0,0.0,Apex,United States,,Fiberoptic Friends,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"YO DILL, LET'S PLAY PAINTBALL SOON!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a r",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6LYIA0,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Fiberoptic Friends,27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORSIA2,Draft,In Review,2018-01-04T03:40:31.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-04T20:52:19.000Z,2018-01-04T20:53:11.000Z,2018-10-02,2018-01-04T20:28:00.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-11T19:16:01.000Z,,,,2018-01-11,,2018-02-01
Darren Laws,,Darren Laws,true,In Review,0.000000000000000,0.000000000000000,77 Days,0.00,474188.00,Surrey Tech Services,London,United Kingdom,,0.000000000000000,EC2N 4AY,,"Heron Tower
110 Bishopsgate",001B000000nQ9xPIAS,Darren Laws,,,,,false,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,London,United Kingdom,,0.000000000000000,EC2N 4AY,,"Heron Tower
110 Bishopsgate",,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,New Security Software,Darren Laws,001B000000nQ9xPIAS,471308.00,Closed,Closed,false,false,006B0000004P6NjIAK,true,Darren Laws,,,,,100,true,false,true,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Darren Laws,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,dlawsato1536693294198@demo.user,000000000000000AAA,a2dB0000000B7WyIAK,Q-00790,a2dB0000000B7WyIAK,false,2880.00,0.6,0.0,London,United Kingdom,,Surrey Tech Services,EC2N 4AY,,"Heron Tower
110 Bishopsgate",By Subscription End Date,471308.00,0.00,20,,0.00,,,,"Greetings Tom Weston,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he",,29,false,true,474188.15,0.00,471308.00,,006B0000004P6NjIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixyRIAQ,London,United Kingdom,Surrey Tech Services,EC2N 4AY,,"Heron Tower
110 Bishopsgate",12,0.00,2880.15,Quote,true,a91B00000008ORTIA2,Draft,In Review,2018-01-04T23:04:43.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-05T17:52:15.000Z,,2018-03-24,2018-01-04T23:18:27.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:29.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-11,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,438688.00,Titan Trucking,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQA0HIAW,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQA0HIAW,434448.00,Closed,Closed,false,false,006B0000004P6MJIA0,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7X5IAK,Q-00797,a2dB0000000B7X5IAK,false,4240.00,1.0,0.0,Apex,United States,,Titan Trucking,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434448.00,0.00,20,,0.00,,,,"Yo Tim - let's play paintball next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. A",,18,false,true,438688.15,0.00,434448.00,,006B0000004P6MJIA0,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Titan Trucking,27614,NC,10600 Hanarry Court,12,0.00,4240.15,Quote,true,a91B00000008ORUIA2,Draft,In Review,2018-01-10T06:05:48.000Z,,2018-09-11T19:15:38.000Z,,,2018-01-10T22:41:51.000Z,2018-01-10T22:43:40.000Z,2018-11-03,2018-01-10T22:17:54.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:29.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-17,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,296 Days,0.00,438688.00,Titan Trucking,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQA0HIAW,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQA0HIAW,434448.00,Closed,Closed,false,false,006B0000004P6MJIA0,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7X5IAK,Q-00797,a2dB0000000B7X5IAK,false,4240.00,1.0,0.0,Apex,United States,,Titan Trucking,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434448.00,0.00,20,,0.00,,,,"Yo Tim - let's play paintball next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. A",,18,false,true,438688.15,0.00,434448.00,,006B0000004P6MJIA0,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Titan Trucking,27614,NC,10600 Hanarry Court,12,0.00,4240.15,Quote,true,a91B00000008ORVIA2,In Review,Approved,2018-01-10T06:05:48.000Z,,2018-09-11T19:15:38.000Z,,,2018-01-10T22:43:40.000Z,,2018-11-03,2018-01-10T22:17:54.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:29.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-17,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,210 Days,0.00,438688.00,"NewTown, Inc.",Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQ9x7IAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQ9x7IAC,434248.00,Closed,Closed,false,false,006B0000004P6M1IAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VqIAK,Q-00720,a2dB0000000B7VqIAK,false,4440.00,1.0,0.0,Raleigh,United States,,"NewTown, Inc.",27614,NC,10600 Hanarry Court,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Lawrence, can't wait to play paintball!!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6M1IAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Apex,United States,"NewTown, Inc.",27502,NC,311 Cameron Glen Drive,12,0.00,4440.15,Quote,true,a91B00000008ORWIA2,In Review,Approved,2018-01-05T22:12:04.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-05T22:20:56.000Z,,2018-08-04,2018-01-05T22:16:27.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-01-12,,2018-02-01
Arian Van de Carr,,Arian Van de Carr,true,In Review,0.000000000000000,0.000000000000000,149 Days,0.00,4632931.20,IT CPQ Demo,San Francisco,United States,,0.000000000000000,94105,CA,350 Mission Street,001B000000nQA0pIAG,Arian Van de Carr,,,,,true,Always,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,San Francisco,United States,,0.000000000000000,94111,CA,350 Market Street,,,005B0000004ofP3IAI,SBQQ__Status__c,false,false,In Review,Draft,First Sale,Arian Van de Carr,001B000000nQA0pIAG,70000000.00,Closed,Closed,false,false,006B0000004P6LBIA0,true,Arian Van de Carr,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Arian Van de Carr,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,avan1536693294125@demo.user,000000000000000AAA,a2dB0000000B7W4IAK,Q-00734,a2dB0000000B7W4IAK,false,236855.83,64.2,0.0,San Francisco,United States,,IT CPQ Demo,94105,CA,350 Mission Street,By Subscription End Date,4396075.37,0.00,20,,0.00,,,,"Yo J B !


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and guidan",,15,false,true,12295650.15,0.00,4396075.37,,006B0000004P6LBIA0,false,Net 90,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixxPIAQ,San Francisco,United States,IT CPQ Demo,94111,CA,350 Market Street,12,0.00,7899574.78,Quote,true,a91B00000008ORXIA2,Draft,In Review,2018-07-06T01:11:44.000Z,,2018-09-11T19:15:38.000Z,,,2018-07-07T00:03:52.000Z,,2018-12-03,2018-07-06T23:35:38.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-07-13,,2018-08-01
Steven Vu,,Steven Vu,true,Approved,0.000000000000000,0.000000000000000,28 Days,0.00,76588.00,Deja Vu Industries,,,,0.000000000000000,,,,001B000000nQ9wvIAC,Steven Vu,,,,,false,Prompt,false,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,,,,0.000000000000000,,,,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,Draft,Big Deal,Steven Vu,001B000000nQ9wvIAC,76588.00,Closed,Closed,false,false,006B0000004P6NvIAK,true,Steven Vu,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Steven Vu,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,svu1536693294183@demo.user,000000000000000AAA,a2dB0000000B7WgIAK,Q-00772,a2dB0000000B7WgIAK,false,0.00,0.0,0.0,,,,Deja Vu Industries,,,,By Subscription End Date,76588.00,0.00,20,,0.00,,,,"Greetings Stephan Wu,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he",,12,false,true,76588.15,0.00,76588.00,,006B0000004P6NvIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixyGIAQ,,,Deja Vu Industries,,,,12,0.00,0.15,Quote,true,a91B00000008ORYIA2,Draft,Approved,2017-12-08T01:16:09.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-30T05:45:06.000Z,,2018-02-27,2017-12-08T01:18:19.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:29.000Z,,2018-09-23T22:03:30.000Z,,,,2017-12-14,,2018-01-01
Taka Yokoyama,,Taka Yokoyama,true,Approved,0.000000000000000,0.000000000000000,-38 Days,0.00,821966.30,Magnusson Klemencic Associates,Seattle,United States,,0.000000000000000,98101,WA,1301 5th Avenue #3200,001B000000nQ9xKIAS,Taka Yokoyama,,,,,false,Always,true,,false,true,,,0,0,,,,,,,,Contract Based,Same,Seattle,United States,,0.000000000000000,98101,WA,1301 5th Avenue #3200,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,Draft,MKA Initial Sale,Taka Yokoyama,001B000000nQ9xKIAS,820766.30,Closed,Closed,false,false,006B0000004P6KbIAK,true,Taka Yokoyama,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Taka Yokoyama,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,tyoko1536693294122@demo.user,000000000000000AAA,a2dB0000000B7WBIA0,Q-00741,a2dB0000000B7WBIA0,false,1200.00,0.1,0.0,Seattle,United States,,Magnusson Klemencic Associates,98101,WA,1301 5th Avenue #3200,By Subscription End Date,820766.30,0.00,20,,0.00,,,,"Greetings John Hooper,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your h",,88,false,true,821966.30,0.00,820766.30,,006B0000004P6KbIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixxNIAQ,Seattle,United States,Magnusson Klemencic Associates,98101,WA,1301 5th Avenue #3200,12,0.00,1200.00,Quote,false,a91B00000008ORZIA2,Draft,Approved,2018-02-21T05:34:41.000Z,,2018-09-11T19:15:37.000Z,,,2018-04-14T03:07:14.000Z,,2018-03-07,2018-04-14T02:57:08.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-04-20,,2018-05-01
"",,,,In Review,0.000000000000000,0.000000000000000,168 Days,0.00,1558940.00,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0.000000000000000,,,,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,,,,0.00,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,a2dB0000000B7VQIA0,Q-00694,a2dB0000000B7VQIA0,false,358940.00,23.1,0.0,,,,,,,,By Subscription End Date,1200000.00,0.00,20,,0.00,,,,"Greetings Gavin Belson,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,15,false,true,1560140.00,0.00,1200000.00,,,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,,,,,,,,24,1200000.00,360140.00,Quote,true,a91B00000008ORaIAM,Draft,In Review,,,,,,2018-04-19T06:29:16.000Z,,,,,,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2018-04-25,,2018-05-01
